slug,winner,entered,side,price,t,predicted_ev,pnl_per_share,correct,threshold
btc-updown-5m-1776095100,Down,True,Up,0.41,30.0,0.036893460899591446,-0.41,False,0.005
btc-updown-5m-1776095400,Down,True,Up,0.55,30.0,0.016997080296278,-0.55,False,0.005
btc-updown-5m-1776095700,Up,True,Up,0.78,30.0,0.04085725545883179,0.21999999999999997,True,0.005
btc-updown-5m-1776096000,Down,True,Up,0.52,30.0,0.030055377632379532,-0.52,False,0.005
btc-updown-5m-1776096300,Up,True,Up,0.26,30.0,0.01115158200263977,0.74,True,0.005
btc-updown-5m-1776096600,Up,True,Up,0.57,30.0,0.04373174160718918,0.43000000000000005,True,0.005
btc-updown-5m-1776096900,Up,True,Up,0.31,30.0,0.044413380324840546,0.69,True,0.005
btc-updown-5m-1776097200,Up,True,Up,0.54,30.0,0.013345188461244106,0.45999999999999996,True,0.005
btc-updown-5m-1776097500,Up,True,Up,0.56,30.0,0.013345188461244106,0.43999999999999995,True,0.005
btc-updown-5m-1776098100,Up,True,Up,0.41,30.0,0.045888565480709076,0.5900000000000001,True,0.005
btc-updown-5m-1776098400,Up,True,Up,0.56,30.0,0.013345188461244106,0.43999999999999995,True,0.005
btc-updown-5m-1776098700,Up,True,Up,0.47,30.0,0.051733680069446564,0.53,True,0.005
btc-updown-5m-1776099000,Down,True,Up,0.43,30.0,0.07061751186847687,-0.43,False,0.005
btc-updown-5m-1776099300,Up,True,Up,0.55,30.0,0.013345188461244106,0.44999999999999996,True,0.005
btc-updown-5m-1776099600,Up,True,Up,0.45,34.0,0.06445503234863281,0.55,True,0.005
btc-updown-5m-1776099900,Up,True,Up,0.32,30.0,0.008532630279660225,0.6799999999999999,True,0.005
btc-updown-5m-1776100200,Up,True,Up,0.73,30.0,0.036291223019361496,0.27,True,0.005
btc-updown-5m-1776100500,Up,True,Up,0.41,30.0,0.04881206899881363,0.5900000000000001,True,0.005
btc-updown-5m-1776100800,Down,True,Up,0.3,30.0,0.015152668580412865,-0.3,False,0.005
btc-updown-5m-1776101100,Up,True,Up,0.53,30.0,0.008059096522629261,0.47,True,0.005
btc-updown-5m-1776101400,Up,True,Up,0.84,30.0,0.043968819081783295,0.16000000000000003,True,0.005
btc-updown-5m-1776101700,Down,True,Up,0.28,30.0,0.01394499372690916,-0.28,False,0.005
btc-updown-5m-1776102000,Up,True,Up,0.53,30.0,0.026973774656653404,0.47,True,0.005
btc-updown-5m-1776102300,Down,True,Up,0.62,30.0,0.02852918766438961,-0.62,False,0.005
btc-updown-5m-1776102600,Down,True,Up,0.22,30.0,0.008532630279660225,-0.22,False,0.005
btc-updown-5m-1776102900,Down,True,Up,0.39,30.0,0.027703195810317993,-0.39,False,0.005
btc-updown-5m-1776103200,Up,True,Up,0.4,30.0,0.045554857701063156,0.6,True,0.005
btc-updown-5m-1776103500,Up,True,Up,0.54,30.0,0.03330833092331886,0.45999999999999996,True,0.005
btc-updown-5m-1776103800,Up,True,Up,0.63,30.0,0.020361926406621933,0.37,True,0.005
btc-updown-5m-1776104100,Up,True,Up,0.53,30.0,0.023776326328516006,0.47,True,0.005
btc-updown-5m-1776104400,Down,True,Up,0.39,30.0,0.015152668580412865,-0.39,False,0.005
btc-updown-5m-1776104700,Up,True,Up,0.56,30.0,0.013345188461244106,0.43999999999999995,True,0.005
btc-updown-5m-1776105000,Up,True,Up,0.61,30.0,0.009245599620044231,0.39,True,0.005
btc-updown-5m-1776105300,Down,True,Up,0.52,34.0,0.009471623227000237,-0.52,False,0.005
btc-updown-5m-1776105600,Up,True,Down,0.56,30.0,0.006502216681838036,-0.56,False,0.005
btc-updown-5m-1776105900,Down,True,Up,0.6,30.0,0.013345188461244106,-0.6,False,0.005
btc-updown-5m-1776106200,Up,True,Up,0.45,30.0,0.04935523867607117,0.55,True,0.005
btc-updown-5m-1776106500,Up,True,Up,0.56,30.0,0.031208239495754242,0.43999999999999995,True,0.005
btc-updown-5m-1776106800,Down,True,Up,0.39,30.0,0.028645414859056473,-0.39,False,0.005
btc-updown-5m-1776107100,Down,True,Up,0.44,30.0,0.040281593799591064,-0.44,False,0.005
btc-updown-5m-1776107400,Up,True,Up,0.5,30.0,0.015833863988518715,0.5,True,0.005
btc-updown-5m-1776107700,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.005
btc-updown-5m-1776108000,Up,True,Up,0.41,30.0,0.036895014345645905,0.5900000000000001,True,0.005
btc-updown-5m-1776108300,Up,True,Up,0.5,30.0,0.033937714993953705,0.5,True,0.005
btc-updown-5m-1776108600,Up,True,Up,0.59,30.0,0.01864960975944996,0.41000000000000003,True,0.005
btc-updown-5m-1776108900,Up,True,Up,0.28,30.0,0.06789873540401459,0.72,True,0.005
btc-updown-5m-1776109200,Down,True,Up,0.41,30.0,0.027703195810317993,-0.41,False,0.005
btc-updown-5m-1776109500,Up,True,Up,0.72,30.0,0.04525091499090195,0.28,True,0.005
btc-updown-5m-1776109800,Up,True,Up,0.52,30.0,0.01881924457848072,0.48,True,0.005
btc-updown-5m-1776110100,Down,True,Up,0.51,30.0,0.024029914289712906,-0.51,False,0.005
btc-updown-5m-1776110400,Down,True,Up,0.5,30.0,0.020461056381464005,-0.5,False,0.005
btc-updown-5m-1776110700,Down,True,Up,0.26,30.0,0.06412963569164276,-0.26,False,0.005
btc-updown-5m-1776111000,Down,True,Up,0.33,30.0,0.008532630279660225,-0.33,False,0.005
btc-updown-5m-1776111300,Down,True,Up,0.64,30.0,0.013345188461244106,-0.64,False,0.005
btc-updown-5m-1776111600,Down,True,Up,0.58,30.0,0.019851528108119965,-0.58,False,0.005
btc-updown-5m-1776111900,Up,True,Up,0.66,30.0,0.009245599620044231,0.33999999999999997,True,0.005
btc-updown-5m-1776112200,Up,True,Up,0.55,30.0,0.016997080296278,0.44999999999999996,True,0.005
btc-updown-5m-1776112500,Down,True,Up,0.4,30.0,0.038457389920949936,-0.4,False,0.005
btc-updown-5m-1776112800,Up,True,Up,0.62,31.0,0.009245599620044231,0.38,True,0.005
btc-updown-5m-1776113100,Down,True,Up,0.49,30.0,0.007640655618160963,-0.49,False,0.005
btc-updown-5m-1776113400,Down,True,Up,0.24,30.0,0.04410720616579056,-0.24,False,0.005
btc-updown-5m-1776113700,Up,True,Up,0.67,35.0,0.009245599620044231,0.32999999999999996,True,0.005
btc-updown-5m-1776114000,Down,True,Up,0.52,30.0,0.02136518619954586,-0.52,False,0.005
btc-updown-5m-1776114300,Up,True,Up,0.36,35.0,0.050969623029232025,0.64,True,0.005
btc-updown-5m-1776114600,Up,True,Up,0.62,30.0,0.013345188461244106,0.38,True,0.005
btc-updown-5m-1776114900,Down,True,Up,0.72,30.0,0.036291223019361496,-0.72,False,0.005
btc-updown-5m-1776115200,Up,True,Down,0.55,41.0,0.005225253291428089,-0.55,False,0.005
btc-updown-5m-1776115500,Down,True,Up,0.41,30.0,0.01660960353910923,-0.41,False,0.005
btc-updown-5m-1776115800,Up,True,Up,0.67,30.0,0.023691369220614433,0.32999999999999996,True,0.005
btc-updown-5m-1776064200,Down,True,Up,0.59,30.0,0.01613703928887844,-0.59,False,0.010
btc-updown-5m-1776064500,Down,True,Down,0.51,30.0,0.027225472033023834,0.49,True,0.010
btc-updown-5m-1776064800,Down,True,Up,0.18,30.0,0.04077336937189102,-0.18,False,0.010
btc-updown-5m-1776065100,Up,True,Down,0.39,34.0,0.015922755002975464,-0.39,False,0.010
btc-updown-5m-1776065400,Down,True,Up,0.7,30.0,0.021892124786973,-0.7,False,0.010
btc-updown-5m-1776065700,Up,True,Up,0.38,30.0,0.01660960353910923,0.62,True,0.010
btc-updown-5m-1776066000,Down,True,Up,0.46,30.0,0.039317429065704346,-0.46,False,0.010
btc-updown-5m-1776066300,Up,True,Up,0.6,30.0,0.017987482249736786,0.4,True,0.010
btc-updown-5m-1776066600,Down,True,Down,0.43,30.0,0.015922755002975464,0.5700000000000001,True,0.010
btc-updown-5m-1776066900,Up,True,Down,0.47,30.0,0.012042640708386898,-0.47,False,0.010
btc-updown-5m-1776067200,Up,True,Up,0.39,33.0,0.01115158200263977,0.61,True,0.010
btc-updown-5m-1776067500,Down,True,Up,0.47,31.0,0.02091297134757042,-0.47,False,0.010
btc-updown-5m-1776067800,Down,True,Down,0.51,31.0,0.013607637956738472,0.49,True,0.010
btc-updown-5m-1776068100,Down,True,Up,0.45,36.0,0.019140450283885002,-0.45,False,0.010
btc-updown-5m-1776068400,Up,True,Up,0.57,32.0,0.019169308245182037,0.43000000000000005,True,0.010
btc-updown-5m-1776068700,Up,True,Up,0.78,30.0,0.041525259613990784,0.21999999999999997,True,0.010
btc-updown-5m-1776069000,Down,True,Up,0.27,30.0,0.039198994636535645,-0.27,False,0.010
btc-updown-5m-1776069300,Down,True,Down,0.47,30.0,0.013395072892308235,0.53,True,0.010
btc-updown-5m-1776069600,Down,True,Up,0.46,49.0,0.024251753464341164,-0.46,False,0.010
btc-updown-5m-1776069900,Up,True,Down,0.45,30.0,0.01312505267560482,-0.45,False,0.010
btc-updown-5m-1776070200,Up,True,Down,0.54,35.0,0.010733156464993954,-0.54,False,0.010
btc-updown-5m-1776070500,Up,True,Up,0.67,30.0,0.020928939804434776,0.32999999999999996,True,0.010
btc-updown-5m-1776070800,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.010
btc-updown-5m-1776071100,Down,True,Up,0.7,34.0,0.013345188461244106,-0.7,False,0.010
btc-updown-5m-1776071400,Up,True,Up,0.62,37.0,0.013149666599929333,0.38,True,0.010
btc-updown-5m-1776071700,Down,True,Up,0.45,41.0,0.01625937409698963,-0.45,False,0.010
btc-updown-5m-1776072000,Up,True,Up,0.74,30.0,0.013345188461244106,0.26,True,0.010
btc-updown-5m-1776072300,Up,True,Down,0.53,46.0,0.010309106670320034,-0.53,False,0.010
btc-updown-5m-1776072600,Up,True,Down,0.45,30.0,0.03287503495812416,-0.45,False,0.010
btc-updown-5m-1776072900,Down,True,Up,0.52,30.0,0.01218695379793644,-0.52,False,0.010
btc-updown-5m-1776073200,Down,True,Up,0.37,30.0,0.02852637507021427,-0.37,False,0.010
btc-updown-5m-1776073500,Down,True,Down,0.53,32.0,0.013607637956738472,0.47,True,0.010
btc-updown-5m-1776073800,Down,True,Up,0.29,30.0,0.0295580867677927,-0.29,False,0.010
btc-updown-5m-1776074100,Up,True,Up,0.73,60.0,0.011215372942388058,0.27,True,0.010
btc-updown-5m-1776074400,Down,True,Down,0.48,40.0,0.017993032932281494,0.52,True,0.010
btc-updown-5m-1776074700,Up,True,Up,0.68,36.0,0.01624898798763752,0.31999999999999995,True,0.010
btc-updown-5m-1776075000,Up,True,Up,0.49,34.0,0.011126776225864887,0.51,True,0.010
btc-updown-5m-1776075300,Down,False,,,,,0.0,,0.010
btc-updown-5m-1776075600,Down,True,Down,0.53,30.0,0.013607637956738472,0.47,True,0.010
btc-updown-5m-1776075900,Up,True,Down,0.44,30.0,0.011887219734489918,-0.44,False,0.010
btc-updown-5m-1776076200,Down,True,Up,0.68,30.0,0.013149666599929333,-0.68,False,0.010
btc-updown-5m-1776076500,Up,True,Up,0.25,30.0,0.01660960353910923,0.75,True,0.010
btc-updown-5m-1776076800,Down,True,Up,0.43,30.0,0.03167258948087692,-0.43,False,0.010
btc-updown-5m-1776077100,Down,True,Up,0.3,30.0,0.01660960353910923,-0.3,False,0.010
btc-updown-5m-1776077400,Down,True,Down,0.49,30.0,0.011730259284377098,0.51,True,0.010
btc-updown-5m-1776077700,Up,True,Down,0.32,78.0,0.012853053398430347,-0.32,False,0.010
btc-updown-5m-1776078000,Up,True,Up,0.65,30.0,0.032720837742090225,0.35,True,0.010
btc-updown-5m-1776078300,Up,True,Up,0.42,32.0,0.029508177191019058,0.5800000000000001,True,0.010
btc-updown-5m-1776078600,Up,True,Up,0.57,32.0,0.01613703928887844,0.43000000000000005,True,0.010
btc-updown-5m-1776078900,Down,True,Up,0.38,64.0,0.01674504205584526,-0.38,False,0.010
btc-updown-5m-1776079200,Down,True,Up,0.83,73.0,0.017284434288740158,-0.83,False,0.010
btc-updown-5m-1776079800,Down,True,Up,0.68,71.0,0.01115061528980732,-0.68,False,0.010
btc-updown-5m-1776080100,Up,True,Down,0.42,30.0,0.08141103386878967,-0.42,False,0.010
btc-updown-5m-1776080400,Up,True,Up,0.74,37.0,0.01198001392185688,0.26,True,0.010
btc-updown-5m-1776080700,Down,True,Up,0.71,34.0,0.010265642777085304,-0.71,False,0.010
btc-updown-5m-1776081000,Up,True,Up,0.53,31.0,0.011946327053010464,0.47,True,0.010
btc-updown-5m-1776081300,Down,True,Up,0.48,30.0,0.015756167471408844,-0.48,False,0.010
btc-updown-5m-1776081600,Down,True,Up,0.24,37.0,0.027703195810317993,-0.24,False,0.010
btc-updown-5m-1776081900,Up,True,Up,0.67,30.0,0.02852918766438961,0.32999999999999996,True,0.010
btc-updown-5m-1776082200,Down,True,Down,0.51,30.0,0.0178707055747509,0.49,True,0.010
btc-updown-5m-1776082500,Down,True,Up,0.48,30.0,0.017606612294912338,-0.48,False,0.010
btc-updown-5m-1776082800,Down,True,Up,0.47,30.0,0.0292087160050869,-0.47,False,0.010
btc-updown-5m-1776083100,Down,True,Up,0.51,34.0,0.028134269639849663,-0.51,False,0.010
btc-updown-5m-1776083400,Up,True,Up,0.6,30.0,0.017987482249736786,0.4,True,0.010
btc-updown-5m-1776083700,Down,True,Up,0.33,30.0,0.01115158200263977,-0.33,False,0.010
btc-updown-5m-1776084000,Up,True,Up,0.58,30.0,0.029711009934544563,0.42000000000000004,True,0.010
btc-updown-5m-1776084300,Up,True,Up,0.66,30.0,0.02852918766438961,0.33999999999999997,True,0.010
btc-updown-5m-1776084600,Up,True,Down,0.47,30.0,0.015922755002975464,-0.47,False,0.010
btc-updown-5m-1776084900,Down,True,Up,0.5,30.0,0.017269987612962723,-0.5,False,0.010
btc-updown-5m-1776085200,Up,True,Up,0.67,30.0,0.01864960975944996,0.32999999999999996,True,0.010
btc-updown-5m-1776085500,Down,True,Up,0.35,34.0,0.02024632692337036,-0.35,False,0.010
btc-updown-5m-1776085800,Up,True,Up,0.64,79.0,0.023167520761489868,0.36,True,0.010
btc-updown-5m-1776086100,Down,True,Up,0.34,30.0,0.015152668580412865,-0.34,False,0.010
btc-updown-5m-1776086400,Up,True,Up,0.24,30.0,0.01660960353910923,0.76,True,0.010
btc-updown-5m-1776086700,Down,True,Up,0.5,36.0,0.015071474015712738,-0.5,False,0.010
btc-updown-5m-1776087000,Down,True,Up,0.53,30.0,0.011830819770693779,-0.53,False,0.010
btc-updown-5m-1776087300,Down,True,Up,0.45,30.0,0.027703195810317993,-0.45,False,0.010
btc-updown-5m-1776087600,Up,True,Up,0.84,30.0,0.04297841712832451,0.16000000000000003,True,0.010
btc-updown-5m-1776087900,Up,True,Up,0.43,30.0,0.010677585378289223,0.5700000000000001,True,0.010
btc-updown-5m-1776088200,Down,True,Up,0.44,30.0,0.01740664802491665,-0.44,False,0.010
btc-updown-5m-1776088500,Up,True,Up,0.41,30.0,0.01660960353910923,0.5900000000000001,True,0.010
btc-updown-5m-1776088800,Down,True,Up,0.51,30.0,0.0266148429363966,-0.51,False,0.010
btc-updown-5m-1776089100,Down,True,Up,0.66,30.0,0.03530081734061241,-0.66,False,0.010
btc-updown-5m-1776089400,Up,True,Up,0.57,30.0,0.027538785710930824,0.43000000000000005,True,0.010
btc-updown-5m-1776089700,Down,True,Up,0.52,34.0,0.033899083733558655,-0.52,False,0.010
btc-updown-5m-1776090000,Up,True,Up,0.62,30.0,0.02852918766438961,0.38,True,0.010
btc-updown-5m-1776090300,Up,True,Up,0.38,37.0,0.027703195810317993,0.62,True,0.010
btc-updown-5m-1776090600,Up,True,Up,0.63,30.0,0.02852918766438961,0.37,True,0.010
btc-updown-5m-1776090900,Up,True,Up,0.5,30.0,0.04497532919049263,0.5,True,0.010
btc-updown-5m-1776091200,Up,True,Up,0.41,30.0,0.025937482714653015,0.5900000000000001,True,0.010
btc-updown-5m-1776091500,Down,True,Up,0.53,30.0,0.03697862848639488,-0.53,False,0.010
btc-updown-5m-1776091800,Up,True,Up,0.41,30.0,0.06939251720905304,0.5900000000000001,True,0.010
btc-updown-5m-1776092100,Up,True,Up,0.39,33.0,0.010542146861553192,0.61,True,0.010
btc-updown-5m-1776092400,Down,True,Up,0.45,30.0,0.06789873540401459,-0.45,False,0.010
btc-updown-5m-1776092700,Down,True,Up,0.73,30.0,0.04085725545883179,-0.73,False,0.010
btc-updown-5m-1776093000,Down,True,Up,0.4,30.0,0.015217918902635574,-0.4,False,0.010
btc-updown-5m-1776093300,Down,True,Up,0.51,30.0,0.019678711891174316,-0.51,False,0.010
btc-updown-5m-1776093600,Up,True,Up,0.73,30.0,0.04085725545883179,0.27,True,0.010
btc-updown-5m-1776093900,Up,True,Up,0.53,41.0,0.01028891745954752,0.47,True,0.010
btc-updown-5m-1776094200,Down,False,,,,,0.0,,0.010
btc-updown-5m-1776094800,Up,True,Up,0.58,37.0,0.01101131271570921,0.42000000000000004,True,0.010
btc-updown-5m-1776095100,Down,True,Up,0.41,30.0,0.036893460899591446,-0.41,False,0.010
btc-updown-5m-1776095400,Down,True,Up,0.55,30.0,0.016997080296278,-0.55,False,0.010
btc-updown-5m-1776095700,Up,True,Up,0.78,30.0,0.04085725545883179,0.21999999999999997,True,0.010
btc-updown-5m-1776096000,Down,True,Up,0.52,30.0,0.030055377632379532,-0.52,False,0.010
btc-updown-5m-1776096300,Up,True,Up,0.26,30.0,0.01115158200263977,0.74,True,0.010
btc-updown-5m-1776096600,Up,True,Up,0.57,30.0,0.04373174160718918,0.43000000000000005,True,0.010
btc-updown-5m-1776096900,Up,True,Up,0.31,30.0,0.044413380324840546,0.69,True,0.010
btc-updown-5m-1776097200,Up,True,Up,0.54,30.0,0.013345188461244106,0.45999999999999996,True,0.010
btc-updown-5m-1776097500,Up,True,Up,0.56,30.0,0.013345188461244106,0.43999999999999995,True,0.010
btc-updown-5m-1776098100,Up,True,Up,0.41,30.0,0.045888565480709076,0.5900000000000001,True,0.010
btc-updown-5m-1776098400,Up,True,Up,0.56,30.0,0.013345188461244106,0.43999999999999995,True,0.010
btc-updown-5m-1776098700,Up,True,Up,0.47,30.0,0.051733680069446564,0.53,True,0.010
btc-updown-5m-1776099000,Down,True,Up,0.43,30.0,0.07061751186847687,-0.43,False,0.010
btc-updown-5m-1776099300,Up,True,Up,0.55,30.0,0.013345188461244106,0.44999999999999996,True,0.010
btc-updown-5m-1776099600,Up,True,Up,0.45,34.0,0.06445503234863281,0.55,True,0.010
btc-updown-5m-1776099900,Up,True,Up,0.34,35.0,0.01115158200263977,0.6599999999999999,True,0.010
btc-updown-5m-1776100200,Up,True,Up,0.73,30.0,0.036291223019361496,0.27,True,0.010
btc-updown-5m-1776100500,Up,True,Up,0.41,30.0,0.04881206899881363,0.5900000000000001,True,0.010
btc-updown-5m-1776100800,Down,True,Up,0.3,30.0,0.015152668580412865,-0.3,False,0.010
btc-updown-5m-1776101100,Up,True,Up,0.67,49.0,0.013345188461244106,0.32999999999999996,True,0.010
btc-updown-5m-1776101400,Up,True,Up,0.84,30.0,0.043968819081783295,0.16000000000000003,True,0.010
btc-updown-5m-1776101700,Down,True,Up,0.28,30.0,0.01394499372690916,-0.28,False,0.010
btc-updown-5m-1776102000,Up,True,Up,0.53,30.0,0.026973774656653404,0.47,True,0.010
btc-updown-5m-1776102300,Down,True,Up,0.62,30.0,0.02852918766438961,-0.62,False,0.010
btc-updown-5m-1776102600,Down,True,Up,0.03,112.0,0.013241752982139587,-0.03,False,0.010
btc-updown-5m-1776102900,Down,True,Up,0.39,30.0,0.027703195810317993,-0.39,False,0.010
btc-updown-5m-1776103200,Up,True,Up,0.4,30.0,0.045554857701063156,0.6,True,0.010
btc-updown-5m-1776103500,Up,True,Up,0.54,30.0,0.03330833092331886,0.45999999999999996,True,0.010
btc-updown-5m-1776103800,Up,True,Up,0.63,30.0,0.020361926406621933,0.37,True,0.010
btc-updown-5m-1776104100,Up,True,Up,0.53,30.0,0.023776326328516006,0.47,True,0.010
btc-updown-5m-1776104400,Down,True,Up,0.39,30.0,0.015152668580412865,-0.39,False,0.010
btc-updown-5m-1776104700,Up,True,Up,0.56,30.0,0.013345188461244106,0.43999999999999995,True,0.010
btc-updown-5m-1776105000,Up,True,Up,0.55,40.0,0.011115366593003273,0.44999999999999996,True,0.010
btc-updown-5m-1776105300,Down,True,Up,0.52,35.0,0.01218695379793644,-0.52,False,0.010
btc-updown-5m-1776105600,Up,True,Down,0.54,37.0,0.013607637956738472,-0.54,False,0.010
btc-updown-5m-1776105900,Down,True,Up,0.6,30.0,0.013345188461244106,-0.6,False,0.010
btc-updown-5m-1776106200,Up,True,Up,0.45,30.0,0.04935523867607117,0.55,True,0.010
btc-updown-5m-1776106500,Up,True,Up,0.56,30.0,0.031208239495754242,0.43999999999999995,True,0.010
btc-updown-5m-1776106800,Down,True,Up,0.39,30.0,0.028645414859056473,-0.39,False,0.010
btc-updown-5m-1776107100,Down,True,Up,0.44,30.0,0.040281593799591064,-0.44,False,0.010
btc-updown-5m-1776107400,Up,True,Up,0.5,30.0,0.015833863988518715,0.5,True,0.010
btc-updown-5m-1776107700,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.010
btc-updown-5m-1776108000,Up,True,Up,0.41,30.0,0.036895014345645905,0.5900000000000001,True,0.010
btc-updown-5m-1776108300,Up,True,Up,0.5,30.0,0.033937714993953705,0.5,True,0.010
btc-updown-5m-1776108600,Up,True,Up,0.59,30.0,0.01864960975944996,0.41000000000000003,True,0.010
btc-updown-5m-1776108900,Up,True,Up,0.28,30.0,0.06789873540401459,0.72,True,0.010
btc-updown-5m-1776109200,Down,True,Up,0.41,30.0,0.027703195810317993,-0.41,False,0.010
btc-updown-5m-1776109500,Up,True,Up,0.72,30.0,0.04525091499090195,0.28,True,0.010
btc-updown-5m-1776109800,Up,True,Up,0.52,30.0,0.01881924457848072,0.48,True,0.010
btc-updown-5m-1776110100,Down,True,Up,0.51,30.0,0.024029914289712906,-0.51,False,0.010
btc-updown-5m-1776110400,Down,True,Up,0.5,30.0,0.020461056381464005,-0.5,False,0.010
btc-updown-5m-1776110700,Down,True,Up,0.26,30.0,0.06412963569164276,-0.26,False,0.010
btc-updown-5m-1776111000,Down,True,Up,0.34,34.0,0.012093797326087952,-0.34,False,0.010
btc-updown-5m-1776111300,Down,True,Up,0.64,30.0,0.013345188461244106,-0.64,False,0.010
btc-updown-5m-1776111600,Down,True,Up,0.58,30.0,0.019851528108119965,-0.58,False,0.010
btc-updown-5m-1776111900,Up,True,Up,0.66,32.0,0.01101131271570921,0.33999999999999997,True,0.010
btc-updown-5m-1776112200,Up,True,Up,0.55,30.0,0.016997080296278,0.44999999999999996,True,0.010
btc-updown-5m-1776112500,Down,True,Up,0.4,30.0,0.038457389920949936,-0.4,False,0.010
btc-updown-5m-1776112800,Up,True,Up,0.64,34.0,0.013345188461244106,0.36,True,0.010
btc-updown-5m-1776113100,Down,True,Up,0.46,32.0,0.01674504205584526,-0.46,False,0.010
btc-updown-5m-1776113400,Down,True,Up,0.24,30.0,0.04410720616579056,-0.24,False,0.010
btc-updown-5m-1776113700,Up,True,Up,0.67,36.0,0.013345188461244106,0.32999999999999996,True,0.010
btc-updown-5m-1776114000,Down,True,Up,0.52,30.0,0.02136518619954586,-0.52,False,0.010
btc-updown-5m-1776114300,Up,True,Up,0.36,35.0,0.050969623029232025,0.64,True,0.010
btc-updown-5m-1776114600,Up,True,Up,0.62,30.0,0.013345188461244106,0.38,True,0.010
btc-updown-5m-1776114900,Down,True,Up,0.72,30.0,0.036291223019361496,-0.72,False,0.010
btc-updown-5m-1776115200,Up,True,Up,0.46,55.0,0.013303098268806934,0.54,True,0.010
btc-updown-5m-1776115500,Down,True,Up,0.41,30.0,0.01660960353910923,-0.41,False,0.010
btc-updown-5m-1776115800,Up,True,Up,0.67,30.0,0.023691369220614433,0.32999999999999996,True,0.010
btc-updown-5m-1776064200,Down,True,Up,0.58,39.0,0.0215274840593338,-0.58,False,0.020
btc-updown-5m-1776064500,Down,True,Down,0.51,30.0,0.027225472033023834,0.49,True,0.020
btc-updown-5m-1776064800,Down,True,Up,0.18,30.0,0.04077336937189102,-0.18,False,0.020
btc-updown-5m-1776065100,Up,True,Up,0.61,51.0,0.029338471591472626,0.39,True,0.020
btc-updown-5m-1776065400,Down,True,Up,0.7,30.0,0.021892124786973,-0.7,False,0.020
btc-updown-5m-1776065700,Up,True,Up,0.45,56.0,0.025124765932559967,0.55,True,0.020
btc-updown-5m-1776066000,Down,True,Up,0.46,30.0,0.039317429065704346,-0.46,False,0.020
btc-updown-5m-1776066300,Up,True,Up,0.6,91.0,0.021353987976908684,0.4,True,0.020
btc-updown-5m-1776066600,Down,True,Up,0.54,87.0,0.02315722219645977,-0.54,False,0.020
btc-updown-5m-1776066900,Up,True,Up,0.8,79.0,0.02279500477015972,0.19999999999999996,True,0.020
btc-updown-5m-1776067200,Up,True,Up,0.19,80.0,0.05630304291844368,0.81,True,0.020
btc-updown-5m-1776067500,Down,True,Up,0.47,31.0,0.02091297134757042,-0.47,False,0.020
btc-updown-5m-1776067800,Down,True,Up,0.48,49.0,0.021564336493611336,-0.48,False,0.020
btc-updown-5m-1776068100,Down,True,Up,0.45,63.0,0.033864352852106094,-0.45,False,0.020
btc-updown-5m-1776068400,Up,True,Up,0.54,34.0,0.020061839371919632,0.45999999999999996,True,0.020
btc-updown-5m-1776068700,Up,True,Up,0.78,30.0,0.041525259613990784,0.21999999999999997,True,0.020
btc-updown-5m-1776069000,Down,True,Up,0.27,30.0,0.039198994636535645,-0.27,False,0.020
btc-updown-5m-1776069300,Down,True,Up,0.34,88.0,0.024180548265576363,-0.34,False,0.020
btc-updown-5m-1776069600,Down,True,Up,0.46,49.0,0.024251753464341164,-0.46,False,0.020
btc-updown-5m-1776069900,Up,True,Up,0.45,56.0,0.021564336493611336,0.55,True,0.020
btc-updown-5m-1776070200,Up,True,Up,0.37,72.0,0.03498440608382225,0.63,True,0.020
btc-updown-5m-1776070500,Up,True,Up,0.67,30.0,0.020928939804434776,0.32999999999999996,True,0.020
btc-updown-5m-1776070800,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.020
btc-updown-5m-1776071100,Down,True,Up,0.5,94.0,0.023551451042294502,-0.5,False,0.020
btc-updown-5m-1776071400,Up,True,Down,0.43,87.0,0.02064715139567852,-0.43,False,0.020
btc-updown-5m-1776071700,Down,True,Up,0.46,42.0,0.021564336493611336,-0.46,False,0.020
btc-updown-5m-1776072000,Up,True,Up,0.8,37.0,0.02226291596889496,0.19999999999999996,True,0.020
btc-updown-5m-1776072300,Up,True,Down,0.53,50.0,0.022517001256346703,-0.53,False,0.020
btc-updown-5m-1776072600,Up,True,Down,0.45,30.0,0.03287503495812416,-0.45,False,0.020
btc-updown-5m-1776072900,Down,True,Up,0.32,55.0,0.0333244726061821,-0.32,False,0.020
btc-updown-5m-1776073200,Down,True,Up,0.37,30.0,0.02852637507021427,-0.37,False,0.020
btc-updown-5m-1776073500,Down,True,Up,0.24,129.0,0.0354478545486927,-0.24,False,0.020
btc-updown-5m-1776073800,Down,True,Up,0.29,30.0,0.0295580867677927,-0.29,False,0.020
btc-updown-5m-1776074100,Up,True,Up,0.83,87.0,0.021538173779845238,0.17000000000000004,True,0.020
btc-updown-5m-1776074400,Down,True,Down,0.45,44.0,0.020817097276449203,0.55,True,0.020
btc-updown-5m-1776074700,Up,True,Up,0.82,45.0,0.02852918766438961,0.18000000000000005,True,0.020
btc-updown-5m-1776075000,Up,True,Down,0.52,37.0,0.04712693765759468,-0.52,False,0.020
