slug,winner,entry_side,entry_elapsed,entry_price,entry_confidence,shares,peak_prob_up,peak_prob_down,correct,pnl,skipped,threshold
btc-updown-5m-1776238200,Down,Down,208.0,0.87,0.7877629101276398,5,0.6043851375579834,0.7877629101276398,True,0.65,False,0.75
btc-updown-5m-1776238500,Up,Up,60.0,0.79,0.8365311026573181,8,0.8365311026573181,0.16346889734268188,True,1.68,False,0.75
btc-updown-5m-1776238800,Down,Down,124.0,0.8,0.7877629101276398,5,0.6043851375579834,0.7877629101276398,True,1.0,False,0.75
btc-updown-5m-1776239100,Up,Up,120.0,0.7,0.7660098671913147,5,0.7660098671913147,0.5558397173881531,True,1.5,False,0.75
btc-updown-5m-1776239400,Up,Up,64.0,0.7,0.8365311026573181,8,0.8365311026573181,0.3571428656578064,True,2.4,False,0.75
btc-updown-5m-1776239700,Down,Up,164.0,0.67,0.7660098671913147,5,0.7660098671913147,0.60118168592453,False,-3.35,False,0.75
btc-updown-5m-1776240000,Up,Down,211.0,0.75,0.7877629101276398,5,0.6043851375579834,0.7877629101276398,False,-3.75,False,0.75
btc-updown-5m-1776240300,Down,Up,88.0,0.76,0.7660098671913147,5,0.7660098671913147,0.3956148624420166,False,-3.8,False,0.75
btc-updown-5m-1776240600,Up,Up,157.0,0.77,0.7660098671913147,5,0.7660098671913147,0.5558397173881531,True,1.15,False,0.75
btc-updown-5m-1776240900,Up,Up,225.0,0.73,0.7660098671913147,5,0.7660098671913147,0.5719882547855377,True,1.35,False,0.75
btc-updown-5m-1776241200,Up,Up,80.0,0.73,0.7660098671913147,5,0.7660098671913147,0.3956148624420166,True,1.35,False,0.75
btc-updown-5m-1776241500,Up,Up,218.0,0.78,0.7660098671913147,5,0.7660098671913147,0.3956148624420166,True,1.1,False,0.75
btc-updown-5m-1776241800,Up,Up,237.0,0.86,0.798058271408081,5,0.798058271408081,0.6822953224182129,True,0.7,False,0.75
btc-updown-5m-1776242100,Down,,,,,0,0.49514561891555786,0.6822953224182129,,0.0,True,0.75
btc-updown-5m-1776242400,Down,Up,135.0,0.73,0.7660098671913147,5,0.7660098671913147,0.60118168592453,False,-3.65,False,0.75
btc-updown-5m-1776242700,Down,Down,60.0,0.8,0.7877629101276398,5,0.21223708987236023,0.7877629101276398,True,1.0,False,0.75
btc-updown-5m-1776243000,Up,Up,177.0,0.78,0.7660098671913147,5,0.7660098671913147,0.6822953224182129,True,1.1,False,0.75
btc-updown-5m-1776243300,Down,Down,159.0,0.78,0.7877629101276398,5,0.6043851375579834,0.7877629101276398,True,1.1,False,0.75
btc-updown-5m-1776243600,Down,Up,60.0,0.84,0.8365311026573181,8,0.8365311026573181,0.16346889734268188,False,-6.72,False,0.75
btc-updown-5m-1776243900,Down,Down,201.0,0.78,0.7755102068185806,5,0.7039473652839661,0.7755102068185806,True,1.1,False,0.75
btc-updown-5m-1776244200,Up,Down,109.0,0.82,0.7755102068185806,5,0.6043851375579834,0.7755102068185806,False,-4.1,False,0.75
btc-updown-5m-1776244500,Up,Up,108.0,0.74,0.7660098671913147,5,0.7660098671913147,0.5558397173881531,True,1.3,False,0.75
btc-updown-5m-1776244800,Down,Down,209.0,0.73,0.7877629101276398,5,0.6043851375579834,0.7877629101276398,True,1.35,False,0.75
btc-updown-5m-1776245100,Down,Down,71.0,0.81,0.7877629101276398,5,0.32573288679122925,0.7877629101276398,True,0.95,False,0.75
btc-updown-5m-1776245400,Down,Up,189.0,0.85,0.7660098671913147,5,0.7660098671913147,0.3956148624420166,False,-4.25,False,0.75
btc-updown-5m-1776245700,Down,Up,149.0,0.84,0.7660098671913147,5,0.7660098671913147,0.60118168592453,False,-4.2,False,0.75
btc-updown-5m-1776246000,Up,Up,116.0,0.82,0.7660098671913147,5,0.7660098671913147,0.4196751117706299,True,0.9,False,0.75
btc-updown-5m-1776246300,Down,Down,150.0,0.81,0.7877629101276398,5,0.6043851375579834,0.7877629101276398,True,0.95,False,0.75
btc-updown-5m-1776246600,Up,Up,65.0,0.74,0.7660098671913147,5,0.7660098671913147,0.3956148624420166,True,1.3,False,0.75
btc-updown-5m-1776246900,Up,Up,183.0,0.86,0.7660098671913147,5,0.7660098671913147,0.5719882547855377,True,0.7,False,0.75
btc-updown-5m-1776247200,Up,Up,101.0,0.76,0.7660098671913147,5,0.7660098671913147,0.60118168592453,True,1.2,False,0.75
btc-updown-5m-1776247500,Up,,,,,0,0.0,0.0,,0.0,True,0.75
btc-updown-5m-1776166800,Down,Down,218.0,0.85,0.8115577846765518,8,0.6043851375579834,0.8115577846765518,True,1.2,False,0.8
btc-updown-5m-1776167100,Up,Up,218.0,0.83,0.8365311026573181,8,0.8365311026573181,0.60118168592453,True,1.36,False,0.8
btc-updown-5m-1776167400,Down,Down,130.0,0.89,0.8115577846765518,8,0.4441602826118469,0.8115577846765518,True,0.88,False,0.8
btc-updown-5m-1776167700,Up,Up,187.0,0.79,0.8365311026573181,8,0.8365311026573181,0.7877629101276398,True,1.68,False,0.8
btc-updown-5m-1776168000,Up,Up,204.0,0.76,0.8365311026573181,8,0.8365311026573181,0.6822953224182129,True,1.92,False,0.8
btc-updown-5m-1776168300,Down,,,,,0,0.7660098671913147,0.6822953224182129,,0.0,True,0.8
btc-updown-5m-1776168600,Down,Down,111.0,0.83,0.8115577846765518,8,0.44052043557167053,0.8115577846765518,True,1.36,False,0.8
btc-updown-5m-1776168900,Up,Up,101.0,0.79,0.8365311026573181,8,0.8365311026573181,0.33005619049072266,True,1.68,False,0.8
