slug,open_epoch,close_epoch,btc_open,btc_close,winner,entry_made,entry_elapsed_sec,entry_side,entry_price,entry_shares,entry_prob_up,entry_confidence,correct,pnl,recorded_at
btc-updown-5m-1776245700,1776245700,1776246000,73951.33,73948.76,down,true,155.660042762756,up,0.93,10,0.93478262424469,0.93478262424469,false,-9.3,2026-04-15 09:35:00.497756+00
btc-updown-5m-1776246000,1776246000,1776246300,73947.12,73972.54,up,true,178.162113904953,up,0.92,10,0.940850257873535,0.940850257873535,true,0.8,2026-04-15 09:40:00.458519+00
btc-updown-5m-1776246300,1776246300,1776246600,73989.21,73982.95,down,true,188.020575046539,down,0.86,10,0.0898876413702965,0.910112358629704,true,1.4,2026-04-15 09:45:00.519724+00
btc-updown-5m-1776246600,1776246600,1776246900,73971.84,73988.58,up,false,,,,,,,,0,2026-04-15 09:50:00.448707+00
btc-updown-5m-1776246900,1776246900,1776247200,73991.67,74029.1,up,true,204.08870100975,up,0.93,10,0.933333337306976,0.933333337306976,true,0.7,2026-04-15 09:55:00.478552+00
btc-updown-5m-1776247200,1776247200,1776247500,74032.4,74036.69,up,true,159.120676517487,up,0.92,10,0.933333337306976,0.933333337306976,true,0.8,2026-04-15 10:00:00.552546+00
btc-updown-5m-1776247500,1776247500,1776247800,74032.78,74074.26,up,false,,,,,,,,0,2026-04-15 10:05:00.498201+00
btc-updown-5m-1776247800,1776247800,1776248100,74150.97,74133.05,down,false,,,,,,,,0,2026-04-15 10:10:00.660518+00
btc-updown-5m-1776248100,1776248100,1776248400,74132.11,74025.47,down,true,158.587321519852,down,0.93,10,0.0496894419193268,0.950310558080673,true,0.7,2026-04-15 10:15:00.501501+00
btc-updown-5m-1776248400,1776248400,1776248700,74027.11,74023.88,down,false,,,,,,,,0,2026-04-15 10:20:00.506725+00
btc-updown-5m-1776248700,1776248700,1776249000,74004.57,73929.58,down,true,139.337244749069,down,0.91,10,0.0496894419193268,0.950310558080673,true,0.9,2026-04-15 10:25:00.513676+00
btc-updown-5m-1776249000,1776249000,1776249300,73929.58,73856.78,down,true,110.542353630066,down,0.93,10,0.0599999986588955,0.940000001341105,true,0.7,2026-04-15 10:30:00.445518+00
btc-updown-5m-1776249300,1776249300,1776249600,73856.78,73863.43,up,false,,,,,,,,0,2026-04-15 10:35:00.454839+00
btc-updown-5m-1776249600,1776249600,1776249900,73864.15,74069.45,up,true,75.0486216545105,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 10:40:00.484256+00
btc-updown-5m-1776249900,1776249900,1776250200,74069.45,74129.03,up,true,60.1553492546082,up,0.92,10,0.969696998596191,0.969696998596191,true,0.8,2026-04-15 10:45:00.506676+00
btc-updown-5m-1776250200,1776250200,1776250500,74110.5,73998.16,down,true,125.771121740341,down,0.92,10,0.0898876413702965,0.910112358629704,true,0.8,2026-04-15 10:50:00.494231+00
btc-updown-5m-1776250500,1776250500,1776250800,74018.91,73901.9,down,true,189.83145403862,down,0.91,10,0.0599999986588955,0.940000001341105,true,0.9,2026-04-15 10:55:00.455061+00
btc-updown-5m-1776250800,1776250800,1776251100,73879.6,73931.64,up,true,83.6540365219116,up,0.84,10,0.933333337306976,0.933333337306976,true,1.6,2026-04-15 11:00:00.489167+00
btc-updown-5m-1776251100,1776251100,1776251400,73919.41,74010.09,up,true,203.585443735123,up,0.92,10,0.933333337306976,0.933333337306976,true,0.8,2026-04-15 11:05:00.473069+00
btc-updown-5m-1776251400,1776251400,1776251700,74007.46,74046.31,up,true,148.91857624054,up,0.86,10,0.933333337306976,0.933333337306976,true,1.4,2026-04-15 11:10:00.306065+00
btc-updown-5m-1776251700,1776251700,1776252000,74046.31,73964.36,down,true,139.205394744873,down,0.87,10,0.0599999986588955,0.940000001341105,true,1.3,2026-04-15 11:15:00.488007+00
btc-updown-5m-1776252000,1776252000,1776252300,73965.87,73994.76,up,false,,,,,,,,0,2026-04-15 11:20:00.449671+00
btc-updown-5m-1776252300,1776252300,1776252600,73994.65,73962.09,down,false,,,,,,,,0,2026-04-15 11:25:00.309489+00
btc-updown-5m-1776252600,1776252600,1776252900,73982.55,74004.67,up,true,85.0439598560333,up,0.91,10,0.933333337306976,0.933333337306976,true,0.9,2026-04-15 11:30:00.528507+00
btc-updown-5m-1776252900,1776252900,1776253200,74002.75,74031.15,up,true,93.061018705368,up,0.9,10,0.940850257873535,0.940850257873535,true,1,2026-04-15 11:35:00.460358+00
btc-updown-5m-1776253200,1776253200,1776253500,74031.15,74074.62,up,false,,,,,,,,0,2026-04-15 11:40:00.469437+00
btc-updown-5m-1776253500,1776253500,1776253800,74070.04,74151.71,up,true,84.1414844989777,up,0.9,10,0.940850257873535,0.940850257873535,true,1,2026-04-15 11:45:00.450552+00
btc-updown-5m-1776253800,1776253800,1776254100,74119.46,74243.37,up,true,60.1998422145844,up,0.86,10,0.984848499298096,0.984848499298096,true,1.4,2026-04-15 11:50:00.474592+00
btc-updown-5m-1776254100,1776254100,1776254400,74239.36,74220.85,down,true,180.922496557236,down,0.89,10,0.0599999986588955,0.940000001341105,true,1.1,2026-04-15 11:55:00.540327+00
btc-updown-5m-1776254400,1776254400,1776254700,74220.75,74131.45,down,false,,,,,,,,0,2026-04-15 12:00:00.506759+00
btc-updown-5m-1776255300,1776255300,1776255600,74225.66,74221.9,up,false,,,,,,,,0,2026-04-15 12:15:00.539694+00
btc-updown-5m-1776255600,1776255600,1776255900,74228.81,74247.26,up,false,,,,,,,,0,2026-04-15 12:20:00.455744+00
btc-updown-5m-1776255900,1776255900,1776256200,74247.26,74222.53,down,true,125.830612182617,down,0.9,10,0.0898876413702965,0.910112358629704,true,1,2026-04-15 12:25:00.450836+00
btc-updown-5m-1776256200,1776256200,1776256500,74201.83,74241.72,up,true,211.616758823395,up,0.93,10,0.984848499298096,0.984848499298096,true,0.7,2026-04-15 12:30:00.466133+00
btc-updown-5m-1776256500,1776256500,1776256800,74247.58,74447.55,up,true,73.9724535942078,up,0.84,10,0.933333337306976,0.933333337306976,true,1.6,2026-04-15 12:35:00.474048+00
btc-updown-5m-1776256800,1776256800,1776257100,74467.32,74357.64,down,true,65.5830230712891,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 12:40:00.485469+00
btc-updown-5m-1776257100,1776257100,1776257400,74361.51,74337.82,up,false,,,,,,,,0,2026-04-15 12:45:00.45938+00
btc-updown-5m-1776257400,1776257400,1776257700,74369.27,74350.09,down,true,209.21657037735,down,0.92,10,0.0496894419193268,0.950310558080673,true,0.8,2026-04-15 12:50:00.506493+00
btc-updown-5m-1776257700,1776257700,1776258000,74350.42,74295.82,down,true,205.564280986786,down,0.9,10,0.0599999986588955,0.940000001341105,true,1,2026-04-15 12:55:00.481178+00
btc-updown-5m-1776258000,1776258000,1776258300,74295.82,74249.91,down,true,126.683340549469,down,0.89,10,0.0898876413702965,0.910112358629704,true,1.1,2026-04-15 13:00:00.50994+00
btc-updown-5m-1776258300,1776258300,1776258600,74249.91,74276.59,up,true,130.120623111725,up,0.87,10,0.940850257873535,0.940850257873535,true,1.3,2026-04-15 13:05:00.531329+00
btc-updown-5m-1776258600,1776258600,1776258900,74357.26,74341.87,down,true,201.00506734848,down,0.93,10,0.0203735139220953,0.979626486077905,true,0.7,2026-04-15 13:10:00.451076+00
btc-updown-5m-1776258900,1776258900,1776259200,74341.87,74296.01,down,false,,,,,,,,0,2026-04-15 13:15:00.45011+00
btc-updown-5m-1776259200,1776259200,1776259500,74300.38,74318.71,down,false,,,,,,,,0,2026-04-15 13:20:00.47024+00
btc-updown-5m-1776259500,1776259500,1776259800,74291.11,74378.12,up,true,60.1285352706909,up,0.94,10,1,1,true,0.6,2026-04-15 13:25:00.451315+00
btc-updown-5m-1776259800,1776259800,1776260100,74415.39,74217.69,down,true,83.6079921722412,down,0.92,10,0.0496894419193268,0.950310558080673,true,0.8,2026-04-15 13:30:00.449451+00
btc-updown-5m-1776260100,1776260100,1776260400,74217.69,74122.87,down,true,179.611634016037,down,0.9,10,0.0898876413702965,0.910112358629704,true,1,2026-04-15 13:35:00.541511+00
btc-updown-5m-1776260400,1776260400,1776260700,74143.81,73910.3,down,true,133.729155778885,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 13:40:00.494361+00
btc-updown-5m-1776260700,1776260700,1776261000,73896.8,73942.4,up,true,70.3464739322662,up,0.83,10,0.933333337306976,0.933333337306976,true,1.7,2026-04-15 13:45:00.58501+00
btc-updown-5m-1776261000,1776261000,1776261300,73945.78,73881.32,down,false,,,,,,,,0,2026-04-15 13:50:00.454987+00
btc-updown-5m-1776261300,1776261300,1776261600,73870.93,74046.22,up,true,126.813316822052,up,0.85,10,0.933333337306976,0.933333337306976,true,1.5,2026-04-15 13:55:00.503393+00
btc-updown-5m-1776261600,1776261600,1776261900,74071.3,73950.47,down,true,182.732778072357,down,0.91,10,0.0599999986588955,0.940000001341105,true,0.9,2026-04-15 14:00:00.486075+00
btc-updown-5m-1776261900,1776261900,1776262200,73951.77,73961.26,up,true,164.251832723618,down,0.93,10,0.0487804897129536,0.951219510287046,false,-9.3,2026-04-15 14:05:00.509341+00
btc-updown-5m-1776262200,1776262200,1776262500,73971.04,74164.01,up,true,89.9165029525757,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 14:10:00.471909+00
btc-updown-5m-1776262500,1776262500,1776262800,74101.62,74191.71,up,true,77.1193327903748,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 14:15:00.526569+00
btc-updown-5m-1776262800,1776262800,1776263100,74185.38,74442.54,up,true,89.0566346645355,up,0.84,10,0.93478262424469,0.93478262424469,true,1.6,2026-04-15 14:20:00.49389+00
btc-updown-5m-1776263100,1776263100,1776263400,74446.29,74455.18,up,true,158.93749833107,up,0.74,10,0.940850257873535,0.940850257873535,true,2.6,2026-04-15 14:25:00.489506+00
btc-updown-5m-1776263400,1776263400,1776263700,74447.63,74271.37,down,true,226.65642118454,down,0.97,10,0.0496894419193268,0.950310558080673,true,0.3,2026-04-15 14:30:00.447163+00
btc-updown-5m-1776263700,1776263700,1776264000,74321.4,74033.84,down,true,220.420560121536,down,0.97,10,0.0898876413702965,0.910112358629704,true,0.3,2026-04-15 14:35:00.446454+00
btc-updown-5m-1776264000,1776264000,1776264300,74006.16,74019.78,down,true,76.2089552879333,up,0.78,10,0.933333337306976,0.933333337306976,false,-7.8,2026-04-15 14:40:00.313575+00
btc-updown-5m-1776264300,1776264300,1776264600,73969.61,74127.15,up,true,62.3122358322144,up,0.77,10,0.933333337306976,0.933333337306976,true,2.3,2026-04-15 14:45:00.49029+00
btc-updown-5m-1776264600,1776264600,1776264900,74127.15,74171.01,up,true,60.0121676921844,up,0.81,10,0.940850257873535,0.940850257873535,true,1.9,2026-04-15 14:50:00.466641+00
btc-updown-5m-1776264900,1776264900,1776265200,74167.09,74158.72,down,true,61.0355715751648,up,0.85,10,0.940850257873535,0.940850257873535,false,-8.5,2026-04-15 14:55:00.495648+00
btc-updown-5m-1776265200,1776265200,1776265500,74157.62,74149.14,down,true,148.165018081665,up,0.86,10,0.940850257873535,0.940850257873535,false,-8.6,2026-04-15 15:00:00.441734+00
btc-updown-5m-1776265500,1776265500,1776265800,74139.5,74020.75,down,true,83.2534937858582,down,0.9,10,0.0898876413702965,0.910112358629704,true,1,2026-04-15 15:05:00.489467+00
btc-updown-5m-1776265800,1776265800,1776266100,74044.56,74295.28,up,true,189.188427448273,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 15:10:00.509583+00
btc-updown-5m-1776266100,1776266100,1776266400,74300.11,74145.2,down,true,136.552551746368,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 15:15:00.459522+00
btc-updown-5m-1776266700,1776266700,1776267000,74061.09,73986.31,down,false,,,,,,,,0,2026-04-15 15:25:00.377089+00
btc-updown-5m-1776267000,1776267000,1776267300,74048.42,73675.57,down,true,60.1711981296539,down,0.98,10,0.0203735139220953,0.979626486077905,true,0.2,2026-04-15 15:30:00.298685+00
btc-updown-5m-1776267300,1776267300,1776267600,73675.57,73780.25,up,true,70.9588623046875,up,0.82,10,0.933333337306976,0.933333337306976,true,1.8,2026-04-15 15:35:00.41666+00
btc-updown-5m-1776267600,1776267600,1776267900,73754.17,73875.58,up,true,84.2272651195526,up,0.84,10,0.940850257873535,0.940850257873535,true,1.6,2026-04-15 15:40:00.347463+00
btc-updown-5m-1776267900,1776267900,1776268200,73875.58,73957.13,up,true,105.129304647446,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 15:45:00.484823+00
btc-updown-5m-1776268200,1776268200,1776268500,73930.8,73854.58,down,true,150.286744594574,up,0.84,10,0.940850257873535,0.940850257873535,false,-8.4,2026-04-15 15:50:00.378955+00
btc-updown-5m-1776268500,1776268500,1776268800,73854.58,73863.83,up,false,,,,,,,,0,2026-04-15 15:55:00.429242+00
btc-updown-5m-1776268800,1776268800,1776269100,73863.83,73969.44,up,true,129.680859804153,up,0.92,10,1,1,true,0.8,2026-04-15 16:00:00.331828+00
btc-updown-5m-1776269100,1776269100,1776269400,73965.9,73980.35,up,false,,,,,,,,0,2026-04-15 16:05:00.359719+00
btc-updown-5m-1776269400,1776269400,1776269700,73980.34,74047.15,up,false,,,,,,,,0,2026-04-15 16:10:00.314559+00
btc-updown-5m-1776269700,1776269700,1776270000,74020.77,74083.03,up,false,,,,,,,,0,2026-04-15 16:15:00.310138+00
btc-updown-5m-1776270000,1776270000,1776270300,74083,74133.1,up,true,92.3408932685852,up,0.87,10,0.933333337306976,0.933333337306976,true,1.3,2026-04-15 16:20:00.331271+00
btc-updown-5m-1776270300,1776270300,1776270600,74129.56,74122.92,down,false,,,,,,,,0,2026-04-15 16:25:00.318183+00
btc-updown-5m-1776270600,1776270600,1776270900,74107.43,74079.66,down,true,168.993092536926,down,0.92,10,0.0599999986588955,0.940000001341105,true,0.8,2026-04-15 16:30:00.343276+00
btc-updown-5m-1776270900,1776270900,1776271200,74042.01,74010.09,down,true,61.660386800766,up,0.84,10,0.940850257873535,0.940850257873535,false,-8.4,2026-04-15 16:35:00.31021+00
btc-updown-5m-1776271200,1776271200,1776271500,74043.34,73916.06,down,true,70.1880910396576,down,0.92,10,0.0898876413702965,0.910112358629704,true,0.8,2026-04-15 16:40:00.300949+00
btc-updown-5m-1776271500,1776271500,1776271800,73916.28,74028.37,up,false,,,,,,,,0,2026-04-15 16:45:00.37152+00
btc-updown-5m-1776271800,1776271800,1776272100,73997.42,73856.34,down,true,152.773618459702,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 16:50:00.351158+00
btc-updown-5m-1776272100,1776272100,1776272400,73856.34,73974.6,up,true,144.419989109039,up,0.87,10,0.940850257873535,0.940850257873535,true,1.3,2026-04-15 16:55:00.34634+00
btc-updown-5m-1776272400,1776272400,1776272700,73951.05,74082.87,up,true,89.0264928340912,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 17:00:00.301089+00
btc-updown-5m-1776272700,1776272700,1776273000,74074.58,74055.92,down,false,,,,,,,,0,2026-04-15 17:05:00.353379+00
btc-updown-5m-1776273000,1776273000,1776273300,74054.28,74042.75,down,false,,,,,,,,0,2026-04-15 17:10:00.283547+00
btc-updown-5m-1776273300,1776273300,1776273600,74046.04,74063.12,up,false,,,,,,,,0,2026-04-15 17:15:00.339384+00
btc-updown-5m-1776273600,1776273600,1776273900,74034.63,74052.71,down,true,174.98778295517,down,0.93,10,0.0599999986588955,0.940000001341105,true,0.7,2026-04-15 17:20:00.287059+00
btc-updown-5m-1776273900,1776273900,1776274200,74026.62,74134.87,up,true,65.2089750766754,up,0.87,10,0.940850257873535,0.940850257873535,true,1.3,2026-04-15 17:25:00.39891+00
btc-updown-5m-1776274200,1776274200,1776274500,74134.87,74152.19,up,false,,,,,,,,0,2026-04-15 17:30:00.421767+00
btc-updown-5m-1776274500,1776274500,1776274800,74152.19,74081.96,down,false,,,,,,,,0,2026-04-15 17:35:00.369551+00
btc-updown-5m-1776274800,1776274800,1776275100,74081.96,74003.86,down,true,142.606010913849,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 17:40:00.324569+00
btc-updown-5m-1776275100,1776275100,1776275400,73987.81,74015.91,up,false,,,,,,,,0,2026-04-15 17:45:00.279368+00
btc-updown-5m-1776275400,1776275400,1776275700,74015.91,74134.8,up,true,86.2788248062134,up,0.84,10,0.940850257873535,0.940850257873535,true,1.6,2026-04-15 17:50:00.38777+00
btc-updown-5m-1776275700,1776275700,1776276000,74141.18,74147.67,up,false,,,,,,,,0,2026-04-15 17:55:00.33018+00
btc-updown-5m-1776276000,1776276000,1776276300,74147.67,74252.96,up,true,213.758733272552,up,0.78,10,0.940850257873535,0.940850257873535,true,2.2,2026-04-15 18:00:00.373182+00
btc-updown-5m-1776276300,1776276300,1776276600,74254.64,74241.28,down,false,,,,,,,,0,2026-04-15 18:05:00.299613+00
btc-updown-5m-1776276600,1776276600,1776276900,74233.5,74317.43,up,false,,,,,,,,0,2026-04-15 18:10:00.31414+00
btc-updown-5m-1776276900,1776276900,1776277200,74298.46,74328.69,up,true,118.08161854744,up,0.83,10,0.933333337306976,0.933333337306976,true,1.7,2026-04-15 18:15:00.392342+00
btc-updown-5m-1776277200,1776277200,1776277500,74331.66,74297.71,down,false,,,,,,,,0,2026-04-15 18:20:00.309565+00
btc-updown-5m-1776277500,1776277500,1776277800,74314.7,74215.22,down,true,233.984486341476,down,0.96,10,0.0203735139220953,0.979626486077905,true,0.4,2026-04-15 18:25:00.315685+00
btc-updown-5m-1776277800,1776277800,1776278100,74218.23,74325.58,up,true,173.970718860626,up,0.88,10,0.984848499298096,0.984848499298096,true,1.2,2026-04-15 18:30:00.311968+00
btc-updown-5m-1776278100,1776278100,1776278400,74327.6,74283.5,down,true,168.069532394409,down,0.92,10,0.0898876413702965,0.910112358629704,true,0.8,2026-04-15 18:35:00.388442+00
btc-updown-5m-1776278400,1776278400,1776278700,74278.69,74325.24,up,false,,,,,,,,0,2026-04-15 18:40:00.294455+00
btc-updown-5m-1776278700,1776278700,1776279000,74325.24,74352.24,up,false,,,,,,,,0,2026-04-15 18:45:00.3316+00
btc-updown-5m-1776279000,1776279000,1776279300,74352.24,74369.81,up,false,,,,,,,,0,2026-04-15 18:50:00.296519+00
btc-updown-5m-1776279300,1776279300,1776279600,74380.92,74405.23,up,false,,,,,,,,0,2026-04-15 18:55:00.316246+00
btc-updown-5m-1776279600,1776279600,1776279900,74405.51,74470.11,up,true,194.731783628464,up,0.94,10,0.940850257873535,0.940850257873535,true,0.6,2026-04-15 19:00:00.315889+00
btc-updown-5m-1776279900,1776279900,1776280200,74470.11,74679.76,up,true,60.2121102809906,up,0.78,10,0.933333337306976,0.933333337306976,true,2.2,2026-04-15 19:05:00.369408+00
btc-updown-5m-1776280200,1776280200,1776280500,74679.72,74662.06,down,false,,,,,,,,0,2026-04-15 19:10:00.447711+00
btc-updown-5m-1776280500,1776280500,1776280800,74661.32,74675.43,up,true,182.794007301331,up,0.81,10,0.933333337306976,0.933333337306976,true,1.9,2026-04-15 19:15:00.434411+00
btc-updown-5m-1776280800,1776280800,1776281100,74675.43,74665.91,down,false,,,,,,,,0,2026-04-15 19:20:00.302849+00
btc-updown-5m-1776281100,1776281100,1776281400,74665.91,74749.32,up,true,174.819016456604,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 19:25:00.987635+00
btc-updown-5m-1776281400,1776281400,1776281700,74744.71,74963.32,up,true,60.0373742580414,up,0.86,10,0.981132090091705,0.981132090091705,true,1.4,2026-04-15 19:30:00.327126+00
btc-updown-5m-1776281700,1776281700,1776282000,74963.32,75140.83,up,true,66.6933400630951,up,0.77,10,0.933333337306976,0.933333337306976,true,2.3,2026-04-15 19:35:00.345798+00
btc-updown-5m-1776282000,1776282000,1776282300,75168.03,75093.49,down,true,71.3557322025299,down,0.91,10,0.0496894419193268,0.950310558080673,true,0.9,2026-04-15 19:40:00.287299+00
btc-updown-5m-1776282300,1776282300,1776282600,75092.69,75059.73,down,true,137.946019887924,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 19:45:00.318718+00
btc-updown-5m-1776282600,1776282600,1776282900,75059.73,75088.92,up,true,112.596982240677,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-15 19:50:00.323013+00
btc-updown-5m-1776282900,1776282900,1776283200,75088.93,75047.26,down,false,,,,,,,,0,2026-04-15 19:55:00.319666+00
btc-updown-5m-1776283200,1776283200,1776283500,75039.52,74874.33,down,true,115.785325288773,down,0.92,10,0.0898876413702965,0.910112358629704,true,0.8,2026-04-15 20:00:00.391087+00
btc-updown-5m-1776283500,1776283500,1776283800,74876.87,74790.78,down,true,170.103502035141,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 20:05:00.377355+00
btc-updown-5m-1776283800,1776283800,1776284100,74785.41,74687.62,down,true,120.51368188858,down,0.92,10,0.0898876413702965,0.910112358629704,true,0.8,2026-04-15 20:10:00.305297+00
btc-updown-5m-1776284100,1776284100,1776284400,74687.62,74628.65,down,true,134.547739982605,down,0.94,10,0.0898876413702965,0.910112358629704,true,0.6,2026-04-15 20:15:00.300581+00
btc-updown-5m-1776284400,1776284400,1776284700,74629.07,74655.53,up,false,,,,,,,,0,2026-04-15 20:20:00.322789+00
btc-updown-5m-1776285000,1776285000,1776285300,74784.13,74787.5,up,true,60.1208651065826,up,0.93,10,1,1,true,0.7,2026-04-15 20:30:00.468911+00
btc-updown-5m-1776285300,1776285300,1776285600,74785.46,74691.1,down,true,176.14790391922,down,0.92,10,0.0599999986588955,0.940000001341105,true,0.8,2026-04-15 20:35:00.447103+00
btc-updown-5m-1776285600,1776285600,1776285900,74691.1,74768.63,up,true,164.095883607864,up,0.88,10,0.933333337306976,0.933333337306976,true,1.2,2026-04-15 20:40:00.551646+00
btc-updown-5m-1776285900,1776285900,1776286200,74763.11,74793.83,up,true,120.236448526382,up,0.88,10,0.940850257873535,0.940850257873535,true,1.2,2026-04-15 20:45:00.47978+00
btc-updown-5m-1776286200,1776286200,1776286500,74793.83,74877.66,up,true,202.42454123497,up,0.96,10,1,1,true,0.4,2026-04-15 20:50:00.526455+00
btc-updown-5m-1776286500,1776286500,1776286800,74862.41,74864.22,down,false,,,,,,,,0,2026-04-15 20:55:00.483809+00
btc-updown-5m-1776286800,1776286800,1776287100,74860.4,74816.02,down,true,117.917843341827,down,0.93,10,0.0898876413702965,0.910112358629704,true,0.7,2026-04-15 21:00:00.505159+00
btc-updown-5m-1776287100,1776287100,1776287400,74816.16,74786.6,down,false,,,,,,,,0,2026-04-15 21:05:00.460282+00
btc-updown-5m-1776287400,1776287400,1776287700,74787.15,74745.81,down,false,,,,,,,,0,2026-04-15 21:10:00.542301+00
btc-updown-5m-1776287700,1776287700,1776288000,74745.8,74642.81,down,true,89.6480844020844,down,0.91,10,0.0912932977080345,0.908706702291965,true,0.9,2026-04-15 21:15:00.465361+00
btc-updown-5m-1776288000,1776288000,1776288300,74663.59,74698.44,up,false,,,,,,,,0,2026-04-15 21:20:00.485139+00
btc-updown-5m-1776288300,1776288300,1776288600,74698.43,74661.48,down,true,177.506417512894,down,0.89,10,0.0898876413702965,0.910112358629704,true,1.1,2026-04-15 21:25:00.445534+00
btc-updown-5m-1776288600,1776288600,1776288900,74659.51,74579.3,down,true,158.266954183578,down,0.91,10,0.0496894419193268,0.950310558080673,true,0.9,2026-04-15 21:30:00.51452+00
btc-updown-5m-1776288900,1776288900,1776289200,74579.3,74738.61,up,true,205.861120462418,up,0.93,10,0.984848499298096,0.984848499298096,true,0.7,2026-04-15 21:35:00.452442+00
btc-updown-5m-1776289200,1776289200,1776289500,74738.61,74765.59,up,true,126.564472436905,up,0.87,10,0.940850257873535,0.940850257873535,true,1.3,2026-04-15 21:40:00.500846+00
btc-updown-5m-1776289500,1776289500,1776289800,74765.59,74761.62,down,false,,,,,,,,0,2026-04-15 21:45:00.470519+00
btc-updown-5m-1776289800,1776289800,1776290100,74757.2,74819.3,up,true,79.0000853538513,up,0.86,10,0.940850257873535,0.940850257873535,true,1.4,2026-04-15 21:50:00.462872+00
btc-updown-5m-1776290100,1776290100,1776290400,74819.43,74788.81,down,true,125.125556945801,down,0.86,10,0.0898876413702965,0.910112358629704,true,1.4,2026-04-15 21:55:00.465718+00
btc-updown-5m-1776290400,1776290400,1776290700,74765.18,75025.24,up,true,137.947125434875,up,0.9,10,0.981132090091705,0.981132090091705,true,1,2026-04-15 22:00:00.465081+00
btc-updown-5m-1776290700,1776290700,1776291000,75025.24,75132.39,up,true,132.420470714569,down,0.91,10,0.0898876413702965,0.910112358629704,false,-9.1,2026-04-15 22:05:00.50088+00
btc-updown-5m-1776291000,1776291000,1776291300,75158.73,75060.44,down,true,128.92947769165,down,0.9,10,0.0898876413702965,0.910112358629704,true,1,2026-04-15 22:10:00.488336+00
btc-updown-5m-1776291300,1776291300,1776291600,75060.44,74941.64,down,true,146.117835044861,down,0.92,10,0.0898876413702965,0.910112358629704,true,0.8,2026-04-15 22:15:00.44717+00
btc-updown-5m-1776291600,1776291600,1776291900,74941.64,75021.91,up,true,70.6618757247925,up,0.87,10,0.940850257873535,0.940850257873535,true,1.3,2026-04-15 22:20:00.558333+00
btc-updown-5m-1776291900,1776291900,1776292200,75021.91,75010.95,down,false,,,,,,,,0,2026-04-15 22:25:00.456328+00
btc-updown-5m-1776292200,1776292200,1776292500,75010.95,74992.56,down,false,,,,,,,,0,2026-04-15 22:30:00.477252+00
btc-updown-5m-1776292500,1776292500,1776292800,74992.56,75277.8,up,false,,,,,,,,0,2026-04-15 22:35:00.474809+00
btc-updown-5m-1776292800,1776292800,1776293100,75304.25,75088.65,down,true,96.4292504787445,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-15 22:40:00.476226+00
btc-updown-5m-1776293100,1776293100,1776293400,75087.46,75142.83,up,true,230.757034778595,up,0.94,10,0.940850257873535,0.940850257873535,true,0.6,2026-04-15 22:45:00.468412+00
btc-updown-5m-1776293400,1776293400,1776293700,75142.83,75099.55,down,false,,,,,,,,0,2026-04-15 22:50:00.472507+00
btc-updown-5m-1776293700,1776293700,1776294000,75109.83,74983.46,down,true,60.0162672996521,down,0.95,10,0.0203735139220953,0.979626486077905,true,0.5,2026-04-15 22:55:00.44849+00
btc-updown-5m-1776294000,1776294000,1776294300,74983.46,74843.7,down,true,60.0131530761719,down,0.91,10,0.0496894419193268,0.950310558080673,true,0.9,2026-04-15 23:00:00.461482+00
btc-updown-5m-1776294300,1776294300,1776294600,74843.7,74798.38,down,true,133.361581802368,up,0.84,10,0.940850257873535,0.940850257873535,false,-8.4,2026-04-15 23:05:00.459793+00
btc-updown-5m-1776294600,1776294600,1776294900,74798.91,74767.89,down,false,,,,,,,,0,2026-04-15 23:10:00.524791+00
btc-updown-5m-1776294900,1776294900,1776295200,74767.89,74737.08,down,false,,,,,,,,0,2026-04-15 23:15:00.338404+00
btc-updown-5m-1776295200,1776295200,1776295500,74740.98,74720,down,false,,,,,,,,0,2026-04-15 23:20:00.356397+00
btc-updown-5m-1776295500,1776295500,1776295800,74721.89,74757.26,up,true,226.769696235657,up,0.93,10,0.93478262424469,0.93478262424469,true,0.7,2026-04-15 23:25:00.508266+00
btc-updown-5m-1776295800,1776295800,1776296100,74757.27,74717.58,down,false,,,,,,,,0,2026-04-15 23:30:00.468584+00
btc-updown-5m-1776296100,1776296100,1776296400,74713.31,74670.64,down,false,,,,,,,,0,2026-04-15 23:35:00.447522+00
