slug,open_epoch,close_epoch,btc_open,btc_close,winner,entry_made,entry_elapsed_sec,entry_side,entry_price,entry_shares,entry_prob_up,entry_confidence,correct,pnl,recorded_at
btc-updown-5m-1776172200,1776172200,1776172500,74608.92,74596.04,down,true,134.486199855804,down,0.88,10,0.0898876413702965,0.910112358629704,true,1.2,2026-04-14 13:10:00.301087+00
btc-updown-5m-1776172500,1776172500,1776172800,74596.04,74658.11,up,true,185.279188156128,up,0.83,10,0.933333337306976,0.933333337306976,true,1.7,2026-04-14 13:15:00.326755+00
btc-updown-5m-1776172800,1776172800,1776173100,74648.61,74737.47,up,true,152.961155653,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-14 13:20:00.31964+00
btc-updown-5m-1776173100,1776173100,1776173400,74737.47,74537.84,down,true,199.393694639206,down,0.92,10,0.0496894419193268,0.950310558080673,true,0.8,2026-04-14 13:25:00.382794+00
btc-updown-5m-1776173400,1776173400,1776173700,74539.1,74766.35,up,true,126.535056591034,up,0.86,10,0.940850257873535,0.940850257873535,true,1.4,2026-04-14 13:30:00.456554+00
btc-updown-5m-1776173700,1776173700,1776174000,74766.35,74899.71,up,true,121.090455055237,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-14 13:35:00.438812+00
btc-updown-5m-1776174000,1776174000,1776174300,74895.55,75229.35,up,true,60.0020501613617,up,0.76,10,0.933333337306976,0.933333337306976,true,2.4,2026-04-14 13:40:00.334591+00
btc-updown-5m-1776174300,1776174300,1776174600,75229.35,75194.07,down,true,120.759962081909,up,0.77,10,0.93478262424469,0.93478262424469,false,-7.7,2026-04-14 13:45:00.33741+00
btc-updown-5m-1776174600,1776174600,1776174900,75178.41,75417.75,up,true,86.7054212093353,up,0.85,10,0.940850257873535,0.940850257873535,true,1.5,2026-04-14 13:50:00.309984+00
btc-updown-5m-1776175200,1776175200,1776175500,75582.22,75455.03,down,true,175.535987615585,down,0.91,10,0.0496894419193268,0.950310558080673,true,0.9,2026-04-14 14:00:00.329244+00
btc-updown-5m-1776175500,1776175500,1776175800,75455.03,75603.04,up,true,122.956302642822,up,0.92,10,0.940850257873535,0.940850257873535,true,0.8,2026-04-14 14:05:00.406871+00
btc-updown-5m-1776175800,1776175800,1776176100,75603.04,75590.8,up,false,,,,,,,,0,2026-04-14 14:10:00.309531+00
btc-updown-5m-1776176100,1776176100,1776176400,75598.29,75625.25,down,true,141.011275053024,up,0.84,10,0.940850257873535,0.940850257873535,false,-8.4,2026-04-14 14:15:00.282815+00
btc-updown-5m-1776176400,1776176400,1776176700,75595.24,75660.46,up,true,69.6329643726349,up,0.79,10,0.933333337306976,0.933333337306976,true,2.1,2026-04-14 14:20:00.391464+00
btc-updown-5m-1776176700,1776176700,1776177000,75660.46,75891.05,up,true,102.195573091507,up,0.84,10,0.940850257873535,0.940850257873535,true,1.6,2026-04-14 14:25:00.319579+00
btc-updown-5m-1776177000,1776177000,1776177300,75891.05,75682.02,down,true,120.149929523468,up,0.79,10,0.933333337306976,0.933333337306976,false,-7.9,2026-04-14 14:30:00.329965+00
btc-updown-5m-1776177300,1776177300,1776177600,75681.97,75419.03,down,true,180.308215618134,down,0.86,10,0.0898876413702965,0.910112358629704,true,1.4,2026-04-14 14:35:00.38856+00
btc-updown-5m-1776177600,1776177600,1776177900,75488.67,75437.28,down,false,,,,,,,,0,2026-04-14 14:40:00.312688+00
btc-updown-5m-1776177900,1776177900,1776178200,75437.28,75223.21,down,false,,,,,,,,0,2026-04-14 14:45:00.312208+00
btc-updown-5m-1776178200,1776178200,1776178500,75228.95,75304.07,up,false,,,,,,,,0,2026-04-14 14:50:00.412378+00
btc-updown-5m-1776178500,1776178500,1776178800,75298.07,75076.78,down,true,186.672037124634,down,0.91,10,0.0496894419193268,0.950310558080673,true,0.9,2026-04-14 14:55:00.313518+00
btc-updown-5m-1776178800,1776178800,1776179100,75076.78,75008.62,down,true,220.343236923218,up,0.81,10,0.940850257873535,0.940850257873535,false,-8.1,2026-04-14 15:00:00.372104+00
btc-updown-5m-1776179100,1776179100,1776179400,75048.37,74732.42,down,true,189.41702747345,down,0.9,10,0.0898876413702965,0.910112358629704,true,1,2026-04-14 15:05:00.369869+00
btc-updown-5m-1776179400,1776179400,1776179700,74724.35,74782.93,up,true,98.9617550373077,up,0.89,10,0.940850257873535,0.940850257873535,true,1.1,2026-04-14 15:10:00.357401+00
btc-updown-5m-1776179700,1776179700,1776180000,74782.93,74825.56,up,true,192.28653216362,up,0.78,10,0.940850257873535,0.940850257873535,true,2.2,2026-04-14 15:15:00.282578+00
btc-updown-5m-1776180000,1776180000,1776180300,74822.94,74941.86,up,true,120.236481428146,up,0.81,10,0.933333337306976,0.933333337306976,true,1.9,2026-04-14 15:20:00.314544+00
btc-updown-5m-1776180300,1776180300,1776180600,74944.33,74831.87,down,false,,,,,,,,0,2026-04-14 15:25:00.30268+00
btc-updown-5m-1776180600,1776180600,1776180900,74842.38,75084.75,up,true,79.0795342922211,up,0.85,10,0.933333337306976,0.933333337306976,true,1.5,2026-04-14 15:30:00.323051+00
btc-updown-5m-1776180900,1776180900,1776181200,75084.75,75214.99,up,true,107.21303653717,up,0.84,10,0.933333337306976,0.933333337306976,true,1.6,2026-04-14 15:35:00.296978+00
btc-updown-5m-1776181200,1776181200,1776181500,75200.32,75316.8,up,true,111.946385860443,up,0.82,10,0.933333337306976,0.933333337306976,true,1.8,2026-04-14 15:40:00.318691+00
btc-updown-5m-1776181500,1776181500,1776181800,75325.29,75277.01,down,true,131.930770635605,down,0.91,10,0.0599999986588955,0.940000001341105,true,0.9,2026-04-14 15:45:00.284256+00
btc-updown-5m-1776181800,1776181800,1776182100,75277.09,75467.77,up,true,60.0151216983795,up,0.88,10,0.969696998596191,0.969696998596191,true,1.2,2026-04-14 15:50:00.387438+00
btc-updown-5m-1776182100,1776182100,1776182400,75467.77,75364.85,down,true,192.425646305084,down,0.91,10,0.0898876413702965,0.910112358629704,true,0.9,2026-04-14 15:55:00.298614+00
btc-updown-5m-1776182400,1776182400,1776182700,75356.22,75493.64,up,true,123.820421695709,up,0.83,10,0.940850257873535,0.940850257873535,true,1.7,2026-04-14 16:00:00.695852+00
