timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775883000.515,0.515,0.5,0.51,0.49,0.5,0.01,0.01,
1775883000.982,0.982,0.5,0.51,0.49,0.5,0.01,0.01,
1775883001.466,1.466,0.5,0.51,0.49,0.5,0.01,0.01,
1775883001.808,1.808,0.5,0.51,0.49,0.5,0.01,0.01,
1775883002.25,2.25,0.5,0.51,0.49,0.5,0.01,0.01,
1775883002.584,2.584,0.5,0.51,0.49,0.5,0.01,0.01,
1775883002.938,2.938,0.52,0.53,0.47,0.48,0.01,0.01,
1775883003.369,3.369,0.52,0.53,0.47,0.48,0.01,0.01,
1775883003.916,3.916,0.52,0.53,0.47,0.48,0.01,0.01,
1775883004.4,4.4,0.52,0.53,0.47,0.48,0.01,0.01,
1775883005.464,5.464,0.52,0.53,0.47,0.48,0.01,0.01,
1775883005.812,5.812,0.52,0.53,0.47,0.48,0.01,0.01,
1775883006.161,6.161,0.51,0.52,0.48,0.49,0.01,0.01,
1775883006.676,6.676,0.51,0.52,0.48,0.49,0.01,0.01,
1775883007.048,7.048,0.51,0.52,0.48,0.49,0.01,0.01,
1775883007.53,7.53,0.51,0.52,0.48,0.49,0.01,0.01,
1775883007.874,7.874,0.52,0.53,0.47,0.48,0.01,0.01,
1775883008.215,8.215,0.52,0.53,0.47,0.48,0.01,0.01,
1775883008.941,8.941,0.52,0.53,0.47,0.48,0.01,0.01,
1775883009.625,9.625,0.53,0.54,0.46,0.48,0.01,0.02,
1775883009.99,9.99,0.59,0.62,0.4,0.41,0.03,0.01,
1775883010.365,10.365,0.6,0.61,0.39,0.4,0.01,0.01,
1775883010.784,10.784,0.6,0.61,0.39,0.4,0.01,0.01,
1775883011.126,11.126,0.6,0.61,0.39,0.4,0.01,0.01,
1775883011.588,11.588,0.6,0.61,0.39,0.4,0.01,0.01,
1775883011.989,11.989,0.6,0.61,0.39,0.4,0.01,0.01,
1775883012.937,12.937,0.6,0.62,0.39,0.4,0.02,0.01,
1775883013.319,13.319,0.61,0.62,0.38,0.39,0.01,0.01,
1775883013.778,13.778,0.61,0.62,0.38,0.39,0.01,0.01,
1775883014.125,14.125,0.61,0.62,0.38,0.39,0.01,0.01,
1775883014.503,14.503,0.61,0.62,0.38,0.39,0.01,0.01,
1775883015.177,15.177,0.61,0.62,0.38,0.39,0.01,0.01,
1775883015.717,15.717,0.63,0.64,0.36,0.39,0.01,0.03,
1775883016.172,16.172,0.63,0.64,0.36,0.37,0.01,0.01,
1775883016.616,16.616,0.63,0.64,0.36,0.37,0.01,0.01,
1775883017.044,17.044,0.63,0.64,0.36,0.37,0.01,0.01,
1775883017.694,17.694,0.63,0.64,0.36,0.37,0.01,0.01,
1775883018.526,18.526,0.63,0.64,0.36,0.37,0.01,0.01,
1775883019.329,19.329,0.64,0.65,0.35,0.37,0.01,0.02,
1775883019.959,19.959,0.64,0.65,0.35,0.36,0.01,0.01,
1775883020.834,20.834,0.64,0.65,0.35,0.36,0.01,0.01,
1775883021.3,21.3,0.64,0.65,0.35,0.36,0.01,0.01,
1775883021.81,21.81,0.64,0.65,0.35,0.36,0.01,0.01,
1775883022.409,22.409,0.63,0.64,0.35,0.37,0.01,0.02,
1775883023.492,23.492,0.63,0.64,0.36,0.37,0.01,0.01,
1775883023.828,23.828,0.63,0.64,0.36,0.37,0.01,0.01,
1775883024.212,24.212,0.63,0.64,0.36,0.37,0.01,0.01,
1775883025.219,25.219,0.63,0.64,0.36,0.37,0.01,0.01,
1775883025.804,25.804,0.63,0.64,0.36,0.37,0.01,0.01,
1775883026.203,26.203,0.63,0.64,0.36,0.37,0.01,0.01,
1775883026.653,26.653,0.63,0.64,0.36,0.37,0.01,0.01,
1775883027.032,27.032,0.63,0.64,0.36,0.37,0.01,0.01,
1775883027.539,27.539,0.64,0.65,0.35,0.36,0.01,0.01,
1775883028.212,28.212,0.64,0.65,0.35,0.36,0.01,0.01,
1775883028.8,28.8,0.64,0.65,0.35,0.36,0.01,0.01,
1775883029.244,29.244,0.64,0.65,0.35,0.36,0.01,0.01,
