timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775896200.565,0.565,0.49,0.5,0.5,0.51,0.01,0.01,72767.91
1775896201.084,1.084,0.49,0.5,0.5,0.51,0.01,0.01,72767.91
1775896201.514,1.514,0.49,0.5,0.5,0.51,0.01,0.01,72768.16
1775896202.011,2.011,0.48,0.49,0.51,0.52,0.01,0.01,72768.16
1775896202.557,2.557,0.47,0.48,0.52,0.54,0.01,0.02,72768.16
1775896202.964,2.964,0.46,0.48,0.52,0.53,0.02,0.01,72768.16
1775896203.313,3.313,0.48,0.51,0.5,0.52,0.03,0.02,72768.16
1775896203.835,3.835,0.5,0.53,0.49,0.51,0.03,0.02,72768.18
1775896204.31,4.31,0.52,0.53,0.48,0.49,0.01,0.01,72768.18
1775896204.658,4.658,0.52,0.53,0.47,0.48,0.01,0.01,72767.97
1775896205.07,5.07,0.52,0.53,0.47,0.49,0.01,0.02,72767.97
1775896205.451,5.451,0.52,0.53,0.47,0.48,0.01,0.01,72767.98
1775896205.823,5.823,0.52,0.53,0.47,0.48,0.01,0.01,72767.98
1775896206.294,6.294,0.52,0.53,0.47,0.48,0.01,0.01,72767.98
1775896206.828,6.828,0.52,0.53,0.47,0.48,0.01,0.01,72769.11
1775896207.163,7.163,0.52,0.53,0.47,0.48,0.01,0.01,72769.11
1775896207.588,7.588,0.51,0.52,0.47,0.48,0.01,0.01,72769.11
1775896208.097,8.097,0.52,0.53,0.47,0.49,0.01,0.02,72769.11
1775896209.031,9.031,0.52,0.53,0.47,0.48,0.01,0.01,72769.12
1775896209.452,9.452,0.52,0.53,0.47,0.48,0.01,0.01,72769.18
1775896209.994,9.994,0.52,0.53,0.47,0.48,0.01,0.01,72769.18
1775896210.395,10.395,0.54,0.55,0.45,0.46,0.01,0.01,72769.18
1775896210.764,10.764,0.54,0.55,0.45,0.46,0.01,0.01,72769.18
1775896211.225,11.225,0.54,0.55,0.45,0.46,0.01,0.01,72769.18
1775896211.688,11.688,0.54,0.55,0.45,0.46,0.01,0.01,72769.18
1775896212.133,12.133,0.54,0.55,0.45,0.46,0.01,0.01,72769.14
1775896212.824,12.824,0.54,0.59,0.45,0.46,0.05,0.01,72769.13
1775896213.172,13.172,0.57,0.59,0.41,0.43,0.02,0.02,72769.13
1775896213.67,13.67,0.58,0.6,0.41,0.42,0.02,0.01,72769.13
