timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price,btc_oracle_ts
1777346100.548,0.548,0.51,0.52,0.48,0.49,0.01,0.01,76761.45,1777346099000
1777346100.897,0.897,0.5,0.51,0.48,0.5,0.01,0.02,76761.45,1777346099000
1777346101.32,1.32,0.41,0.44,0.56,0.59,0.03,0.03,76761.67,1777346100000
1777346101.662,1.662,0.41,0.42,0.56,0.59,0.01,0.03,76761.67,1777346100000
1777346102.49,2.49,0.41,0.42,0.58,0.59,0.01,0.01,76759.23,1777346101000
1777346102.906,2.906,0.41,0.42,0.58,0.59,0.01,0.01,76759.23,1777346101000
1777346103.321,3.321,0.42,0.43,0.57,0.58,0.01,0.01,76758.91,1777346102000
1777346103.656,3.656,0.42,0.43,0.57,0.58,0.01,0.01,76758.91,1777346102000
1777346104.034,4.034,0.42,0.43,0.57,0.58,0.01,0.01,76758.91,1777346102000
1777346104.847,4.847,0.43,0.44,0.56,0.58,0.01,0.02,76756.76,1777346103000
1777346105.28,5.28,0.43,0.44,0.56,0.57,0.01,0.01,76756.57,1777346104000
1777346105.719,5.719,0.45,0.46,0.54,0.55,0.01,0.01,76756.57,1777346104000
1777346106.059,6.059,0.48,0.51,0.51,0.52,0.03,0.01,76756.57,1777346104000
1777346106.517,6.517,0.53,0.55,0.46,0.47,0.02,0.01,76756.36,1777346105000
1777346106.857,6.857,0.57,0.58,0.42,0.44,0.01,0.02,76756.36,1777346105000
1777346107.2,7.2,0.57,0.58,0.42,0.43,0.01,0.01,76756.36,1777346105000
1777346107.658,7.658,0.57,0.58,0.42,0.43,0.01,0.01,76756.38,1777346106000
1777346108.079,8.079,0.57,0.58,0.42,0.43,0.01,0.01,76756.38,1777346106000
1777346108.469,8.469,0.57,0.58,0.42,0.43,0.01,0.01,76760.17,1777346107000
1777346108.919,8.919,0.57,0.58,0.42,0.43,0.01,0.01,76760.17,1777346108000
1777346109.334,9.334,0.61,0.62,0.38,0.39,0.01,0.01,76760.17,1777346108000
1777346109.671,9.671,0.61,0.62,0.38,0.39,0.01,0.01,76760.17,1777346108000
1777346110.152,10.152,0.61,0.62,0.38,0.39,0.01,0.01,76763.83,1777346109000
1777346110.576,10.576,0.59,0.6,0.4,0.41,0.01,0.01,76763.83,1777346109000
1777346110.935,10.935,0.59,0.6,0.4,0.41,0.01,0.01,76763.83,1777346109000
1777346111.318,11.318,0.59,0.6,0.4,0.41,0.01,0.01,76767.03,1777346110000
1777346111.699,11.699,0.59,0.6,0.4,0.41,0.01,0.01,76767.03,1777346110000
1777346112.063,12.063,0.59,0.6,0.4,0.41,0.01,0.01,76767.03,1777346110000
1777346112.458,12.458,0.51,0.52,0.48,0.49,0.01,0.01,76766.65,1777346111000
1777346112.894,12.894,0.51,0.52,0.48,0.49,0.01,0.01,76766.65,1777346111000
1777346113.374,13.374,0.51,0.52,0.48,0.49,0.01,0.01,76766.65,1777346111000
1777346113.95,13.95,0.51,0.52,0.48,0.49,0.01,0.01,76765.56,1777346112000
1777346114.336,14.336,0.5,0.51,0.49,0.5,0.01,0.01,76765.56,1777346112000
1777346114.819,14.819,0.49,0.5,0.5,0.51,0.01,0.01,76764.01,1777346113000
1777346115.158,15.158,0.49,0.5,0.5,0.51,0.01,0.01,76764.52,1777346114000
1777346115.807,15.807,0.49,0.5,0.5,0.51,0.01,0.01,76764.52,1777346114000
1777346116.148,16.148,0.46,0.47,0.53,0.54,0.01,0.01,76764.52,1777346114000
1777346116.571,16.571,0.46,0.47,0.53,0.54,0.01,0.01,76764.52,1777346114000
1777346116.941,16.941,0.46,0.47,0.53,0.54,0.01,0.01,76763.91,1777346115000
1777346117.401,17.401,0.46,0.47,0.53,0.54,0.01,0.01,76763.91,1777346115000
1777346117.967,17.967,0.46,0.47,0.53,0.54,0.01,0.01,76763.91,1777346116000
1777346118.303,18.303,0.46,0.47,0.53,0.54,0.01,0.01,76763.91,1777346116000
1777346118.775,18.775,0.47,0.48,0.52,0.54,0.01,0.02,76764.2,1777346117000
1777346119.209,19.209,0.47,0.49,0.51,0.53,0.02,0.02,76763.92,1777346118000
1777346120.101,20.101,0.48,0.49,0.51,0.53,0.01,0.02,76763.92,1777346118000
1777346120.695,20.695,0.48,0.49,0.51,0.52,0.01,0.01,76763.92,1777346119000
1777346121.121,21.121,0.48,0.49,0.51,0.52,0.01,0.01,76763.92,1777346119000
1777346121.584,21.584,0.48,0.49,0.51,0.52,0.01,0.01,76763.92,1777346120000
1777346121.994,21.994,0.46,0.47,0.53,0.54,0.01,0.01,76763.92,1777346120000
1777346122.328,22.328,0.46,0.47,0.53,0.54,0.01,0.01,76763.92,1777346120000
1777346122.718,22.718,0.46,0.47,0.53,0.54,0.01,0.01,76763.91,1777346121000
1777346123.201,23.201,0.46,0.47,0.53,0.54,0.01,0.01,76763.91,1777346121000
1777346123.58,23.58,0.46,0.47,0.53,0.54,0.01,0.01,76763.73,1777346122000
1777346124.424,24.424,0.46,0.49,0.53,0.54,0.03,0.01,76763.73,1777346122000
1777346124.985,24.985,0.48,0.49,0.51,0.54,0.01,0.03,76761.78,1777346123000
1777346125.543,25.543,0.48,0.49,0.51,0.52,0.01,0.01,76761.7,1777346124000
1777346125.894,25.894,0.48,0.49,0.51,0.52,0.01,0.01,76761.7,1777346124000
1777346126.474,26.474,0.48,0.49,0.51,0.52,0.01,0.01,76761.7,1777346124000
1777346127.336,27.336,0.48,0.49,0.51,0.52,0.01,0.01,76759.52,1777346126000
1777346128.488,28.488,0.48,0.49,0.51,0.52,0.01,0.01,76759.52,1777346126000
1777346129.229,29.229,0.48,0.49,0.51,0.52,0.01,0.01,76759.52,1777346126000
1777346129.581,29.581,0.48,0.49,0.51,0.52,0.01,0.01,76759.52,1777346126000
1777346130.093,30.093,0.48,0.49,0.51,0.52,0.01,0.01,76757.1,1777346128000
1777346130.556,30.556,0.48,0.49,0.51,0.52,0.01,0.01,76757.1,1777346128000
1777346130.918,30.918,0.48,0.49,0.51,0.52,0.01,0.01,76757.1,1777346128000
