timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775875500.52,0.52,0.49,0.5,0.5,0.51,0.01,0.01,73026.68
1775875500.943,0.943,0.49,0.5,0.5,0.51,0.01,0.01,73026.68
1775875501.285,1.285,0.49,0.5,0.5,0.51,0.01,0.01,73026.68
1775875501.809,1.809,0.49,0.5,0.5,0.51,0.01,0.01,73026.74
1775875502.418,2.418,0.49,0.5,0.5,0.51,0.01,0.01,73026.74
1775875502.938,2.938,0.49,0.5,0.5,0.51,0.01,0.01,73026.02
1775875503.502,3.502,0.49,0.5,0.5,0.51,0.01,0.01,73025.86
1775875504.051,4.051,0.49,0.5,0.5,0.51,0.01,0.01,73025.86
1775875504.39,4.39,0.47,0.48,0.51,0.53,0.01,0.02,73025.76
1775875504.725,4.725,0.44,0.45,0.54,0.57,0.01,0.03,73025.76
1775875505.431,5.431,0.43,0.44,0.56,0.57,0.01,0.01,73025.77
1775875505.773,5.773,0.42,0.43,0.57,0.58,0.01,0.01,73025.77
1775875506.205,6.205,0.42,0.43,0.57,0.58,0.01,0.01,73025.77
1775875507.112,7.112,0.41,0.42,0.58,0.59,0.01,0.01,73019.69
1775875507.456,7.456,0.41,0.42,0.58,0.59,0.01,0.01,73018.64
1775875507.798,7.798,0.41,0.42,0.58,0.59,0.01,0.01,73018.64
1775875508.295,8.295,0.41,0.42,0.58,0.59,0.01,0.01,73018.38
1775875508.656,8.656,0.41,0.42,0.58,0.59,0.01,0.01,73018.38
1775875509.163,9.163,0.41,0.42,0.58,0.59,0.01,0.01,73018.38
1775875509.79,9.79,0.41,0.42,0.58,0.59,0.01,0.01,73018.6
1775875510.78,10.78,0.41,0.42,0.58,0.59,0.01,0.01,73018.42
1775875511.479,11.479,0.41,0.42,0.58,0.59,0.01,0.01,73018.42
1775875512.469,12.469,0.41,0.42,0.58,0.59,0.01,0.01,73018.1
1775875513.039,13.039,0.41,0.42,0.58,0.59,0.01,0.01,73018.21
1775875513.771,13.771,0.41,0.42,0.58,0.59,0.01,0.01,73018.21
1775875514.109,14.109,0.4,0.41,0.59,0.6,0.01,0.01,73017.63
1775875514.63,14.63,0.39,0.4,0.6,0.61,0.01,0.01,73017.63
1775875515.081,15.081,0.39,0.4,0.6,0.61,0.01,0.01,73017.63
1775875515.615,15.615,0.38,0.39,0.61,0.62,0.01,0.01,73017.63
1775875516.013,16.013,0.38,0.39,0.61,0.62,0.01,0.01,73017.63
1775875516.92,16.92,0.38,0.39,0.61,0.62,0.01,0.01,73016.56
1775875517.351,17.351,0.38,0.41,0.61,0.62,0.03,0.01,73016.11
1775875517.689,17.689,0.37,0.39,0.61,0.62,0.02,0.01,73016.11
1775875518.344,18.344,0.37,0.38,0.62,0.63,0.01,0.01,73016.11
1775875519.512,19.512,0.37,0.38,0.62,0.63,0.01,0.01,73015.23
1775875520.063,20.063,0.37,0.38,0.62,0.63,0.01,0.01,73015.23
1775875520.397,20.397,0.33,0.36,0.64,0.67,0.03,0.03,73014.88
1775875520.756,20.756,0.31,0.34,0.66,0.67,0.03,0.01,73014.88
1775875521.089,21.089,0.28,0.31,0.69,0.72,0.03,0.03,73014.88
1775875521.513,21.513,0.28,0.29,0.7,0.71,0.01,0.01,73014.74
1775875521.885,21.885,0.28,0.29,0.71,0.72,0.01,0.01,73014.74
1775875522.253,22.253,0.28,0.29,0.71,0.72,0.01,0.01,73014.74
1775875522.971,22.971,0.28,0.29,0.71,0.72,0.01,0.01,73005.89
1775875523.555,23.555,0.27,0.29,0.71,0.72,0.02,0.01,73001.67
1775875523.944,23.944,0.27,0.28,0.72,0.73,0.01,0.01,73001.27
1775875524.411,24.411,0.25,0.27,0.73,0.75,0.02,0.02,73001.27
1775875525.233,25.233,0.26,0.27,0.73,0.74,0.01,0.01,73001.01
1775875525.628,25.628,0.26,0.27,0.73,0.74,0.01,0.01,73001.01
1775875525.978,25.978,0.27,0.28,0.72,0.73,0.01,0.01,73001.01
1775875526.313,26.313,0.26,0.27,0.72,0.74,0.01,0.02,73000.24
1775875527.321,27.321,0.26,0.27,0.73,0.74,0.01,0.01,73001.35
1775875527.882,27.882,0.26,0.27,0.73,0.74,0.01,0.01,73001.35
1775875528.279,28.279,0.26,0.27,0.73,0.74,0.01,0.01,73001.27
1775875528.821,28.821,0.26,0.27,0.73,0.74,0.01,0.01,73001.27
1775875529.19,29.19,0.24,0.25,0.73,0.76,0.01,0.03,73001.27
1775875529.525,29.525,0.24,0.25,0.75,0.76,0.01,0.01,73001.27
1775875529.905,29.905,0.24,0.26,0.75,0.76,0.02,0.01,73001.27
1775875530.339,30.339,0.24,0.25,0.75,0.76,0.01,0.01,73001.27
1775875530.813,30.813,0.24,0.26,0.74,0.75,0.02,0.01,73001.27
1775875531.171,31.171,0.24,0.25,0.75,0.76,0.01,0.01,73001.27
1775875531.601,31.601,0.25,0.26,0.74,0.76,0.01,0.02,73001.28
1775875531.938,31.938,0.24,0.26,0.74,0.75,0.02,0.01,73001.27
1775875532.501,32.501,0.24,0.25,0.75,0.76,0.01,0.01,73001.27
1775875533.011,33.011,0.24,0.25,0.75,0.76,0.01,0.01,73000.63
1775875533.46,33.46,0.24,0.25,0.75,0.76,0.01,0.01,73000.63
1775875534.029,34.029,0.24,0.25,0.75,0.76,0.01,0.01,73000.63
1775875534.458,34.458,0.23,0.24,0.76,0.77,0.01,0.01,72999.5
1775875534.866,34.866,0.23,0.24,0.76,0.77,0.01,0.01,72999.5
1775875535.234,35.234,0.24,0.26,0.75,0.77,0.02,0.02,72999.11
1775875535.705,35.705,0.24,0.25,0.75,0.76,0.01,0.01,72999.11
1775875536.101,36.101,0.24,0.25,0.75,0.76,0.01,0.01,72997.6
1775875536.461,36.461,0.24,0.25,0.75,0.76,0.01,0.01,72997.6
1775875536.98,36.98,0.23,0.25,0.75,0.76,0.02,0.01,72997.6
1775875537.329,37.329,0.23,0.24,0.76,0.77,0.01,0.01,72997.45
1775875537.723,37.723,0.23,0.24,0.76,0.77,0.01,0.01,72997.45
1775875538.215,38.215,0.25,0.26,0.74,0.75,0.01,0.01,72996.77
1775875538.566,38.566,0.25,0.26,0.74,0.75,0.01,0.01,72996.77
1775875538.923,38.923,0.25,0.26,0.74,0.75,0.01,0.01,72996.77
1775875539.343,39.343,0.25,0.26,0.74,0.75,0.01,0.01,72996.29
1775875539.745,39.745,0.26,0.27,0.73,0.74,0.01,0.01,72996.29
1775875540.096,40.096,0.26,0.27,0.73,0.74,0.01,0.01,72996.87
1775875540.491,40.491,0.26,0.27,0.73,0.74,0.01,0.01,72996.87
