timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775885100.55,0.55,0.5,0.52,0.48,0.5,0.02,0.02,72799.33
1775885100.921,0.921,0.5,0.52,0.48,0.5,0.02,0.02,72799.33
1775885101.32,1.32,0.51,0.53,0.47,0.49,0.02,0.02,72799.56
1775885101.764,1.764,0.51,0.53,0.48,0.49,0.02,0.01,72799.56
1775885102.248,2.248,0.52,0.53,0.47,0.48,0.01,0.01,72799.57
1775885102.587,2.587,0.52,0.53,0.47,0.48,0.01,0.01,72799.57
1775885103.042,3.042,0.52,0.53,0.47,0.48,0.01,0.01,72799.57
1775885103.563,3.563,0.52,0.53,0.47,0.48,0.01,0.01,72799.2
1775885103.961,3.961,0.52,0.53,0.47,0.48,0.01,0.01,72799.2
1775885104.622,4.622,0.52,0.53,0.47,0.48,0.01,0.01,72799.34
1775885105.415,5.415,0.52,0.53,0.47,0.48,0.01,0.01,72799.53
1775885106.192,6.192,0.52,0.53,0.47,0.48,0.01,0.01,72799.53
1775885106.582,6.582,0.52,0.53,0.47,0.48,0.01,0.01,72799.53
1775885107.317,7.317,0.52,0.53,0.47,0.48,0.01,0.01,72799.61
1775885107.984,7.984,0.52,0.53,0.47,0.48,0.01,0.01,72799.61
1775885108.346,8.346,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885109.086,9.086,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885109.524,9.524,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885109.911,9.911,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885110.255,10.255,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885110.677,10.677,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885111.037,11.037,0.53,0.54,0.46,0.47,0.01,0.01,72799.61
1775885111.535,11.535,0.53,0.54,0.46,0.47,0.01,0.01,72799.73
1775885112.005,12.005,0.53,0.54,0.46,0.47,0.01,0.01,72799.73
1775885112.448,12.448,0.53,0.54,0.46,0.47,0.01,0.01,72799.64
1775885112.891,12.891,0.53,0.54,0.46,0.47,0.01,0.01,72799.64
1775885113.441,13.441,0.53,0.54,0.46,0.47,0.01,0.01,72799.74
1775885113.907,13.907,0.53,0.54,0.46,0.47,0.01,0.01,72799.74
1775885114.426,14.426,0.53,0.54,0.46,0.47,0.01,0.01,72799.7
1775885115.876,15.876,0.53,0.54,0.46,0.47,0.01,0.01,72799.69
1775885116.289,16.289,0.53,0.54,0.46,0.47,0.01,0.01,72799.69
1775885118.175,18.175,0.53,0.54,0.46,0.47,0.01,0.01,72799.65
1775885118.699,18.699,0.53,0.54,0.46,0.47,0.01,0.01,72799.65
1775885119.114,19.114,0.53,0.54,0.46,0.47,0.01,0.01,72799.65
1775885119.587,19.587,0.53,0.54,0.46,0.47,0.01,0.01,72799.65
1775885120.041,20.041,0.53,0.54,0.46,0.47,0.01,0.01,72799.65
1775885120.626,20.626,0.53,0.54,0.46,0.47,0.01,0.01,72799.66
1775885121.046,21.046,0.53,0.54,0.46,0.47,0.01,0.01,72799.66
1775885121.413,21.413,0.53,0.54,0.46,0.47,0.01,0.01,72799.67
1775885121.814,21.814,0.53,0.54,0.46,0.47,0.01,0.01,72799.67
1775885122.204,22.204,0.53,0.54,0.46,0.47,0.01,0.01,72799.67
1775885122.751,22.751,0.53,0.54,0.46,0.47,0.01,0.01,72799.83
1775885123.669,23.669,0.53,0.54,0.46,0.47,0.01,0.01,72799.75
1775885124.26,24.26,0.53,0.54,0.46,0.47,0.01,0.01,72799.75
1775885124.777,24.777,0.53,0.54,0.46,0.47,0.01,0.01,72799.74
1775885125.465,25.465,0.53,0.54,0.46,0.47,0.01,0.01,72799.8
1775885126.033,26.033,0.53,0.55,0.46,0.47,0.02,0.01,72799.8
1775885126.383,26.383,0.54,0.55,0.45,0.46,0.01,0.01,72799.8
