timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775846100.61,0.61,0.49,0.5,0.5,0.51,0.01,0.01,72973.49
1775846101.027,1.027,0.49,0.5,0.5,0.51,0.01,0.01,72973.49
1775846101.413,1.413,0.49,0.5,0.5,0.51,0.01,0.01,72973.19
1775846102.022,2.022,0.49,0.5,0.5,0.51,0.01,0.01,72973.19
1775846102.467,2.467,0.48,0.49,0.51,0.52,0.01,0.01,72973.19
1775846102.835,2.835,0.49,0.5,0.5,0.51,0.01,0.01,72973.19
1775846103.344,3.344,0.48,0.49,0.5,0.52,0.01,0.02,72972.78
1775846103.806,3.806,0.48,0.49,0.51,0.52,0.01,0.01,72972.78
1775846104.146,4.146,0.49,0.51,0.49,0.51,0.02,0.02,72972.15
1775846104.494,4.494,0.5,0.51,0.48,0.51,0.01,0.03,72972.15
1775846104.885,4.885,0.5,0.51,0.49,0.5,0.01,0.01,72972.17
1775846105.472,5.472,0.5,0.51,0.49,0.5,0.01,0.01,72972.51
1775846105.84,5.84,0.49,0.5,0.49,0.5,0.01,0.01,72972.51
1775846106.185,6.185,0.49,0.5,0.5,0.51,0.01,0.01,72972.51
1775846106.734,6.734,0.49,0.5,0.5,0.51,0.01,0.01,72972.51
1775846107.069,7.069,0.49,0.5,0.5,0.51,0.01,0.01,72972.51
1775846107.46,7.46,0.49,0.5,0.5,0.51,0.01,0.01,72973.13
1775846107.847,7.847,0.49,0.5,0.5,0.51,0.01,0.01,72973.13
1775846108.73,8.73,0.49,0.5,0.5,0.51,0.01,0.01,72973.13
1775846109.412,9.412,0.49,0.5,0.5,0.51,0.01,0.01,72972.48
1775846110.025,10.025,0.49,0.5,0.5,0.51,0.01,0.01,72972.48
1775846110.474,10.474,0.49,0.5,0.5,0.51,0.01,0.01,72972.48
1775846110.895,10.895,0.49,0.5,0.5,0.51,0.01,0.01,72972.92
1775846111.556,11.556,0.49,0.5,0.5,0.51,0.01,0.01,72972.85
1775846111.918,11.918,0.49,0.5,0.5,0.51,0.01,0.01,72972.85
1775846112.391,12.391,0.49,0.5,0.5,0.51,0.01,0.01,72972.85
1775846112.806,12.806,0.49,0.5,0.5,0.51,0.01,0.01,72972.85
1775846113.214,13.214,0.49,0.5,0.5,0.51,0.01,0.01,72972.85
1775846113.692,13.692,0.49,0.5,0.5,0.51,0.01,0.01,72972.84
1775846114.059,14.059,0.49,0.5,0.5,0.51,0.01,0.01,72972.84
1775846114.465,14.465,0.49,0.5,0.5,0.51,0.01,0.01,72972.63
1775846114.947,14.947,0.49,0.5,0.5,0.51,0.01,0.01,72972.63
1775846115.455,15.455,0.49,0.5,0.5,0.51,0.01,0.01,72972.63
1775846115.823,15.823,0.49,0.5,0.5,0.51,0.01,0.01,72972.56
1775846116.406,16.406,0.49,0.5,0.5,0.51,0.01,0.01,72972.56
1775846116.829,16.829,0.5,0.51,0.49,0.51,0.01,0.02,72972.56
1775846117.169,17.169,0.48,0.49,0.49,0.5,0.01,0.01,72972.56
1775846117.527,17.527,0.46,0.49,0.51,0.54,0.03,0.03,72972.34
1775846117.912,17.912,0.45,0.46,0.54,0.55,0.01,0.01,72972.34
1775846118.258,18.258,0.45,0.46,0.54,0.55,0.01,0.01,72972.34
1775846118.672,18.672,0.47,0.48,0.52,0.53,0.01,0.01,72972.76
1775846119.05,19.05,0.49,0.5,0.5,0.53,0.01,0.03,72972.76
1775846119.518,19.518,0.49,0.5,0.5,0.51,0.01,0.01,72972.41
1775846119.95,19.95,0.49,0.5,0.5,0.51,0.01,0.01,72972.41
1775846120.288,20.288,0.49,0.5,0.5,0.51,0.01,0.01,72972.41
1775846120.644,20.644,0.49,0.5,0.5,0.51,0.01,0.01,72968.55
1775846121.018,21.018,0.49,0.5,0.5,0.51,0.01,0.01,72968.55
1775846121.367,21.367,0.49,0.5,0.5,0.51,0.01,0.01,72970.15
1775846121.725,21.725,0.49,0.5,0.5,0.51,0.01,0.01,72970.15
1775846122.166,22.166,0.49,0.5,0.5,0.51,0.01,0.01,72970.15
1775846122.505,22.505,0.49,0.5,0.5,0.51,0.01,0.01,72972.29
1775846122.902,22.902,0.49,0.5,0.5,0.51,0.01,0.01,72972.29
1775846123.606,23.606,0.49,0.5,0.5,0.51,0.01,0.01,72972.29
1775846124.205,24.205,0.49,0.5,0.5,0.51,0.01,0.01,72972.09
1775846124.591,24.591,0.49,0.5,0.5,0.51,0.01,0.01,72972.09
1775846125.319,25.319,0.49,0.5,0.5,0.51,0.01,0.01,72972.09
1775846125.666,25.666,0.49,0.5,0.5,0.51,0.01,0.01,72972.09
1775846126.029,26.029,0.49,0.5,0.5,0.51,0.01,0.01,72972.1
1775846126.542,26.542,0.49,0.5,0.5,0.51,0.01,0.01,72972.1
1775846126.948,26.948,0.48,0.49,0.51,0.52,0.01,0.01,72972.1
1775846127.39,27.39,0.48,0.49,0.51,0.52,0.01,0.01,72972.1
1775846127.774,27.774,0.48,0.49,0.51,0.52,0.01,0.01,72972.03
1775846128.426,28.426,0.48,0.49,0.51,0.52,0.01,0.01,72972.03
1775846128.934,28.934,0.48,0.49,0.51,0.52,0.01,0.01,72972.03
1775846129.419,29.419,0.5,0.51,0.5,0.51,0.01,0.01,72971.38
1775846129.771,29.771,0.5,0.51,0.49,0.5,0.01,0.01,72971.38
1775846130.256,30.256,0.5,0.51,0.49,0.5,0.01,0.01,72971.38
1775846130.761,30.761,0.5,0.51,0.49,0.5,0.01,0.01,72969.95
1775846131.136,31.136,0.5,0.51,0.49,0.5,0.01,0.01,72969.95
1775846131.613,31.613,0.5,0.51,0.49,0.5,0.01,0.01,72969.95
1775846132.064,32.064,0.5,0.51,0.49,0.5,0.01,0.01,72969.95
1775846132.42,32.42,0.5,0.51,0.49,0.5,0.01,0.01,72969.96
1775846132.958,32.958,0.5,0.51,0.49,0.5,0.01,0.01,72969.96
1775846133.291,33.291,0.5,0.51,0.49,0.5,0.01,0.01,72969.96
1775846133.834,33.834,0.5,0.51,0.49,0.5,0.01,0.01,72969.98
1775846134.429,34.429,0.5,0.51,0.49,0.5,0.01,0.01,72970.25
