timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775809200.908,0.908,0.52,0.53,0.48,0.5,0.01,0.02,71646.85
1775809201.266,1.266,0.52,0.53,0.47,0.48,0.01,0.01,71646.57
1775809201.658,1.658,0.52,0.53,0.47,0.5,0.01,0.03,71646.57
1775809202.057,2.057,0.51,0.52,0.47,0.5,0.01,0.03,71646.57
1775809202.452,2.452,0.51,0.52,0.48,0.49,0.01,0.01,71646.51
1775809202.81,2.81,0.5,0.52,0.48,0.49,0.02,0.01,71646.51
1775809203.473,3.473,0.5,0.51,0.49,0.5,0.01,0.01,71646.51
1775809203.859,3.859,0.48,0.49,0.5,0.52,0.01,0.02,71646.61
1775809204.504,4.504,0.49,0.53,0.49,0.52,0.04,0.03,71646.61
1775809204.87,4.87,0.53,0.54,0.46,0.47,0.01,0.01,71646.61
1775809205.204,5.204,0.53,0.54,0.46,0.47,0.01,0.01,71646.61
1775809205.567,5.567,0.53,0.54,0.46,0.47,0.01,0.01,71646.48
1775809206.057,6.057,0.53,0.54,0.46,0.47,0.01,0.01,71646.48
1775809206.445,6.445,0.54,0.55,0.45,0.47,0.01,0.02,71646.48
1775809206.853,6.853,0.54,0.55,0.45,0.46,0.01,0.01,71647.4
1775809207.315,7.315,0.55,0.57,0.44,0.46,0.02,0.02,71648.34
1775809207.858,7.858,0.55,0.56,0.44,0.45,0.01,0.01,71648.34
1775809208.209,8.209,0.55,0.56,0.44,0.45,0.01,0.01,71648.34
1775809208.604,8.604,0.55,0.57,0.43,0.45,0.02,0.02,71648.34
1775809208.938,8.938,0.56,0.6,0.43,0.44,0.04,0.01,71653.58
1775809209.373,9.373,0.59,0.6,0.4,0.42,0.01,0.02,71653.58
1775809209.746,9.746,0.6,0.61,0.39,0.41,0.01,0.02,71653.58
1775809210.088,10.088,0.69,0.7,0.3,0.38,0.01,0.08,71653.58
1775809210.453,10.453,0.66,0.68,0.32,0.34,0.02,0.02,71653.58
1775809210.8,10.8,0.67,0.68,0.31,0.33,0.01,0.02,71658.66
1775809211.162,11.162,0.67,0.68,0.32,0.33,0.01,0.01,71658.66
1775809211.597,11.597,0.67,0.68,0.32,0.33,0.01,0.01,71660.03
1775809212.325,12.325,0.67,0.68,0.32,0.33,0.01,0.01,71660.03
1775809212.832,12.832,0.67,0.68,0.32,0.33,0.01,0.01,71660.03
1775809213.168,13.168,0.67,0.68,0.32,0.33,0.01,0.01,71673.69
1775809213.655,13.655,0.67,0.68,0.32,0.33,0.01,0.01,71673.69
1775809213.993,13.993,0.64,0.67,0.33,0.34,0.03,0.01,71673.69
1775809214.326,14.326,0.64,0.65,0.35,0.36,0.01,0.01,71676.47
1775809214.694,14.694,0.62,0.64,0.36,0.37,0.02,0.01,71676.47
1775809215.111,15.111,0.62,0.63,0.36,0.38,0.01,0.02,71676.47
1775809215.454,15.454,0.62,0.63,0.37,0.38,0.01,0.01,71676.47
1775809215.787,15.787,0.62,0.63,0.37,0.38,0.01,0.01,71672.6
1775809216.287,16.287,0.62,0.63,0.37,0.38,0.01,0.01,71671.95
1775809216.758,16.758,0.62,0.63,0.37,0.38,0.01,0.01,71671.95
1775809217.092,17.092,0.62,0.63,0.37,0.38,0.01,0.01,71671.95
1775809217.479,17.479,0.62,0.63,0.37,0.38,0.01,0.01,71671.95
1775809217.909,17.909,0.63,0.64,0.36,0.37,0.01,0.01,71670.34
1775809218.428,18.428,0.62,0.63,0.36,0.39,0.01,0.03,71669.85
1775809218.793,18.793,0.6,0.61,0.39,0.4,0.01,0.01,71669.85
1775809219.206,19.206,0.6,0.61,0.39,0.41,0.01,0.02,71669.14
1775809219.539,19.539,0.59,0.6,0.4,0.41,0.01,0.01,71669.14
1775809219.934,19.934,0.59,0.6,0.4,0.41,0.01,0.01,71669.14
1775809220.319,20.319,0.59,0.6,0.4,0.41,0.01,0.01,71662.53
1775809220.666,20.666,0.59,0.6,0.4,0.41,0.01,0.01,71662.53
1775809221.209,21.209,0.59,0.6,0.4,0.41,0.01,0.01,71662.53
1775809221.715,21.715,0.59,0.6,0.4,0.41,0.01,0.01,71664.07
1775809222.083,22.083,0.59,0.6,0.4,0.41,0.01,0.01,71662.25
1775809222.425,22.425,0.59,0.6,0.4,0.41,0.01,0.01,71662.25
1775809222.914,22.914,0.59,0.6,0.4,0.41,0.01,0.01,71662.25
1775809223.827,23.827,0.57,0.58,0.4,0.41,0.01,0.01,71663.27
1775809224.336,24.336,0.56,0.57,0.42,0.44,0.01,0.02,71663.27
1775809224.707,24.707,0.56,0.57,0.43,0.44,0.01,0.01,71661.29
1775809225.168,25.168,0.56,0.57,0.43,0.44,0.01,0.01,71661.29
1775809225.628,25.628,0.56,0.57,0.43,0.44,0.01,0.01,71663.33
1775809226.004,26.004,0.56,0.58,0.43,0.44,0.02,0.01,71663.33
1775809226.397,26.397,0.57,0.58,0.42,0.43,0.01,0.01,71662.3
1775809227.073,27.073,0.57,0.58,0.42,0.43,0.01,0.01,71662.3
1775809227.504,27.504,0.57,0.58,0.42,0.43,0.01,0.01,71661.96
1775809228.367,28.367,0.57,0.58,0.42,0.43,0.01,0.01,71660.6
1775809229.005,29.005,0.56,0.58,0.42,0.43,0.02,0.01,71660.6
1775809229.526,29.526,0.57,0.58,0.42,0.44,0.01,0.02,71660.78
1775809229.92,29.92,0.57,0.58,0.42,0.43,0.01,0.01,71660.78
1775809230.346,30.346,0.57,0.58,0.42,0.43,0.01,0.01,71660.7
1775809230.944,30.944,0.57,0.6,0.42,0.43,0.03,0.01,71660.7
1775809231.289,31.289,0.62,0.64,0.36,0.39,0.02,0.03,71661.54
1775809231.678,31.678,0.64,0.66,0.35,0.36,0.02,0.01,71661.54
1775809232.08,32.08,0.65,0.66,0.34,0.36,0.01,0.02,71661.54
1775809232.492,32.492,0.66,0.67,0.33,0.34,0.01,0.01,71661.81
1775809232.871,32.871,0.66,0.67,0.33,0.34,0.01,0.01,71661.81
1775809233.537,33.537,0.61,0.62,0.38,0.39,0.01,0.01,71665.02
1775809233.87,33.87,0.61,0.62,0.38,0.39,0.01,0.01,71665.02
1775809234.435,34.435,0.6,0.61,0.38,0.4,0.01,0.02,71666.06
1775809234.983,34.983,0.6,0.61,0.39,0.4,0.01,0.01,71666.06
1775809235.344,35.344,0.59,0.6,0.4,0.41,0.01,0.01,71666.06
1775809235.746,35.746,0.6,0.61,0.39,0.4,0.01,0.01,71664.38
1775809236.236,36.236,0.6,0.61,0.39,0.4,0.01,0.01,71666.37
1775809236.6,36.6,0.6,0.61,0.39,0.4,0.01,0.01,71666.37
1775809237.093,37.093,0.6,0.61,0.39,0.4,0.01,0.01,71666.37
1775809237.517,37.517,0.59,0.6,0.39,0.4,0.01,0.01,71666.37
1775809237.862,37.862,0.59,0.6,0.4,0.41,0.01,0.01,71666.47
1775809238.443,38.443,0.59,0.6,0.4,0.41,0.01,0.01,71666.47
1775809239.008,39.008,0.58,0.6,0.4,0.41,0.02,0.01,71666.47
1775809239.416,39.416,0.58,0.59,0.4,0.42,0.01,0.02,71666.47
1775809240.228,40.228,0.58,0.59,0.41,0.42,0.01,0.01,71664.55
1775809240.646,40.646,0.58,0.59,0.41,0.42,0.01,0.01,71664.21
1775809241.026,41.026,0.57,0.58,0.41,0.43,0.01,0.02,71664.21
1775809241.373,41.373,0.57,0.58,0.42,0.43,0.01,0.01,71664.21
1775809241.878,41.878,0.57,0.58,0.42,0.43,0.01,0.01,71662.51
1775809242.282,42.282,0.57,0.58,0.42,0.43,0.01,0.01,71662.34
1775809242.629,42.629,0.57,0.58,0.42,0.43,0.01,0.01,71662.34
1775809243.404,43.404,0.57,0.58,0.42,0.43,0.01,0.01,71661.72
1775809243.763,43.763,0.58,0.59,0.41,0.42,0.01,0.01,71661.72
1775809244.178,44.178,0.58,0.59,0.41,0.42,0.01,0.01,71661.72
1775809245.314,45.314,0.58,0.59,0.41,0.42,0.01,0.01,71661.98
1775809245.697,45.697,0.58,0.59,0.41,0.42,0.01,0.01,71661.98
1775809246.313,46.313,0.58,0.59,0.41,0.42,0.01,0.01,71661.98
1775809246.704,46.704,0.57,0.58,0.41,0.43,0.01,0.02,71661.98
1775809247.067,47.067,0.54,0.58,0.43,0.46,0.04,0.03,71661.98
1775809247.507,47.507,0.53,0.54,0.46,0.47,0.01,0.01,71661.98
1775809247.862,47.862,0.53,0.54,0.46,0.47,0.01,0.01,71661.98
1775809248.419,48.419,0.52,0.53,0.46,0.48,0.01,0.02,71661.75
1775809249.052,49.052,0.52,0.53,0.47,0.48,0.01,0.01,71657.23
1775809249.702,49.702,0.52,0.53,0.47,0.48,0.01,0.01,71657.23
1775809250.184,50.184,0.51,0.52,0.47,0.49,0.01,0.02,71656.81
1775809250.616,50.616,0.51,0.52,0.48,0.49,0.01,0.01,71656.81
1775809251.022,51.022,0.51,0.52,0.48,0.49,0.01,0.01,71656.42
1775809251.367,51.367,0.5,0.51,0.49,0.5,0.01,0.01,71656.42
1775809251.843,51.843,0.5,0.51,0.49,0.5,0.01,0.01,71656.42
1775809252.922,52.922,0.5,0.51,0.49,0.5,0.01,0.01,71656.45
1775809253.387,53.387,0.5,0.51,0.49,0.5,0.01,0.01,71651.89
1775809253.931,53.931,0.5,0.51,0.49,0.5,0.01,0.01,71651.89
1775809254.293,54.293,0.5,0.51,0.49,0.5,0.01,0.01,71652.6
1775809254.798,54.798,0.5,0.51,0.49,0.5,0.01,0.01,71652.6
1775809255.28,55.28,0.5,0.51,0.49,0.5,0.01,0.01,71653.03
1775809255.739,55.739,0.5,0.51,0.49,0.5,0.01,0.01,71653.03
1775809256.075,56.075,0.5,0.51,0.49,0.5,0.01,0.01,71653.03
1775809256.417,56.417,0.5,0.51,0.49,0.5,0.01,0.01,71653.03
1775809257.389,57.389,0.5,0.51,0.49,0.5,0.01,0.01,71651.33
1775809258.62,58.62,0.5,0.51,0.49,0.5,0.01,0.01,71651.79
1775809259.202,59.202,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809259.83,59.83,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809260.174,60.174,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809260.752,60.752,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809261.192,61.192,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809262.655,62.655,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809263.396,63.396,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809263.765,63.765,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809264.326,64.326,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809264.757,64.757,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809265.201,65.201,0.5,0.51,0.49,0.5,0.01,0.01,71650.95
1775809265.635,65.635,0.49,0.5,0.5,0.51,0.01,0.01,71647.06
1775809265.989,65.989,0.49,0.5,0.5,0.51,0.01,0.01,71647.06
1775809266.401,66.401,0.49,0.5,0.5,0.51,0.01,0.01,71645.73
1775809266.794,66.794,0.48,0.49,0.51,0.52,0.01,0.01,71645.73
1775809267.133,67.133,0.44,0.45,0.54,0.55,0.01,0.01,71645.73
1775809267.489,67.489,0.46,0.51,0.5,0.54,0.05,0.04,71644.16
1775809267.892,67.892,0.49,0.5,0.5,0.51,0.01,0.01,71644.16
1775809268.426,68.426,0.49,0.5,0.5,0.51,0.01,0.01,71644.16
1775809268.95,68.95,0.49,0.5,0.5,0.51,0.01,0.01,71644.16
1775809269.414,69.414,0.49,0.5,0.5,0.51,0.01,0.01,71644.16
1775809269.818,69.818,0.49,0.5,0.5,0.51,0.01,0.01,71644.16
1775809270.323,70.323,0.51,0.52,0.48,0.51,0.01,0.03,71644.14
1775809270.71,70.71,0.56,0.57,0.42,0.46,0.01,0.04,71643.27
1775809271.122,71.122,0.55,0.56,0.44,0.45,0.01,0.01,71643.29
1775809271.606,71.606,0.55,0.56,0.44,0.45,0.01,0.01,71643.29
1775809272.139,72.139,0.55,0.56,0.44,0.45,0.01,0.01,71643.29
1775809272.527,72.527,0.55,0.56,0.44,0.45,0.01,0.01,71651.66
1775809273.19,73.19,0.55,0.56,0.44,0.45,0.01,0.01,71651.66
1775809273.537,73.537,0.55,0.56,0.44,0.45,0.01,0.01,71649.55
1775809274.147,74.147,0.52,0.53,0.45,0.49,0.01,0.04,71649.55
1775809274.608,74.608,0.51,0.52,0.48,0.49,0.01,0.01,71649.77
1775809275.114,75.114,0.51,0.52,0.48,0.49,0.01,0.01,71649.77
1775809275.595,75.595,0.51,0.53,0.48,0.49,0.02,0.01,71649.77
1775809275.991,75.991,0.53,0.55,0.46,0.48,0.02,0.02,71649.77
1775809276.458,76.458,0.54,0.55,0.45,0.46,0.01,0.01,71647.67
1775809276.934,76.934,0.54,0.55,0.45,0.46,0.01,0.01,71647.67
1775809277.294,77.294,0.54,0.55,0.45,0.46,0.01,0.01,71647.67
1775809277.833,77.833,0.54,0.55,0.45,0.46,0.01,0.01,71649.32
1775809278.219,78.219,0.54,0.55,0.45,0.46,0.01,0.01,71648.28
1775809279.26,79.26,0.54,0.55,0.45,0.46,0.01,0.01,71649.59
1775809279.845,79.845,0.54,0.55,0.45,0.46,0.01,0.01,71649.59
1775809280.297,80.297,0.54,0.55,0.45,0.46,0.01,0.01,71649.36
1775809280.821,80.821,0.54,0.55,0.45,0.46,0.01,0.01,71649.36
1775809281.342,81.342,0.54,0.55,0.45,0.46,0.01,0.01,71650.39
1775809281.85,81.85,0.54,0.55,0.45,0.46,0.01,0.01,71650.39
1775809282.261,82.261,0.54,0.55,0.45,0.46,0.01,0.01,71650.79
1775809282.733,82.733,0.54,0.55,0.45,0.46,0.01,0.01,71650.79
1775809283.206,83.206,0.54,0.55,0.45,0.46,0.01,0.01,71650.79
1775809284.62,84.62,0.54,0.55,0.45,0.46,0.01,0.01,71650.93
1775809285.033,85.033,0.54,0.55,0.45,0.46,0.01,0.01,71650.93
1775809285.687,85.687,0.54,0.55,0.45,0.46,0.01,0.01,71651.4
1775809286.126,86.126,0.53,0.55,0.45,0.46,0.02,0.01,71651.4
1775809286.743,86.743,0.54,0.55,0.45,0.46,0.01,0.01,71653.16
1775809287.174,87.174,0.54,0.55,0.45,0.46,0.01,0.01,71653.16
1775809287.759,87.759,0.54,0.55,0.45,0.46,0.01,0.01,71651.5
1775809288.38,88.38,0.54,0.55,0.45,0.46,0.01,0.01,71651.22
1775809288.715,88.715,0.54,0.55,0.45,0.47,0.01,0.02,71651.22
1775809289.162,89.162,0.54,0.55,0.45,0.46,0.01,0.01,71651.22
1775809289.847,89.847,0.54,0.55,0.45,0.46,0.01,0.01,71652.61
1775809290.315,90.315,0.54,0.55,0.45,0.46,0.01,0.01,71652.61
1775809290.668,90.668,0.54,0.55,0.45,0.46,0.01,0.01,71653.39
1775809291.074,91.074,0.54,0.55,0.45,0.46,0.01,0.01,71653.39
1775809292.358,92.358,0.52,0.55,0.45,0.46,0.03,0.01,71654.2
1775809292.79,92.79,0.52,0.53,0.47,0.48,0.01,0.01,71654.2
1775809293.581,93.581,0.52,0.53,0.47,0.48,0.01,0.01,71653.35
1775809294.702,94.702,0.52,0.53,0.47,0.48,0.01,0.01,71653.31
1775809295.323,95.323,0.55,0.56,0.44,0.45,0.01,0.01,71653.31
1775809295.709,95.709,0.55,0.56,0.44,0.45,0.01,0.01,71653.31
1775809296.353,96.353,0.55,0.56,0.44,0.45,0.01,0.01,71653.38
1775809297.934,97.934,0.55,0.56,0.44,0.45,0.01,0.01,71653.75
1775809298.644,98.644,0.55,0.56,0.44,0.45,0.01,0.01,71653.37
1775809299.916,99.916,0.55,0.56,0.44,0.45,0.01,0.01,71653.37
