timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775867700.509,0.509,0.51,0.52,0.49,0.5,0.01,0.01,72894.31
1775867700.909,0.909,0.51,0.52,0.48,0.49,0.01,0.01,72892.41
1775867701.243,1.243,0.5,0.52,0.48,0.5,0.02,0.02,72892.41
1775867701.732,1.732,0.47,0.5,0.49,0.53,0.03,0.04,72892.41
1775867702.127,2.127,0.47,0.48,0.52,0.53,0.01,0.01,72890.88
1775867702.488,2.488,0.47,0.48,0.52,0.53,0.01,0.01,72890.88
1775867702.828,2.828,0.47,0.48,0.52,0.53,0.01,0.01,72890.88
1775867703.178,3.178,0.48,0.49,0.51,0.52,0.01,0.01,72890.88
1775867703.52,3.52,0.48,0.49,0.51,0.52,0.01,0.01,72890.88
1775867703.865,3.865,0.48,0.49,0.51,0.52,0.01,0.01,72890.88
1775867704.229,4.229,0.46,0.48,0.52,0.53,0.02,0.01,72890.88
1775867704.7,4.7,0.46,0.47,0.53,0.54,0.01,0.01,72890.88
1775867705.32,5.32,0.45,0.46,0.53,0.55,0.01,0.02,72889.65
1775867705.712,5.712,0.45,0.46,0.54,0.55,0.01,0.01,72889.65
1775867706.503,6.503,0.45,0.46,0.54,0.55,0.01,0.01,72889.56
1775867707.077,7.077,0.45,0.46,0.54,0.55,0.01,0.01,72889.56
1775867707.746,7.746,0.45,0.46,0.54,0.55,0.01,0.01,72888.56
1775867708.392,8.392,0.45,0.46,0.54,0.55,0.01,0.01,72887.8
1775867708.819,8.819,0.45,0.48,0.54,0.55,0.03,0.01,72887.8
1775867709.33,9.33,0.47,0.48,0.52,0.53,0.01,0.01,72887.8
1775867710.083,10.083,0.47,0.48,0.52,0.53,0.01,0.01,72887.8
1775867710.426,10.426,0.48,0.49,0.51,0.53,0.01,0.02,72887.8
1775867710.801,10.801,0.54,0.55,0.45,0.46,0.01,0.01,72887.8
1775867711.135,11.135,0.55,0.56,0.42,0.45,0.01,0.03,72888.56
1775867711.819,11.819,0.6,0.61,0.39,0.41,0.01,0.02,72888.56
1775867712.159,12.159,0.6,0.61,0.39,0.4,0.01,0.01,72889.45
1775867712.551,12.551,0.6,0.61,0.39,0.4,0.01,0.01,72889.45
1775867713.351,13.351,0.6,0.61,0.39,0.4,0.01,0.01,72894.28
1775867713.702,13.702,0.6,0.61,0.39,0.4,0.01,0.01,72894.28
1775867714.179,14.179,0.6,0.61,0.39,0.4,0.01,0.01,72898.45
1775867714.548,14.548,0.6,0.61,0.39,0.4,0.01,0.01,72898.45
1775867714.907,14.907,0.6,0.61,0.39,0.4,0.01,0.01,72898.45
1775867715.247,15.247,0.6,0.61,0.39,0.4,0.01,0.01,72898.57
1775867715.647,15.647,0.61,0.62,0.38,0.39,0.01,0.01,72898.57
