timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775823900.53,0.53,0.46,0.47,0.53,0.54,0.01,0.01,72131.15
1775823901.031,1.031,0.46,0.47,0.53,0.54,0.01,0.01,72131.15
1775823901.403,1.403,0.44,0.47,0.53,0.54,0.03,0.01,72131.15
1775823901.765,1.765,0.46,0.47,0.53,0.54,0.01,0.01,72132.07
1775823902.197,2.197,0.46,0.47,0.53,0.54,0.01,0.01,72133.56
1775823902.637,2.637,0.46,0.47,0.53,0.54,0.01,0.01,72133.56
1775823902.99,2.99,0.46,0.47,0.53,0.54,0.01,0.01,72133.56
1775823903.587,3.587,0.47,0.51,0.52,0.54,0.04,0.02,72136.6
1775823904.378,4.378,0.49,0.51,0.52,0.53,0.02,0.01,72136.95
1775823904.812,4.812,0.5,0.53,0.49,0.51,0.03,0.02,72136.95
1775823905.333,5.333,0.5,0.51,0.49,0.5,0.01,0.01,72136.95
1775823905.709,5.709,0.5,0.51,0.49,0.5,0.01,0.01,72136.95
1775823906.143,6.143,0.5,0.51,0.49,0.5,0.01,0.01,72136.8
1775823906.561,6.561,0.5,0.51,0.49,0.5,0.01,0.01,72134.44
1775823906.945,6.945,0.5,0.51,0.49,0.5,0.01,0.01,72134.44
1775823907.31,7.31,0.5,0.51,0.49,0.5,0.01,0.01,72134.32
1775823907.843,7.843,0.5,0.51,0.49,0.5,0.01,0.01,72134.32
1775823908.235,8.235,0.5,0.51,0.49,0.5,0.01,0.01,72134.32
1775823908.902,8.902,0.5,0.51,0.49,0.5,0.01,0.01,72131.86
1775823909.342,9.342,0.5,0.52,0.49,0.5,0.02,0.01,72131.86
1775823909.768,9.768,0.5,0.52,0.48,0.5,0.02,0.02,72130.78
1775823910.646,10.646,0.5,0.51,0.49,0.5,0.01,0.01,72130.9
1775823911.346,11.346,0.51,0.52,0.48,0.49,0.01,0.01,72130.9
1775823911.686,11.686,0.5,0.51,0.49,0.5,0.01,0.01,72130.9
1775823912.138,12.138,0.5,0.51,0.49,0.5,0.01,0.01,72130.8
1775823912.741,12.741,0.5,0.51,0.49,0.5,0.01,0.01,72130.73
1775823913.169,13.169,0.5,0.51,0.49,0.5,0.01,0.01,72130.73
1775823913.664,13.664,0.51,0.52,0.48,0.49,0.01,0.01,72130.73
1775823914.019,14.019,0.51,0.52,0.48,0.49,0.01,0.01,72130.73
1775823914.413,14.413,0.52,0.54,0.47,0.48,0.02,0.01,72130.73
1775823914.801,14.801,0.53,0.54,0.46,0.47,0.01,0.01,72130.73
1775823915.187,15.187,0.53,0.54,0.46,0.47,0.01,0.01,72130.73
1775823915.748,15.748,0.53,0.54,0.46,0.47,0.01,0.01,72131.57
1775823916.424,16.424,0.53,0.54,0.46,0.47,0.01,0.01,72131.57
1775823916.951,16.951,0.53,0.54,0.46,0.47,0.01,0.01,72137.86
1775823917.386,17.386,0.53,0.54,0.46,0.47,0.01,0.01,72137.86
1775823917.72,17.72,0.54,0.56,0.44,0.47,0.02,0.03,72139.79
1775823918.163,18.163,0.54,0.55,0.45,0.46,0.01,0.01,72139.79
1775823918.557,18.557,0.54,0.55,0.45,0.46,0.01,0.01,72139.79
1775823918.89,18.89,0.54,0.55,0.45,0.46,0.01,0.01,72139.76
1775823919.244,19.244,0.54,0.55,0.45,0.46,0.01,0.01,72139.76
1775823919.773,19.773,0.54,0.55,0.45,0.46,0.01,0.01,72141.37
1775823920.24,20.24,0.48,0.49,0.51,0.52,0.01,0.01,72141.37
1775823920.618,20.618,0.48,0.49,0.51,0.52,0.01,0.01,72141.37
1775823920.98,20.98,0.48,0.49,0.51,0.52,0.01,0.01,72140.72
