timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price,btc_oracle_ts
1776323700.727,0.727,0.51,0.52,0.48,0.5,0.01,0.02,74918.08,1776323699000
1776323701.132,1.132,0.51,0.52,0.48,0.49,0.01,0.01,74918.08,1776323699000
1776323701.488,1.488,0.53,0.55,0.45,0.47,0.02,0.02,74918.08,1776323700000
1776323701.834,1.834,0.53,0.54,0.46,0.47,0.01,0.01,74918.08,1776323700000
1776323702.372,2.372,0.53,0.54,0.46,0.47,0.01,0.01,74918.08,1776323701000
1776323702.783,2.783,0.53,0.54,0.46,0.47,0.01,0.01,74918.08,1776323701000
1776323703.12,3.12,0.53,0.54,0.46,0.47,0.01,0.01,74918.57,1776323702000
1776323703.579,3.579,0.56,0.57,0.43,0.45,0.01,0.02,74918.57,1776323702000
1776323703.928,3.928,0.58,0.59,0.41,0.42,0.01,0.01,74918.57,1776323702000
1776323704.364,4.364,0.58,0.59,0.41,0.42,0.01,0.01,74919.07,1776323703000
1776323704.797,4.797,0.58,0.59,0.41,0.42,0.01,0.01,74919.07,1776323703000
1776323705.138,5.138,0.56,0.57,0.42,0.44,0.01,0.02,74919.07,1776323703000
1776323705.647,5.647,0.56,0.57,0.43,0.44,0.01,0.01,74919.07,1776323703000
1776323706.183,6.183,0.58,0.59,0.42,0.43,0.01,0.01,74922.63,1776323704000
1776323706.519,6.519,0.58,0.59,0.41,0.42,0.01,0.01,74925.06,1776323705000
1776323706.938,6.938,0.58,0.59,0.41,0.42,0.01,0.01,74925.06,1776323705000
1776323707.5,7.5,0.59,0.6,0.4,0.41,0.01,0.01,74925.06,1776323705000
1776323707.845,7.845,0.59,0.6,0.4,0.41,0.01,0.01,74925.18,1776323706000
1776323708.264,8.264,0.58,0.6,0.4,0.41,0.02,0.01,74924.59,1776323707000
1776323708.599,8.599,0.59,0.6,0.4,0.42,0.01,0.02,74924.59,1776323707000
1776323709.22,9.22,0.59,0.6,0.4,0.41,0.01,0.01,74924.59,1776323707000
1776323709.603,9.603,0.59,0.6,0.4,0.41,0.01,0.01,74924.59,1776323707000
1776323710.007,10.007,0.59,0.6,0.4,0.41,0.01,0.01,74923.99,1776323708000
1776323710.344,10.344,0.59,0.6,0.4,0.41,0.01,0.01,74923.99,1776323708000
1776323710.711,10.711,0.59,0.6,0.4,0.41,0.01,0.01,74923.99,1776323709000
1776323711.051,11.051,0.59,0.6,0.4,0.41,0.01,0.01,74923.99,1776323709000
1776323711.589,11.589,0.59,0.6,0.4,0.41,0.01,0.01,74924.04,1776323710000
1776323712.203,12.203,0.59,0.6,0.4,0.41,0.01,0.01,74924.71,1776323711000
1776323712.605,12.605,0.59,0.6,0.4,0.41,0.01,0.01,74924.71,1776323711000
1776323713.115,13.115,0.59,0.6,0.4,0.41,0.01,0.01,74924.71,1776323711000
1776323713.499,13.499,0.59,0.6,0.4,0.41,0.01,0.01,74925.58,1776323712000
1776323713.899,13.899,0.59,0.6,0.4,0.41,0.01,0.01,74923.84,1776323713000
1776323714.285,14.285,0.59,0.6,0.4,0.41,0.01,0.01,74923.84,1776323713000
1776323714.687,14.687,0.59,0.6,0.4,0.41,0.01,0.01,74923.84,1776323713000
1776323715.143,15.143,0.6,0.61,0.39,0.4,0.01,0.01,74923.84,1776323713000
1776323715.519,15.519,0.6,0.61,0.39,0.4,0.01,0.01,74925.4,1776323714000
1776323715.897,15.897,0.6,0.61,0.39,0.4,0.01,0.01,74925.4,1776323714000
1776323716.282,16.282,0.6,0.61,0.39,0.4,0.01,0.01,74924.27,1776323715000
1776323716.774,16.774,0.6,0.61,0.39,0.4,0.01,0.01,74924.27,1776323715000
1776323717.339,17.339,0.6,0.61,0.39,0.4,0.01,0.01,74925.59,1776323716000
1776323717.813,17.813,0.6,0.61,0.39,0.4,0.01,0.01,74925.59,1776323716000
1776323718.208,18.208,0.6,0.61,0.39,0.4,0.01,0.01,74925.59,1776323717000
1776323718.872,18.872,0.6,0.61,0.39,0.4,0.01,0.01,74925.59,1776323717000
1776323719.339,19.339,0.6,0.61,0.39,0.4,0.01,0.01,74925.59,1776323718000
1776323719.925,19.925,0.6,0.61,0.39,0.4,0.01,0.01,74925.59,1776323718000
1776323720.265,20.265,0.6,0.61,0.39,0.4,0.01,0.01,74926.97,1776323719000
1776323720.771,20.771,0.61,0.62,0.38,0.4,0.01,0.02,74926.97,1776323719000
1776323721.222,21.222,0.61,0.62,0.38,0.39,0.01,0.01,74926.97,1776323719000
1776323721.601,21.601,0.61,0.62,0.38,0.39,0.01,0.01,74926.22,1776323720000
1776323721.949,21.949,0.61,0.62,0.38,0.39,0.01,0.01,74925.77,1776323721000
1776323722.334,22.334,0.6,0.62,0.38,0.44,0.02,0.06,74925.77,1776323721000
1776323722.752,22.752,0.58,0.59,0.41,0.44,0.01,0.03,74925.77,1776323721000
1776323723.132,23.132,0.58,0.59,0.41,0.42,0.01,0.01,74925.58,1776323722000
1776323723.589,23.589,0.58,0.59,0.41,0.42,0.01,0.01,74925.58,1776323722000
1776323723.93,23.93,0.58,0.59,0.41,0.42,0.01,0.01,74925.58,1776323722000
1776323724.278,24.278,0.58,0.59,0.41,0.42,0.01,0.01,74925.58,1776323722000
1776323724.759,24.759,0.58,0.59,0.41,0.42,0.01,0.01,74925.58,1776323722000
1776323725.172,25.172,0.58,0.59,0.41,0.42,0.01,0.01,74925.71,1776323723000
1776323725.681,25.681,0.58,0.59,0.41,0.42,0.01,0.01,74925.71,1776323723000
