timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775835000.579,0.579,0.51,0.52,0.48,0.49,0.01,0.01,72811.03
1775835001.011,1.011,0.51,0.52,0.48,0.49,0.01,0.01,72811.03
1775835001.364,1.364,0.51,0.52,0.48,0.49,0.01,0.01,72811.64
1775835002.084,2.084,0.51,0.52,0.48,0.49,0.01,0.01,72811.64
1775835002.438,2.438,0.51,0.52,0.48,0.49,0.01,0.01,72812.44
1775835002.91,2.91,0.51,0.52,0.48,0.49,0.01,0.01,72812.44
1775835003.347,3.347,0.5,0.52,0.48,0.5,0.02,0.02,72812.44
1775835003.701,3.701,0.5,0.51,0.49,0.5,0.01,0.01,72812.44
1775835004.09,4.09,0.5,0.51,0.49,0.5,0.01,0.01,72812.44
1775835004.511,4.511,0.5,0.51,0.49,0.5,0.01,0.01,72815.01
1775835004.887,4.887,0.51,0.52,0.48,0.49,0.01,0.01,72815.01
1775835005.232,5.232,0.51,0.52,0.48,0.49,0.01,0.01,72815.01
1775835005.613,5.613,0.53,0.54,0.46,0.47,0.01,0.01,72819.3
1775835005.95,5.95,0.53,0.54,0.46,0.47,0.01,0.01,72819.3
1775835006.294,6.294,0.53,0.54,0.46,0.47,0.01,0.01,72819.3
1775835006.675,6.675,0.53,0.54,0.46,0.47,0.01,0.01,72823.54
1775835007.047,7.047,0.54,0.55,0.45,0.46,0.01,0.01,72832.73
1775835007.404,7.404,0.54,0.55,0.45,0.46,0.01,0.01,72832.73
1775835007.777,7.777,0.55,0.56,0.44,0.46,0.01,0.02,72832.73
1775835008.116,8.116,0.55,0.56,0.44,0.45,0.01,0.01,72832.16
1775835008.458,8.458,0.56,0.6,0.4,0.44,0.04,0.04,72832.16
1775835008.794,8.794,0.59,0.62,0.38,0.41,0.03,0.03,72832.16
1775835009.134,9.134,0.59,0.6,0.4,0.41,0.01,0.01,72832.14
1775835009.479,9.479,0.58,0.6,0.4,0.43,0.02,0.03,72832.14
1775835009.835,9.835,0.59,0.6,0.4,0.41,0.01,0.01,72832.14
1775835010.183,10.183,0.59,0.6,0.4,0.41,0.01,0.01,72832.14
1775835010.52,10.52,0.59,0.6,0.4,0.41,0.01,0.01,72848.13
1775835010.857,10.857,0.59,0.6,0.4,0.41,0.01,0.01,72848.13
