timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price,btc_oracle_ts
1777249500.533,0.533,0.5,0.51,0.49,0.5,0.01,0.01,78563.14,1777249499000
1777249500.93,0.93,0.51,0.54,0.47,0.5,0.03,0.03,78563.14,1777249499000
1777249501.32,1.32,0.52,0.53,0.47,0.48,0.01,0.01,78563.36,1777249500000
1777249501.682,1.682,0.52,0.53,0.47,0.48,0.01,0.01,78563.36,1777249500000
1777249502.166,2.166,0.52,0.53,0.47,0.48,0.01,0.01,78563.36,1777249500000
1777249502.549,2.549,0.52,0.53,0.47,0.48,0.01,0.01,78564.4,1777249501000
1777249503.334,3.334,0.54,0.55,0.45,0.46,0.01,0.01,78564.4,1777249501000
1777249503.695,3.695,0.53,0.54,0.46,0.47,0.01,0.01,78567.48,1777249502000
1777249504.129,4.129,0.53,0.54,0.46,0.47,0.01,0.01,78567.48,1777249503000
1777249504.608,4.608,0.53,0.54,0.46,0.47,0.01,0.01,78567.48,1777249503000
1777249505.215,5.215,0.54,0.55,0.45,0.47,0.01,0.02,78567.48,1777249503000
1777249505.549,5.549,0.53,0.55,0.45,0.46,0.02,0.01,78567.31,1777249504000
1777249506.483,6.483,0.52,0.54,0.45,0.47,0.02,0.02,78567.31,1777249505000
1777249506.909,6.909,0.53,0.54,0.46,0.47,0.01,0.01,78567.31,1777249505000
1777249507.249,7.249,0.53,0.54,0.46,0.47,0.01,0.01,78567.27,1777249506000
1777249508.191,8.191,0.53,0.54,0.46,0.47,0.01,0.01,78567.27,1777249506000
1777249508.704,8.704,0.53,0.54,0.46,0.47,0.01,0.01,78566.74,1777249507000
1777249509.108,9.108,0.53,0.54,0.46,0.47,0.01,0.01,78566.69,1777249508000
1777249509.484,9.484,0.52,0.53,0.46,0.48,0.01,0.02,78566.69,1777249508000
1777249510.129,10.129,0.52,0.53,0.47,0.48,0.01,0.01,78566.69,1777249508000
1777249510.551,10.551,0.51,0.53,0.47,0.48,0.02,0.01,78567.02,1777249509000
1777249511.255,11.255,0.51,0.52,0.48,0.49,0.01,0.01,78567.02,1777249509000
1777249511.923,11.923,0.51,0.52,0.48,0.49,0.01,0.01,78567.1,1777249510000
1777249512.472,12.472,0.51,0.52,0.48,0.49,0.01,0.01,78567.1,1777249510000
1777249513.164,13.164,0.51,0.52,0.48,0.49,0.01,0.01,78566.01,1777249511000
1777249513.579,13.579,0.51,0.52,0.48,0.49,0.01,0.01,78566.01,1777249512000
1777249513.973,13.973,0.5,0.51,0.48,0.49,0.01,0.01,78566.01,1777249512000
1777249514.399,14.399,0.5,0.51,0.49,0.5,0.01,0.01,78566.01,1777249513000
1777249514.755,14.755,0.49,0.5,0.49,0.51,0.01,0.02,78566.01,1777249513000
1777249515.387,15.387,0.49,0.5,0.5,0.51,0.01,0.01,78566.01,1777249514000
1777249515.732,15.732,0.46,0.49,0.5,0.53,0.03,0.03,78566.01,1777249514000
1777249516.068,16.068,0.46,0.47,0.51,0.54,0.01,0.03,78566.01,1777249514000
1777249516.425,16.425,0.46,0.47,0.53,0.54,0.01,0.01,78565.99,1777249515000
1777249516.768,16.768,0.46,0.47,0.53,0.54,0.01,0.01,78565.99,1777249515000
1777249517.586,17.586,0.46,0.47,0.53,0.54,0.01,0.01,78564.83,1777249516000
1777249518.177,18.177,0.46,0.47,0.53,0.54,0.01,0.01,78564.83,1777249516000
1777249518.536,18.536,0.46,0.47,0.53,0.54,0.01,0.01,78559.47,1777249517000
1777249519.485,19.485,0.46,0.47,0.53,0.54,0.01,0.01,78556.68,1777249518000
1777249519.853,19.853,0.46,0.47,0.53,0.54,0.01,0.01,78556.68,1777249518000
1777249520.677,20.677,0.45,0.46,0.54,0.55,0.01,0.01,78558.18,1777249519000
1777249521.238,21.238,0.45,0.46,0.54,0.55,0.01,0.01,78558.17,1777249520000
1777249521.717,21.717,0.45,0.46,0.54,0.55,0.01,0.01,78558.17,1777249520000
1777249522.515,22.515,0.45,0.46,0.54,0.55,0.01,0.01,78558.17,1777249521000
1777249523.084,23.084,0.45,0.46,0.54,0.55,0.01,0.01,78557.37,1777249522000
1777249523.637,23.637,0.45,0.46,0.54,0.55,0.01,0.01,78557.37,1777249522000
1777249524.182,24.182,0.45,0.46,0.54,0.55,0.01,0.01,78558.2,1777249523000
1777249524.678,24.678,0.45,0.46,0.54,0.55,0.01,0.01,78558.2,1777249523000
1777249525.104,25.104,0.39,0.41,0.59,0.6,0.02,0.01,78558.2,1777249523000
1777249525.489,25.489,0.39,0.4,0.6,0.61,0.01,0.01,78558.2,1777249523000
1777249525.902,25.902,0.39,0.4,0.6,0.61,0.01,0.01,78554.91,1777249524000
1777249526.252,26.252,0.39,0.4,0.6,0.61,0.01,0.01,78554.91,1777249524000
1777249526.672,26.672,0.39,0.4,0.6,0.61,0.01,0.01,78553.57,1777249525000
1777249527.13,27.13,0.39,0.4,0.6,0.61,0.01,0.01,78553.57,1777249526000
1777249528.095,28.095,0.39,0.4,0.6,0.61,0.01,0.01,78547.66,1777249527000
1777249528.497,28.497,0.39,0.4,0.6,0.61,0.01,0.01,78547.66,1777249527000
1777249528.941,28.941,0.39,0.4,0.6,0.61,0.01,0.01,78547.66,1777249527000
1777249529.329,29.329,0.39,0.4,0.6,0.61,0.01,0.01,78547.66,1777249527000
1777249529.694,29.694,0.39,0.4,0.6,0.61,0.01,0.01,78549.57,1777249528000
1777249530.107,30.107,0.35,0.36,0.61,0.67,0.01,0.06,78549.57,1777249528000
1777249530.45,30.45,0.34,0.35,0.65,0.66,0.01,0.01,78548.85,1777249529000
1777249530.805,30.805,0.32,0.34,0.65,0.68,0.02,0.03,78548.85,1777249529000
1777249531.285,31.285,0.32,0.33,0.67,0.68,0.01,0.01,78547.43,1777249530000
1777249531.619,31.619,0.33,0.35,0.66,0.67,0.02,0.01,78547.43,1777249530000
1777249531.989,31.989,0.33,0.34,0.66,0.67,0.01,0.01,78547.43,1777249530000
1777249532.371,32.371,0.33,0.34,0.66,0.67,0.01,0.01,78540.95,1777249531000
1777249532.817,32.817,0.34,0.35,0.65,0.66,0.01,0.01,78540.95,1777249531000
1777249533.213,33.213,0.33,0.35,0.65,0.67,0.02,0.02,78540.95,1777249531000
1777249533.601,33.601,0.33,0.34,0.66,0.67,0.01,0.01,78533.83,1777249532000
1777249533.98,33.98,0.33,0.34,0.66,0.67,0.01,0.01,78533.83,1777249532000
1777249534.523,34.523,0.31,0.32,0.68,0.69,0.01,0.01,78534.19,1777249533000
1777249535.002,35.002,0.31,0.32,0.68,0.69,0.01,0.01,78532.92,1777249534000
1777249535.337,35.337,0.31,0.32,0.68,0.69,0.01,0.01,78532.92,1777249534000
1777249535.743,35.743,0.31,0.32,0.68,0.69,0.01,0.01,78532.92,1777249534000
1777249536.374,36.374,0.31,0.32,0.68,0.69,0.01,0.01,78532.38,1777249535000
1777249536.937,36.937,0.31,0.32,0.68,0.69,0.01,0.01,78532.22,1777249536000
