timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775806800.622,0.622,0.57,0.59,0.37,0.42,0.02,0.05,71719.12
1775806801.017,1.017,0.56,0.57,0.42,0.44,0.01,0.02,71719.12
1775806801.368,1.368,0.56,0.57,0.42,0.44,0.01,0.02,71719.12
1775806801.714,1.714,0.55,0.56,0.44,0.45,0.01,0.01,71719.12
1775806802.221,2.221,0.53,0.54,0.45,0.47,0.01,0.02,71719.12
1775806802.575,2.575,0.5,0.52,0.48,0.5,0.02,0.02,71719.12
1775806802.919,2.919,0.48,0.51,0.49,0.53,0.03,0.04,71719.65
1775806803.305,3.305,0.46,0.47,0.52,0.54,0.01,0.02,71720.07
1775806803.64,3.64,0.44,0.46,0.54,0.57,0.02,0.03,71720.07
1775806804.046,4.046,0.49,0.5,0.5,0.51,0.01,0.01,71720.07
1775806804.456,4.456,0.47,0.48,0.52,0.53,0.01,0.01,71720.07
1775806805.036,5.036,0.48,0.49,0.5,0.52,0.01,0.02,71711.93
1775806805.48,5.48,0.46,0.47,0.53,0.55,0.01,0.02,71711.93
1775806805.938,5.938,0.46,0.47,0.53,0.54,0.01,0.01,71708.85
1775806806.363,6.363,0.46,0.47,0.53,0.55,0.01,0.02,71709.25
1775806806.707,6.707,0.45,0.46,0.53,0.55,0.01,0.02,71709.25
1775806807.213,7.213,0.44,0.45,0.54,0.58,0.01,0.04,71709.25
1775806807.552,7.552,0.44,0.45,0.55,0.56,0.01,0.01,71709.25
1775806807.89,7.89,0.49,0.5,0.5,0.51,0.01,0.01,71709.31
1775806808.229,8.229,0.52,0.53,0.47,0.48,0.01,0.01,71709.31
1775806808.593,8.593,0.54,0.55,0.46,0.47,0.01,0.01,71710.65
1775806808.994,8.994,0.54,0.55,0.45,0.46,0.01,0.01,71710.65
1775806809.419,9.419,0.54,0.55,0.45,0.46,0.01,0.01,71710.65
1775806809.758,9.758,0.54,0.55,0.45,0.46,0.01,0.01,71710.65
1775806810.183,10.183,0.54,0.55,0.45,0.46,0.01,0.01,71721.61
1775806810.678,10.678,0.54,0.55,0.45,0.46,0.01,0.01,71721.61
1775806811.033,11.033,0.54,0.55,0.45,0.46,0.01,0.01,71721.61
1775806811.398,11.398,0.54,0.55,0.45,0.46,0.01,0.01,71724.08
1775806811.75,11.75,0.54,0.55,0.45,0.46,0.01,0.01,71724.08
1775806812.09,12.09,0.56,0.57,0.43,0.45,0.01,0.02,71724.08
1775806812.479,12.479,0.56,0.57,0.43,0.44,0.01,0.01,71724.08
1775806813.004,13.004,0.56,0.57,0.43,0.44,0.01,0.01,71724.08
1775806813.417,13.417,0.56,0.57,0.43,0.44,0.01,0.01,71724.08
1775806814.234,14.234,0.56,0.57,0.43,0.44,0.01,0.01,71724.08
1775806814.588,14.588,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806814.943,14.943,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806815.448,15.448,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806815.922,15.922,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806816.357,16.357,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806816.861,16.861,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806817.255,17.255,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806817.681,17.681,0.56,0.57,0.43,0.44,0.01,0.01,71728.76
1775806818.03,18.03,0.55,0.56,0.43,0.45,0.01,0.02,71728.76
1775806818.368,18.368,0.55,0.56,0.44,0.45,0.01,0.01,71728.76
1775806818.762,18.762,0.55,0.56,0.44,0.45,0.01,0.01,71728.76
1775806819.21,19.21,0.55,0.56,0.44,0.45,0.01,0.01,71727.36
1775806819.628,19.628,0.55,0.56,0.44,0.45,0.01,0.01,71727.36
1775806820.028,20.028,0.55,0.56,0.44,0.45,0.01,0.01,71727.36
1775806820.38,20.38,0.55,0.56,0.44,0.45,0.01,0.01,71722.12
1775806820.928,20.928,0.55,0.56,0.44,0.45,0.01,0.01,71722.12
1775806821.263,21.263,0.55,0.56,0.44,0.45,0.01,0.01,71722.12
1775806821.741,21.741,0.55,0.56,0.44,0.45,0.01,0.01,71722.12
1775806822.24,22.24,0.55,0.56,0.44,0.45,0.01,0.01,71722.38
1775806823.233,23.233,0.55,0.57,0.44,0.45,0.02,0.01,71722.38
