timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price,btc_oracle_ts
1776180900.673,0.673,0.52,0.53,0.47,0.48,0.01,0.01,75084.75,1776180899000
1776180901.009,1.009,0.51,0.52,0.48,0.49,0.01,0.01,75084.75,1776180899000
1776180901.485,1.485,0.51,0.52,0.48,0.49,0.01,0.01,75084.75,1776180899000
1776180901.82,1.82,0.51,0.52,0.48,0.49,0.01,0.01,75102.06,1776180900000
1776180902.28,2.28,0.51,0.52,0.48,0.49,0.01,0.01,75117.68,1776180901000
1776180902.794,2.794,0.51,0.52,0.48,0.49,0.01,0.01,75117.68,1776180901000
1776180903.215,3.215,0.51,0.52,0.48,0.49,0.01,0.01,75117.68,1776180901000
1776180903.629,3.629,0.51,0.52,0.48,0.49,0.01,0.01,75117.68,1776180901000
1776180904.254,4.254,0.51,0.52,0.48,0.49,0.01,0.01,75107.99,1776180902000
1776180904.687,4.687,0.51,0.52,0.48,0.49,0.01,0.01,75107.45,1776180903000
1776180905.124,5.124,0.51,0.52,0.48,0.49,0.01,0.01,75107.45,1776180903000
1776180905.459,5.459,0.51,0.52,0.48,0.49,0.01,0.01,75107.45,1776180903000
1776180905.94,5.94,0.51,0.52,0.48,0.49,0.01,0.01,75107.57,1776180904000
1776180906.33,6.33,0.51,0.52,0.48,0.49,0.01,0.01,75107.57,1776180905000
1776180906.849,6.849,0.51,0.52,0.48,0.49,0.01,0.01,75107.57,1776180905000
1776180907.312,7.312,0.51,0.52,0.48,0.49,0.01,0.01,75107.57,1776180905000
1776180907.667,7.667,0.51,0.52,0.48,0.49,0.01,0.01,75107.09,1776180906000
1776180908.05,8.05,0.51,0.52,0.48,0.49,0.01,0.01,75107.09,1776180906000
1776180909.107,9.107,0.51,0.52,0.48,0.49,0.01,0.01,75107.03,1776180907000
1776180909.447,9.447,0.46,0.5,0.5,0.54,0.04,0.04,75107.03,1776180907000
1776180909.785,9.785,0.44,0.45,0.55,0.56,0.01,0.01,75106.81,1776180908000
1776180910.234,10.234,0.44,0.45,0.55,0.56,0.01,0.01,75106.81,1776180908000
1776180910.63,10.63,0.44,0.46,0.55,0.56,0.02,0.01,75097.58,1776180909000
1776180911.034,11.034,0.44,0.45,0.55,0.56,0.01,0.01,75097.58,1776180909000
1776180911.379,11.379,0.44,0.45,0.55,0.56,0.01,0.01,75097.58,1776180909000
1776180911.741,11.741,0.44,0.45,0.55,0.56,0.01,0.01,75097.58,1776180909000
1776180912.281,12.281,0.44,0.45,0.55,0.56,0.01,0.01,75086.32,1776180910000
1776180912.977,12.977,0.44,0.45,0.55,0.56,0.01,0.01,75086.79,1776180911000
1776180913.461,13.461,0.44,0.45,0.55,0.56,0.01,0.01,75084.2,1776180912000
1776180913.798,13.798,0.44,0.45,0.55,0.56,0.01,0.01,75084.2,1776180912000
1776180914.196,14.196,0.44,0.45,0.55,0.56,0.01,0.01,75084.2,1776180912000
1776180914.671,14.671,0.43,0.44,0.55,0.56,0.01,0.01,75081.46,1776180913000
1776180915.089,15.089,0.43,0.44,0.56,0.57,0.01,0.01,75081.5,1776180914000
1776180915.441,15.441,0.43,0.44,0.56,0.57,0.01,0.01,75081.5,1776180914000
1776180915.981,15.981,0.43,0.44,0.56,0.57,0.01,0.01,75081.5,1776180914000
1776180916.412,16.412,0.45,0.46,0.54,0.56,0.01,0.02,75083.98,1776180915000
1776180916.787,16.787,0.47,0.48,0.52,0.53,0.01,0.01,75083.98,1776180915000
1776180917.163,17.163,0.48,0.5,0.5,0.52,0.02,0.02,75083.49,1776180916000
1776180917.545,17.545,0.48,0.49,0.51,0.52,0.01,0.01,75083.49,1776180916000
1776180918.083,18.083,0.48,0.5,0.5,0.52,0.02,0.02,75094.38,1776180917000
1776180918.437,18.437,0.49,0.5,0.5,0.51,0.01,0.01,75094.38,1776180917000
1776180918.859,18.859,0.49,0.5,0.5,0.51,0.01,0.01,75094.38,1776180917000
1776180919.206,19.206,0.49,0.51,0.5,0.51,0.02,0.01,75098.11,1776180918000
1776180919.614,19.614,0.49,0.5,0.49,0.51,0.01,0.02,75098.11,1776180918000
1776180920.037,20.037,0.49,0.5,0.5,0.51,0.01,0.01,75100.6,1776180919000
1776180920.385,20.385,0.5,0.51,0.49,0.51,0.01,0.02,75100.6,1776180919000
1776180920.77,20.77,0.5,0.51,0.49,0.5,0.01,0.01,75100.6,1776180919000
1776180921.11,21.11,0.5,0.51,0.49,0.5,0.01,0.01,75100.6,1776180919000
1776180921.862,21.862,0.5,0.51,0.49,0.5,0.01,0.01,75103.38,1776180920000
1776180922.199,22.199,0.5,0.51,0.49,0.5,0.01,0.01,75103.38,1776180920000
1776180922.769,22.769,0.5,0.51,0.49,0.5,0.01,0.01,75103.36,1776180921000
1776180923.126,23.126,0.49,0.5,0.49,0.51,0.01,0.02,75103.36,1776180921000
1776180923.857,23.857,0.49,0.51,0.5,0.51,0.02,0.01,75103.42,1776180922000
1776180924.201,24.201,0.51,0.53,0.47,0.49,0.02,0.02,75103.28,1776180923000
1776180924.534,24.534,0.51,0.53,0.46,0.49,0.02,0.03,75103.28,1776180923000
1776180924.886,24.886,0.54,0.55,0.45,0.46,0.01,0.01,75103.28,1776180923000
1776180925.234,25.234,0.56,0.57,0.42,0.44,0.01,0.02,75109.78,1776180924000
1776180925.587,25.587,0.56,0.57,0.43,0.44,0.01,0.01,75109.78,1776180924000
1776180925.937,25.937,0.58,0.6,0.42,0.44,0.02,0.02,75109.78,1776180924000
1776180926.373,26.373,0.57,0.58,0.42,0.43,0.01,0.01,75115.49,1776180925000
1776180926.719,26.719,0.57,0.58,0.42,0.43,0.01,0.01,75115.49,1776180925000
1776180927.058,27.058,0.59,0.6,0.4,0.41,0.01,0.01,75115.49,1776180925000
1776180927.42,27.42,0.6,0.64,0.37,0.41,0.04,0.04,75124.6,1776180926000
1776180927.773,27.773,0.62,0.63,0.37,0.38,0.01,0.01,75124.6,1776180926000
1776180928.124,28.124,0.62,0.63,0.37,0.38,0.01,0.01,75124.6,1776180926000
1776180928.696,28.696,0.63,0.64,0.36,0.37,0.01,0.01,75137.34,1776180927000
1776180929.036,29.036,0.63,0.64,0.36,0.37,0.01,0.01,75137.34,1776180927000
1776180929.404,29.404,0.63,0.64,0.36,0.37,0.01,0.01,75144.46,1776180928000
1776180929.739,29.739,0.64,0.65,0.36,0.37,0.01,0.01,75144.46,1776180928000
1776180930.09,30.09,0.64,0.65,0.35,0.36,0.01,0.01,75144.46,1776180928000
1776180930.427,30.427,0.64,0.65,0.35,0.36,0.01,0.01,75144.46,1776180928000
1776180930.796,30.796,0.63,0.64,0.36,0.37,0.01,0.01,75148.37,1776180929000
1776180931.15,31.15,0.63,0.64,0.36,0.37,0.01,0.01,75147.44,1776180930000
1776180931.57,31.57,0.67,0.68,0.32,0.36,0.01,0.04,75147.44,1776180930000
1776180932.003,32.003,0.67,0.68,0.32,0.34,0.01,0.02,75147.44,1776180930000
1776180932.36,32.36,0.68,0.69,0.32,0.33,0.01,0.01,75148.39,1776180931000
1776180932.814,32.814,0.67,0.68,0.32,0.33,0.01,0.01,75148.39,1776180931000
1776180933.279,33.279,0.68,0.69,0.31,0.32,0.01,0.01,75148.39,1776180931000
1776180933.615,33.615,0.68,0.69,0.31,0.32,0.01,0.01,75160.8,1776180932000
1776180934.13,34.13,0.68,0.69,0.31,0.32,0.01,0.01,75160.8,1776180932000
1776180934.492,34.492,0.68,0.69,0.31,0.32,0.01,0.01,75164.25,1776180933000
1776180934.849,34.849,0.68,0.69,0.31,0.32,0.01,0.01,75164.25,1776180933000
1776180935.237,35.237,0.68,0.69,0.31,0.32,0.01,0.01,75163.37,1776180934000
1776180935.572,35.572,0.68,0.69,0.31,0.32,0.01,0.01,75163.37,1776180934000
1776180935.998,35.998,0.71,0.72,0.28,0.29,0.01,0.01,75163.37,1776180934000
1776180936.387,36.387,0.71,0.72,0.28,0.29,0.01,0.01,75165.68,1776180935000
1776180936.771,36.771,0.71,0.72,0.28,0.29,0.01,0.01,75165.68,1776180935000
1776180937.194,37.194,0.71,0.72,0.28,0.29,0.01,0.01,75165.68,1776180935000
1776180937.536,37.536,0.71,0.72,0.28,0.29,0.01,0.01,75167.43,1776180936000
1776180937.871,37.871,0.71,0.72,0.28,0.29,0.01,0.01,75167.43,1776180936000
1776180938.46,38.46,0.72,0.73,0.27,0.28,0.01,0.01,75168.73,1776180937000
1776180938.879,38.879,0.72,0.73,0.27,0.28,0.01,0.01,75168.73,1776180937000
1776180939.215,39.215,0.72,0.73,0.27,0.28,0.01,0.01,75170.55,1776180938000
1776180939.592,39.592,0.73,0.74,0.26,0.28,0.01,0.02,75170.55,1776180938000
1776180939.963,39.963,0.72,0.73,0.27,0.28,0.01,0.01,75170.55,1776180938000
1776180940.297,40.297,0.72,0.73,0.27,0.28,0.01,0.01,75170.53,1776180939000
1776180940.643,40.643,0.72,0.73,0.27,0.28,0.01,0.01,75170.53,1776180939000
1776180940.982,40.982,0.72,0.73,0.27,0.28,0.01,0.01,75170.53,1776180939000
1776180941.373,41.373,0.72,0.73,0.27,0.28,0.01,0.01,75172.61,1776180940000
1776180941.86,41.86,0.72,0.73,0.27,0.28,0.01,0.01,75172.86,1776180941000
1776180942.527,42.527,0.72,0.73,0.27,0.28,0.01,0.01,75172.86,1776180941000
1776180942.952,42.952,0.71,0.72,0.28,0.29,0.01,0.01,75172.86,1776180941000
1776180943.287,43.287,0.71,0.72,0.28,0.29,0.01,0.01,75172.55,1776180942000
1776180943.696,43.696,0.72,0.73,0.27,0.29,0.01,0.02,75172.55,1776180942000
1776180944.149,44.149,0.72,0.73,0.27,0.28,0.01,0.01,75172.55,1776180942000
1776180944.51,44.51,0.72,0.73,0.27,0.28,0.01,0.01,75172.34,1776180943000
1776180944.883,44.883,0.73,0.74,0.26,0.27,0.01,0.01,75172.34,1776180943000
1776180945.233,45.233,0.73,0.74,0.26,0.27,0.01,0.01,75172.34,1776180943000
1776180945.567,45.567,0.73,0.74,0.26,0.27,0.01,0.01,75172.34,1776180943000
1776180945.983,45.983,0.73,0.74,0.26,0.27,0.01,0.01,75169.6,1776180944000
1776180946.54,46.54,0.73,0.74,0.26,0.27,0.01,0.01,75169.6,1776180944000
1776180946.901,46.901,0.73,0.74,0.26,0.27,0.01,0.01,75172.19,1776180945000
1776180947.285,47.285,0.73,0.74,0.26,0.27,0.01,0.01,75172.19,1776180945000
1776180947.945,47.945,0.73,0.74,0.26,0.27,0.01,0.01,75171.89,1776180946000
1776180948.293,48.293,0.74,0.76,0.24,0.26,0.02,0.02,75171.81,1776180947000
1776180948.63,48.63,0.76,0.77,0.23,0.24,0.01,0.01,75171.81,1776180947000
1776180948.987,48.987,0.76,0.77,0.23,0.24,0.01,0.01,75171.81,1776180947000
1776180949.492,49.492,0.76,0.77,0.23,0.24,0.01,0.01,75171.81,1776180947000
1776180949.855,49.855,0.76,0.77,0.23,0.24,0.01,0.01,75173.12,1776180948000
1776180950.228,50.228,0.75,0.76,0.24,0.25,0.01,0.01,75173.12,1776180948000
1776180950.582,50.582,0.75,0.76,0.24,0.25,0.01,0.01,75177.64,1776180949000
1776180951.049,51.049,0.75,0.76,0.24,0.25,0.01,0.01,75178.33,1776180950000
1776180951.443,51.443,0.75,0.76,0.24,0.25,0.01,0.01,75178.33,1776180950000
1776180951.872,51.872,0.75,0.76,0.24,0.25,0.01,0.01,75178.33,1776180950000
1776180952.339,52.339,0.75,0.76,0.24,0.25,0.01,0.01,75178.33,1776180950000
1776180952.834,52.834,0.75,0.76,0.24,0.25,0.01,0.01,75179.69,1776180951000
1776180953.244,53.244,0.75,0.76,0.24,0.25,0.01,0.01,75179.69,1776180951000
1776180953.769,53.769,0.74,0.75,0.24,0.26,0.01,0.02,75177.43,1776180952000
1776180954.205,54.205,0.74,0.75,0.25,0.26,0.01,0.01,75177.43,1776180952000
1776180954.564,54.564,0.74,0.75,0.25,0.26,0.01,0.01,75177.43,1776180952000
1776180955.186,55.186,0.74,0.75,0.25,0.26,0.01,0.01,75179.51,1776180953000
1776180955.569,55.569,0.74,0.75,0.25,0.3,0.01,0.05,75177.05,1776180954000
1776180955.984,55.984,0.74,0.75,0.25,0.26,0.01,0.01,75177.05,1776180954000
1776180956.364,56.364,0.74,0.75,0.25,0.26,0.01,0.01,75176.64,1776180955000
1776180956.702,56.702,0.74,0.75,0.25,0.26,0.01,0.01,75176.64,1776180955000
1776180957.085,57.085,0.74,0.75,0.25,0.26,0.01,0.01,75176.64,1776180955000
1776180957.43,57.43,0.74,0.75,0.25,0.26,0.01,0.01,75176.64,1776180955000
1776180957.781,57.781,0.74,0.75,0.25,0.26,0.01,0.01,75176.64,1776180956000
1776180958.146,58.146,0.74,0.75,0.25,0.26,0.01,0.01,75176.64,1776180956000
1776180958.484,58.484,0.74,0.75,0.25,0.26,0.01,0.01,75177.23,1776180957000
1776180958.817,58.817,0.74,0.75,0.25,0.26,0.01,0.01,75177.23,1776180957000
1776180959.202,59.202,0.74,0.75,0.25,0.26,0.01,0.01,75178.41,1776180958000
1776180959.628,59.628,0.73,0.75,0.25,0.26,0.02,0.01,75178.41,1776180958000
1776180959.974,59.974,0.71,0.73,0.28,0.29,0.02,0.01,75178.41,1776180958000
1776180960.375,60.375,0.71,0.72,0.28,0.29,0.01,0.01,75178.41,1776180958000
1776180960.758,60.758,0.7,0.72,0.28,0.29,0.02,0.01,75182.8,1776180959000
1776180961.154,61.154,0.7,0.71,0.29,0.3,0.01,0.01,75182.8,1776180959000
1776180961.533,61.533,0.7,0.71,0.29,0.3,0.01,0.01,75180.36,1776180960000
1776180962.224,62.224,0.69,0.7,0.3,0.32,0.01,0.02,75180.36,1776180960000
1776180962.565,62.565,0.69,0.7,0.3,0.32,0.01,0.02,75175.44,1776180961000
1776180962.903,62.903,0.69,0.7,0.3,0.31,0.01,0.01,75175.44,1776180961000
1776180963.3,63.3,0.68,0.69,0.31,0.32,0.01,0.01,75175.44,1776180961000
1776180963.758,63.758,0.68,0.69,0.31,0.32,0.01,0.01,75156.44,1776180962000
1776180964.123,64.123,0.67,0.68,0.32,0.33,0.01,0.01,75156.44,1776180962000
1776180964.527,64.527,0.67,0.68,0.32,0.33,0.01,0.01,75158.59,1776180963000
1776180964.862,64.862,0.67,0.68,0.32,0.33,0.01,0.01,75158.59,1776180963000
1776180965.232,65.232,0.67,0.68,0.32,0.33,0.01,0.01,75158.59,1776180963000
1776180965.565,65.565,0.67,0.68,0.32,0.33,0.01,0.01,75159.15,1776180964000
1776180966.004,66.004,0.67,0.68,0.32,0.33,0.01,0.01,75159.15,1776180964000
1776180966.34,66.34,0.67,0.68,0.32,0.33,0.01,0.01,75159.25,1776180965000
1776180966.702,66.702,0.67,0.68,0.32,0.33,0.01,0.01,75159.25,1776180965000
1776180967.124,67.124,0.67,0.68,0.32,0.33,0.01,0.01,75159.28,1776180966000
1776180967.815,67.815,0.67,0.68,0.32,0.33,0.01,0.01,75159.28,1776180966000
1776180968.205,68.205,0.66,0.67,0.32,0.35,0.01,0.03,75160.23,1776180967000
1776180968.585,68.585,0.66,0.67,0.33,0.34,0.01,0.01,75160.23,1776180967000
1776180968.921,68.921,0.66,0.67,0.33,0.34,0.01,0.01,75160.23,1776180967000
1776180969.349,69.349,0.66,0.67,0.33,0.34,0.01,0.01,75157.64,1776180968000
1776180969.737,69.737,0.66,0.67,0.33,0.34,0.01,0.01,75157.64,1776180968000
1776180970.105,70.105,0.66,0.67,0.33,0.34,0.01,0.01,75157.64,1776180968000
1776180970.607,70.607,0.66,0.67,0.33,0.34,0.01,0.01,75150.07,1776180969000
1776180970.982,70.982,0.66,0.67,0.33,0.34,0.01,0.01,75150.07,1776180969000
1776180971.451,71.451,0.66,0.67,0.33,0.34,0.01,0.01,75150.04,1776180970000
1776180971.81,71.81,0.66,0.67,0.33,0.34,0.01,0.01,75150.04,1776180970000
1776180972.165,72.165,0.65,0.66,0.34,0.35,0.01,0.01,75149.95,1776180971000
1776180972.644,72.644,0.65,0.66,0.34,0.35,0.01,0.01,75149.95,1776180971000
1776180973.014,73.014,0.63,0.64,0.36,0.37,0.01,0.01,75149.95,1776180971000
1776180973.36,73.36,0.63,0.64,0.36,0.37,0.01,0.01,75151.32,1776180972000
1776180973.698,73.698,0.63,0.64,0.36,0.37,0.01,0.01,75151.32,1776180972000
1776180974.132,74.132,0.64,0.65,0.35,0.36,0.01,0.01,75146.51,1776180973000
1776180974.58,74.58,0.64,0.65,0.35,0.36,0.01,0.01,75146.51,1776180973000
1776180974.948,74.948,0.65,0.66,0.34,0.36,0.01,0.02,75146.51,1776180973000
1776180975.474,75.474,0.65,0.66,0.34,0.35,0.01,0.01,75141.99,1776180974000
1776180975.833,75.833,0.66,0.67,0.33,0.35,0.01,0.02,75141.99,1776180974000
1776180976.264,76.264,0.66,0.68,0.33,0.34,0.02,0.01,75141.99,1776180974000
1776180976.73,76.73,0.67,0.68,0.32,0.33,0.01,0.01,75141.99,1776180974000
1776180977.206,77.206,0.67,0.68,0.32,0.33,0.01,0.01,75141.99,1776180975000
1776180977.601,77.601,0.67,0.68,0.32,0.33,0.01,0.01,75144.53,1776180976000
1776180977.963,77.963,0.67,0.68,0.32,0.35,0.01,0.03,75144.53,1776180976000
1776180978.309,78.309,0.67,0.68,0.32,0.33,0.01,0.01,75146.71,1776180977000
1776180978.722,78.722,0.67,0.68,0.32,0.33,0.01,0.01,75146.71,1776180977000
1776180979.103,79.103,0.67,0.68,0.32,0.33,0.01,0.01,75147.38,1776180978000
1776180979.515,79.515,0.68,0.69,0.32,0.33,0.01,0.01,75147.38,1776180978000
1776180979.883,79.883,0.68,0.69,0.31,0.32,0.01,0.01,75147.38,1776180978000
1776180980.485,80.485,0.68,0.69,0.31,0.32,0.01,0.01,75147.06,1776180979000
1776180980.945,80.945,0.68,0.69,0.31,0.32,0.01,0.01,75147.06,1776180979000
1776180981.29,81.29,0.69,0.7,0.3,0.31,0.01,0.01,75148.3,1776180980000
1776180982.123,82.123,0.69,0.7,0.3,0.31,0.01,0.01,75149.49,1776180981000
1776180982.508,82.508,0.69,0.7,0.3,0.31,0.01,0.01,75149.49,1776180981000
1776180983.027,83.027,0.69,0.7,0.3,0.31,0.01,0.01,75149.49,1776180981000
1776180983.586,83.586,0.69,0.7,0.3,0.31,0.01,0.01,75150.86,1776180982000
1776180984.08,84.08,0.69,0.7,0.3,0.31,0.01,0.01,75150.86,1776180982000
1776180984.446,84.446,0.69,0.7,0.3,0.31,0.01,0.01,75153.28,1776180983000
1776180985.343,85.343,0.69,0.7,0.3,0.31,0.01,0.01,75152.18,1776180984000
1776180985.677,85.677,0.7,0.72,0.28,0.3,0.02,0.02,75152.18,1776180984000
1776180986.245,86.245,0.74,0.75,0.23,0.26,0.01,0.03,75152.66,1776180985000
1776180986.601,86.601,0.74,0.75,0.25,0.26,0.01,0.01,75152.66,1776180985000
1776180987.003,87.003,0.75,0.76,0.24,0.25,0.01,0.01,75152.66,1776180985000
1776180987.352,87.352,0.76,0.77,0.23,0.24,0.01,0.01,75164.54,1776180986000
1776180987.769,87.769,0.76,0.77,0.23,0.24,0.01,0.01,75164.54,1776180986000
1776180988.134,88.134,0.78,0.8,0.2,0.23,0.02,0.03,75164.54,1776180986000
1776180988.658,88.658,0.79,0.8,0.19,0.21,0.01,0.02,75179.54,1776180987000
1776180989.048,89.048,0.79,0.8,0.2,0.21,0.01,0.01,75179.54,1776180987000
1776180989.431,89.431,0.79,0.8,0.2,0.21,0.01,0.01,75190.21,1776180988000
1776180989.779,89.779,0.79,0.8,0.2,0.21,0.01,0.01,75190.21,1776180988000
1776180990.147,90.147,0.79,0.8,0.2,0.21,0.01,0.01,75192.62,1776180989000
