timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price,btc_oracle_ts
1776407400.503,0.503,0.49,0.5,0.5,0.51,0.01,0.01,74815.54,1776407399000
1776407400.848,0.848,0.43,0.48,0.52,0.55,0.05,0.03,74815.54,1776407399000
1776407401.372,1.372,0.42,0.43,0.57,0.59,0.01,0.02,74815.54,1776407399000
1776407401.746,1.746,0.39,0.4,0.57,0.62,0.01,0.05,74814.94,1776407400000
1776407402.092,2.092,0.37,0.4,0.6,0.63,0.03,0.03,74814.94,1776407400000
1776407402.426,2.426,0.37,0.38,0.62,0.63,0.01,0.01,74814.18,1776407401000
1776407402.783,2.783,0.37,0.38,0.62,0.63,0.01,0.01,74814.18,1776407401000
1776407403.189,3.189,0.37,0.38,0.62,0.63,0.01,0.01,74810.06,1776407402000
1776407403.702,3.702,0.37,0.39,0.61,0.63,0.02,0.02,74810.06,1776407402000
1776407404.039,4.039,0.38,0.39,0.61,0.62,0.01,0.01,74810.06,1776407402000
1776407404.428,4.428,0.38,0.39,0.61,0.62,0.01,0.01,74810.06,1776407402000
1776407404.766,4.766,0.38,0.39,0.61,0.62,0.01,0.01,74803.35,1776407403000
1776407405.289,5.289,0.37,0.38,0.62,0.63,0.01,0.01,74803.36,1776407404000
1776407405.723,5.723,0.38,0.4,0.61,0.63,0.02,0.02,74803.36,1776407404000
1776407406.11,6.11,0.38,0.39,0.61,0.62,0.01,0.01,74803.36,1776407404000
1776407406.465,6.465,0.38,0.39,0.61,0.62,0.01,0.01,74803.39,1776407405000
1776407406.989,6.989,0.38,0.39,0.61,0.62,0.01,0.01,74803.39,1776407406000
1776407407.452,7.452,0.38,0.39,0.61,0.62,0.01,0.01,74803.39,1776407406000
1776407407.942,7.942,0.39,0.4,0.61,0.62,0.01,0.01,74803.39,1776407406000
1776407408.603,8.603,0.39,0.4,0.6,0.61,0.01,0.01,74803.18,1776407407000
1776407409.089,9.089,0.39,0.4,0.6,0.61,0.01,0.01,74803.21,1776407408000
1776407409.93,9.93,0.39,0.4,0.6,0.61,0.01,0.01,74803.21,1776407408000
1776407410.723,10.723,0.39,0.4,0.6,0.61,0.01,0.01,74803.2,1776407409000
1776407411.286,11.286,0.39,0.4,0.6,0.61,0.01,0.01,74803.21,1776407410000
1776407411.665,11.665,0.39,0.4,0.6,0.61,0.01,0.01,74803.21,1776407410000
1776407412.175,12.175,0.39,0.4,0.6,0.61,0.01,0.01,74803.21,1776407410000
1776407412.591,12.591,0.39,0.4,0.6,0.61,0.01,0.01,74803.2,1776407411000
1776407413.158,13.158,0.39,0.4,0.6,0.61,0.01,0.01,74803.79,1776407412000
1776407413.797,13.797,0.39,0.4,0.6,0.61,0.01,0.01,74803.79,1776407412000
1776407414.153,14.153,0.35,0.37,0.63,0.65,0.02,0.02,74803.79,1776407413000
1776407414.525,14.525,0.36,0.37,0.63,0.64,0.01,0.01,74803.79,1776407413000
1776407414.899,14.899,0.32,0.33,0.67,0.68,0.01,0.01,74803.79,1776407413000
1776407415.28,15.28,0.32,0.33,0.67,0.68,0.01,0.01,74803.04,1776407414000
1776407415.846,15.846,0.32,0.33,0.67,0.68,0.01,0.01,74803.04,1776407414000
1776407416.462,16.462,0.32,0.33,0.67,0.68,0.01,0.01,74799.27,1776407415000
1776407416.905,16.905,0.32,0.33,0.67,0.68,0.01,0.01,74797.47,1776407416000
1776407417.271,17.271,0.31,0.33,0.67,0.69,0.02,0.02,74797.47,1776407416000
1776407417.641,17.641,0.31,0.33,0.67,0.69,0.02,0.02,74797.47,1776407416000
1776407418.007,18.007,0.3,0.31,0.69,0.7,0.01,0.01,74795.92,1776407417000
1776407418.359,18.359,0.29,0.31,0.69,0.7,0.02,0.01,74795.92,1776407417000
1776407418.715,18.715,0.3,0.31,0.69,0.7,0.01,0.01,74795.92,1776407417000
1776407419.056,19.056,0.28,0.29,0.71,0.72,0.01,0.01,74793.88,1776407418000
1776407419.431,19.431,0.28,0.29,0.71,0.72,0.01,0.01,74793.88,1776407418000
1776407419.788,19.788,0.28,0.29,0.71,0.72,0.01,0.01,74793.88,1776407418000
1776407420.21,20.21,0.28,0.29,0.71,0.72,0.01,0.01,74793.88,1776407418000
1776407420.554,20.554,0.28,0.29,0.71,0.72,0.01,0.01,74793.88,1776407418000
1776407420.894,20.894,0.28,0.29,0.71,0.72,0.01,0.01,74793.88,1776407418000
1776407421.247,21.247,0.27,0.28,0.71,0.73,0.01,0.02,74791.52,1776407419000
1776407421.74,21.74,0.27,0.28,0.72,0.73,0.01,0.01,74791.74,1776407420000
1776407422.311,22.311,0.27,0.28,0.72,0.73,0.01,0.01,74791.74,1776407420000
1776407422.824,22.824,0.27,0.28,0.72,0.73,0.01,0.01,74791.74,1776407421000
1776407423.227,23.227,0.26,0.28,0.72,0.73,0.02,0.01,74791.74,1776407421000
1776407423.697,23.697,0.26,0.27,0.72,0.74,0.01,0.02,74791.59,1776407422000
1776407424.405,24.405,0.26,0.27,0.73,0.74,0.01,0.01,74791.59,1776407422000
1776407424.766,24.766,0.21,0.25,0.75,0.79,0.04,0.04,74791.59,1776407422000
1776407425.187,25.187,0.23,0.24,0.76,0.77,0.01,0.01,74791.06,1776407423000
1776407425.58,25.58,0.23,0.24,0.76,0.78,0.01,0.02,74789.19,1776407424000
1776407426.192,26.192,0.22,0.23,0.76,0.77,0.01,0.01,74789.19,1776407424000
1776407426.539,26.539,0.2,0.21,0.79,0.8,0.01,0.01,74789.19,1776407424000
1776407426.893,26.893,0.2,0.21,0.79,0.8,0.01,0.01,74788.29,1776407425000
1776407427.611,27.611,0.2,0.21,0.79,0.8,0.01,0.01,74783.53,1776407426000
1776407427.945,27.945,0.2,0.21,0.79,0.8,0.01,0.01,74783.53,1776407426000
1776407428.406,28.406,0.2,0.21,0.79,0.8,0.01,0.01,74783.53,1776407426000
1776407428.887,28.887,0.2,0.21,0.79,0.8,0.01,0.01,74780.24,1776407427000
1776407429.245,29.245,0.2,0.21,0.79,0.8,0.01,0.01,74775.1,1776407428000
1776407429.817,29.817,0.2,0.21,0.79,0.8,0.01,0.01,74775.1,1776407428000
1776407430.161,30.161,0.2,0.21,0.79,0.8,0.01,0.01,74775.1,1776407428000
1776407430.55,30.55,0.2,0.21,0.79,0.8,0.01,0.01,74775.1,1776407428000
1776407431.186,31.186,0.2,0.22,0.79,0.8,0.02,0.01,74774.78,1776407429000
1776407431.752,31.752,0.2,0.21,0.78,0.8,0.01,0.02,74774.78,1776407430000
1776407432.16,32.16,0.2,0.21,0.79,0.8,0.01,0.01,74774.78,1776407431000
1776407432.501,32.501,0.21,0.22,0.78,0.8,0.01,0.02,74774.78,1776407431000
1776407433.211,33.211,0.21,0.22,0.78,0.79,0.01,0.01,74774.78,1776407431000
1776407433.885,33.885,0.21,0.22,0.78,0.79,0.01,0.01,74774.9,1776407432000
1776407434.234,34.234,0.21,0.22,0.78,0.79,0.01,0.01,74774.9,1776407432000
1776407434.692,34.692,0.21,0.22,0.78,0.79,0.01,0.01,74774.9,1776407433000
1776407435.244,35.244,0.21,0.22,0.78,0.79,0.01,0.01,74775.04,1776407434000
1776407435.693,35.693,0.22,0.23,0.77,0.79,0.01,0.02,74775.04,1776407434000
1776407436.093,36.093,0.22,0.23,0.77,0.78,0.01,0.01,74775.04,1776407434000
1776407436.651,36.651,0.22,0.23,0.77,0.78,0.01,0.01,74775.04,1776407434000
1776407437.022,37.022,0.22,0.23,0.77,0.78,0.01,0.01,74775.54,1776407435000
1776407437.539,37.539,0.22,0.23,0.77,0.78,0.01,0.01,74775.54,1776407436000
1776407437.884,37.884,0.22,0.23,0.77,0.78,0.01,0.01,74775.54,1776407436000
1776407438.281,38.281,0.22,0.23,0.77,0.78,0.01,0.01,74775.54,1776407436000
1776407438.896,38.896,0.22,0.23,0.77,0.78,0.01,0.01,74775.67,1776407437000
1776407439.233,39.233,0.22,0.23,0.77,0.78,0.01,0.01,74775.67,1776407438000
1776407439.811,39.811,0.22,0.23,0.77,0.78,0.01,0.01,74775.67,1776407438000
1776407440.276,40.276,0.22,0.24,0.77,0.78,0.02,0.01,74775.67,1776407438000
1776407440.627,40.627,0.25,0.26,0.74,0.75,0.01,0.01,74775.67,1776407438000
1776407441.002,41.002,0.26,0.27,0.73,0.74,0.01,0.01,74775.67,1776407438000
1776407441.339,41.339,0.26,0.27,0.73,0.74,0.01,0.01,74775.67,1776407438000
1776407441.852,41.852,0.26,0.27,0.73,0.74,0.01,0.01,74775.81,1776407440000
1776407442.21,42.21,0.26,0.27,0.73,0.74,0.01,0.01,74775.81,1776407440000
1776407442.969,42.969,0.26,0.27,0.73,0.74,0.01,0.01,74781.28,1776407441000
1776407443.424,43.424,0.26,0.27,0.73,0.74,0.01,0.01,74785.69,1776407442000
1776407443.916,43.916,0.26,0.27,0.73,0.74,0.01,0.01,74785.69,1776407442000
1776407444.323,44.323,0.27,0.28,0.72,0.74,0.01,0.02,74786.81,1776407443000
1776407445.014,45.014,0.27,0.28,0.72,0.73,0.01,0.01,74786.81,1776407443000
1776407445.378,45.378,0.27,0.29,0.72,0.73,0.02,0.01,74785.12,1776407444000
1776407445.764,45.764,0.28,0.29,0.71,0.72,0.01,0.01,74785.12,1776407444000
1776407446.453,46.453,0.28,0.29,0.71,0.72,0.01,0.01,74785.12,1776407444000
1776407446.879,46.879,0.28,0.29,0.71,0.72,0.01,0.01,74782.9,1776407445000
1776407447.273,47.273,0.28,0.29,0.71,0.72,0.01,0.01,74782.9,1776407446000
1776407447.759,47.759,0.28,0.29,0.71,0.72,0.01,0.01,74782.9,1776407446000
1776407448.183,48.183,0.28,0.3,0.71,0.72,0.02,0.01,74782.9,1776407446000
1776407448.552,48.552,0.32,0.33,0.67,0.68,0.01,0.01,74782.9,1776407446000
1776407448.885,48.885,0.32,0.33,0.67,0.68,0.01,0.01,74783.24,1776407447000
1776407449.267,49.267,0.32,0.33,0.67,0.68,0.01,0.01,74783.24,1776407448000
1776407449.652,49.652,0.32,0.33,0.67,0.68,0.01,0.01,74783.24,1776407448000
1776407450.116,50.116,0.32,0.33,0.67,0.68,0.01,0.01,74783.24,1776407448000
1776407450.504,50.504,0.32,0.33,0.67,0.68,0.01,0.01,74783.24,1776407448000
1776407450.881,50.881,0.32,0.33,0.67,0.68,0.01,0.01,74785.86,1776407449000
1776407451.276,51.276,0.32,0.33,0.67,0.68,0.01,0.01,74785.86,1776407449000
1776407451.616,51.616,0.32,0.33,0.67,0.68,0.01,0.01,74785.94,1776407450000
1776407451.951,51.951,0.32,0.33,0.67,0.68,0.01,0.01,74785.94,1776407450000
