timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775892900.517,0.517,0.49,0.5,0.5,0.51,0.01,0.01,72842.26
1775892901.068,1.068,0.49,0.5,0.5,0.51,0.01,0.01,72842.26
1775892901.597,1.597,0.48,0.5,0.5,0.51,0.02,0.01,72842.25
1775892901.956,1.956,0.38,0.39,0.59,0.6,0.01,0.01,72842.25
1775892902.318,2.318,0.36,0.37,0.63,0.64,0.01,0.01,72841.0
1775892902.829,2.829,0.36,0.37,0.63,0.64,0.01,0.01,72841.0
1775892903.209,3.209,0.36,0.37,0.63,0.64,0.01,0.01,72841.0
1775892903.575,3.575,0.36,0.37,0.63,0.64,0.01,0.01,72840.18
1775892903.934,3.934,0.36,0.37,0.63,0.64,0.01,0.01,72840.18
1775892904.533,4.533,0.36,0.37,0.63,0.64,0.01,0.01,72836.61
1775892904.882,4.882,0.36,0.37,0.63,0.64,0.01,0.01,72836.61
1775892905.376,5.376,0.35,0.37,0.63,0.64,0.02,0.01,72836.61
1775892905.739,5.739,0.35,0.36,0.64,0.65,0.01,0.01,72834.05
1775892906.164,6.164,0.36,0.37,0.63,0.64,0.01,0.01,72834.05
1775892906.538,6.538,0.36,0.37,0.63,0.64,0.01,0.01,72833.78
1775892907.13,7.13,0.36,0.37,0.63,0.64,0.01,0.01,72833.78
1775892907.488,7.488,0.36,0.37,0.63,0.64,0.01,0.01,72833.12
1775892908.005,8.005,0.36,0.37,0.63,0.64,0.01,0.01,72833.12
1775892908.463,8.463,0.36,0.37,0.63,0.64,0.01,0.01,72833.01
1775892908.817,8.817,0.36,0.37,0.63,0.64,0.01,0.01,72833.01
1775892909.2,9.2,0.36,0.37,0.63,0.64,0.01,0.01,72833.01
1775892909.907,9.907,0.35,0.36,0.63,0.65,0.01,0.02,72833.1
1775892910.282,10.282,0.35,0.38,0.64,0.65,0.03,0.01,72833.1
1775892910.723,10.723,0.36,0.37,0.63,0.64,0.01,0.01,72833.04
1775892911.207,11.207,0.36,0.37,0.63,0.64,0.01,0.01,72833.01
1775892911.552,11.552,0.36,0.37,0.63,0.64,0.01,0.01,72833.01
1775892911.897,11.897,0.36,0.37,0.62,0.63,0.01,0.01,72833.01
1775892912.372,12.372,0.36,0.37,0.63,0.64,0.01,0.01,72832.99
1775892912.709,12.709,0.36,0.37,0.63,0.64,0.01,0.01,72832.99
1775892913.176,13.176,0.36,0.37,0.63,0.64,0.01,0.01,72832.82
1775892913.525,13.525,0.36,0.37,0.63,0.64,0.01,0.01,72832.82
1775892913.97,13.97,0.36,0.38,0.62,0.63,0.02,0.01,72832.82
1775892914.353,14.353,0.29,0.3,0.69,0.71,0.01,0.02,72832.82
1775892914.737,14.737,0.28,0.3,0.7,0.71,0.02,0.01,72832.82
1775892915.519,15.519,0.28,0.29,0.71,0.72,0.01,0.01,72832.81
1775892915.857,15.857,0.29,0.3,0.7,0.71,0.01,0.01,72832.81
1775892916.241,16.241,0.3,0.31,0.69,0.7,0.01,0.01,72828.63
1775892916.607,16.607,0.29,0.3,0.69,0.71,0.01,0.02,72828.63
1775892917.001,17.001,0.29,0.3,0.7,0.71,0.01,0.01,72828.63
1775892917.379,17.379,0.3,0.31,0.69,0.7,0.01,0.01,72828.63
1775892918.011,18.011,0.3,0.31,0.69,0.7,0.01,0.01,72827.22
1775892918.641,18.641,0.3,0.31,0.69,0.7,0.01,0.01,72827.42
1775892919.68,19.68,0.29,0.31,0.69,0.7,0.02,0.01,72827.41
1775892920.043,20.043,0.29,0.3,0.7,0.71,0.01,0.01,72827.41
