timestamp,elapsed_sec,up_bid,up_ask,down_bid,down_ask,up_spread,down_spread,btc_price
1775885400.688,0.688,0.5,0.51,0.49,0.5,0.01,0.01,72832.16
1775885401.033,1.033,0.5,0.51,0.49,0.5,0.01,0.01,72832.16
1775885401.618,1.618,0.5,0.51,0.49,0.5,0.01,0.01,72832.16
1775885401.958,1.958,0.51,0.52,0.48,0.5,0.01,0.02,72832.16
1775885402.336,2.336,0.51,0.52,0.48,0.49,0.01,0.01,72832.16
1775885402.909,2.909,0.52,0.53,0.47,0.48,0.01,0.01,72832.16
1775885403.283,3.283,0.52,0.53,0.47,0.48,0.01,0.01,72832.16
1775885403.666,3.666,0.52,0.53,0.47,0.48,0.01,0.01,72837.17
1775885404.105,4.105,0.52,0.53,0.47,0.48,0.01,0.01,72837.17
1775885404.569,4.569,0.52,0.53,0.47,0.48,0.01,0.01,72836.89
1775885404.953,4.953,0.52,0.53,0.47,0.48,0.01,0.01,72836.89
1775885405.305,5.305,0.52,0.53,0.47,0.48,0.01,0.01,72836.89
1775885405.709,5.709,0.52,0.53,0.47,0.48,0.01,0.01,72836.87
1775885406.335,6.335,0.52,0.53,0.47,0.48,0.01,0.01,72836.85
1775885406.809,6.809,0.52,0.53,0.47,0.48,0.01,0.01,72836.85
1775885407.28,7.28,0.52,0.53,0.47,0.48,0.01,0.01,72836.85
1775885407.719,7.719,0.52,0.53,0.47,0.48,0.01,0.01,72837.51
1775885408.445,8.445,0.52,0.53,0.47,0.48,0.01,0.01,72837.64
1775885408.795,8.795,0.52,0.53,0.47,0.48,0.01,0.01,72837.64
1775885409.204,9.204,0.52,0.53,0.47,0.48,0.01,0.01,72837.64
1775885409.806,9.806,0.52,0.53,0.47,0.48,0.01,0.01,72837.48
1775885410.297,10.297,0.52,0.53,0.47,0.48,0.01,0.01,72837.48
1775885410.666,10.666,0.55,0.57,0.43,0.45,0.02,0.02,72837.48
1775885411.023,11.023,0.56,0.57,0.43,0.44,0.01,0.01,72837.48
1775885411.385,11.385,0.57,0.58,0.42,0.43,0.01,0.01,72837.48
1775885411.772,11.772,0.57,0.58,0.42,0.43,0.01,0.01,72837.48
1775885412.145,12.145,0.57,0.58,0.42,0.43,0.01,0.01,72837.48
1775885412.76,12.76,0.57,0.58,0.42,0.43,0.01,0.01,72839.0
1775885413.145,13.145,0.57,0.58,0.42,0.43,0.01,0.01,72839.0
1775885413.536,13.536,0.57,0.58,0.42,0.43,0.01,0.01,72839.79
1775885414.048,14.048,0.6,0.61,0.39,0.4,0.01,0.01,72839.79
1775885414.402,14.402,0.62,0.63,0.37,0.39,0.01,0.02,72840.11
1775885415.154,15.154,0.63,0.64,0.36,0.37,0.01,0.01,72840.11
1775885415.533,15.533,0.63,0.64,0.36,0.37,0.01,0.01,72840.32
1775885415.917,15.917,0.63,0.64,0.36,0.37,0.01,0.01,72840.32
1775885416.389,16.389,0.63,0.64,0.36,0.37,0.01,0.01,72840.77
1775885416.73,16.73,0.63,0.64,0.36,0.37,0.01,0.01,72840.77
1775885417.566,17.566,0.63,0.64,0.36,0.37,0.01,0.01,72842.91
1775885417.925,17.925,0.63,0.64,0.36,0.37,0.01,0.01,72842.91
1775885418.495,18.495,0.63,0.64,0.36,0.37,0.01,0.01,72843.17
1775885418.881,18.881,0.63,0.64,0.36,0.37,0.01,0.01,72843.17
1775885419.483,19.483,0.63,0.64,0.36,0.37,0.01,0.01,72843.17
1775885419.98,19.98,0.63,0.64,0.36,0.37,0.01,0.01,72843.17
1775885420.437,20.437,0.63,0.64,0.36,0.37,0.01,0.01,72843.2
1775885420.917,20.917,0.63,0.64,0.36,0.37,0.01,0.01,72843.2
1775885421.293,21.293,0.63,0.64,0.36,0.37,0.01,0.01,72842.98
1775885421.839,21.839,0.63,0.64,0.36,0.37,0.01,0.01,72842.98
1775885422.262,22.262,0.62,0.64,0.36,0.37,0.02,0.01,72842.98
1775885422.716,22.716,0.56,0.57,0.43,0.44,0.01,0.01,72843.4
1775885423.229,23.229,0.55,0.56,0.44,0.45,0.01,0.01,72843.4
1775885423.596,23.596,0.54,0.55,0.45,0.46,0.01,0.01,72843.4
1775885424.003,24.003,0.54,0.55,0.45,0.46,0.01,0.01,72843.4
1775885424.422,24.422,0.54,0.55,0.45,0.46,0.01,0.01,72843.4
1775885425.33,25.33,0.54,0.55,0.45,0.46,0.01,0.01,72841.34
1775885425.923,25.923,0.54,0.55,0.45,0.46,0.01,0.01,72841.34
1775885426.918,26.918,0.54,0.56,0.45,0.46,0.02,0.01,72840.02
1775885427.29,27.29,0.58,0.59,0.41,0.42,0.01,0.01,72840.26
1775885427.674,27.674,0.57,0.58,0.42,0.43,0.01,0.01,72840.26
1775885428.024,28.024,0.57,0.58,0.42,0.43,0.01,0.01,72840.26
1775885428.531,28.531,0.57,0.58,0.42,0.43,0.01,0.01,72840.26
1775885428.935,28.935,0.56,0.57,0.42,0.44,0.01,0.02,72842.72
1775885429.669,29.669,0.56,0.57,0.43,0.44,0.01,0.01,72842.51
1775885430.021,30.021,0.56,0.57,0.43,0.44,0.01,0.01,72842.51
1775885430.396,30.396,0.56,0.57,0.43,0.44,0.01,0.01,72842.51
1775885431.46,31.46,0.56,0.57,0.43,0.44,0.01,0.01,72842.7
1775885431.806,31.806,0.56,0.57,0.43,0.44,0.01,0.01,72842.7
1775885432.14,32.14,0.56,0.57,0.43,0.44,0.01,0.01,72842.7
1775885433.184,33.184,0.57,0.58,0.43,0.44,0.01,0.01,72842.85
1775885433.556,33.556,0.55,0.56,0.42,0.45,0.01,0.03,72842.97
1775885434.008,34.008,0.53,0.54,0.46,0.47,0.01,0.01,72842.97
1775885434.554,34.554,0.53,0.54,0.46,0.47,0.01,0.01,72842.97
1775885434.993,34.993,0.53,0.54,0.46,0.47,0.01,0.01,72842.97
1775885435.72,35.72,0.53,0.54,0.46,0.47,0.01,0.01,72842.93
1775885436.466,36.466,0.53,0.54,0.46,0.47,0.01,0.01,72841.87
1775885437.224,37.224,0.53,0.54,0.46,0.49,0.01,0.03,72841.87
1775885437.73,37.73,0.53,0.54,0.46,0.47,0.01,0.01,72841.82
1775885438.581,38.581,0.53,0.54,0.46,0.47,0.01,0.01,72841.82
1775885438.956,38.956,0.52,0.53,0.46,0.48,0.01,0.02,72841.82
1775885439.318,39.318,0.52,0.53,0.47,0.48,0.01,0.01,72841.4
1775885440.223,40.223,0.52,0.53,0.47,0.48,0.01,0.01,72841.4
1775885440.798,40.798,0.52,0.53,0.47,0.48,0.01,0.01,72841.49
1775885441.139,41.139,0.47,0.5,0.5,0.53,0.03,0.03,72841.49
1775885441.515,41.515,0.46,0.47,0.53,0.54,0.01,0.01,72841.49
1775885442.009,42.009,0.46,0.47,0.53,0.54,0.01,0.01,72841.49
1775885442.686,42.686,0.46,0.47,0.53,0.54,0.01,0.01,72841.48
1775885443.107,43.107,0.46,0.47,0.53,0.54,0.01,0.01,72841.48
1775885443.677,43.677,0.46,0.47,0.53,0.54,0.01,0.01,72837.38
1775885444.368,44.368,0.46,0.47,0.53,0.54,0.01,0.01,72836.87
1775885445.278,45.278,0.46,0.47,0.53,0.54,0.01,0.01,72836.87
1775885445.767,45.767,0.46,0.47,0.53,0.54,0.01,0.01,72837.09
1775885446.153,46.153,0.46,0.47,0.53,0.54,0.01,0.01,72837.09
1775885446.577,46.577,0.46,0.47,0.53,0.54,0.01,0.01,72836.2
1775885446.915,46.915,0.46,0.47,0.53,0.54,0.01,0.01,72836.2
1775885447.644,47.644,0.46,0.47,0.53,0.54,0.01,0.01,72836.2
1775885447.999,47.999,0.46,0.47,0.53,0.54,0.01,0.01,72836.11
1775885448.704,48.704,0.46,0.47,0.53,0.54,0.01,0.01,72836.11
1775885450.141,50.141,0.46,0.47,0.53,0.54,0.01,0.01,72836.28
1775885451.264,51.264,0.46,0.47,0.53,0.54,0.01,0.01,72836.32
1775885451.825,51.825,0.47,0.49,0.52,0.54,0.02,0.02,72836.32
1775885453.502,53.502,0.48,0.49,0.51,0.52,0.01,0.01,72836.53
1775885453.878,53.878,0.48,0.49,0.51,0.52,0.01,0.01,72836.53
1775885454.415,54.415,0.48,0.49,0.51,0.52,0.01,0.01,72836.52
1775885454.777,54.777,0.48,0.49,0.51,0.52,0.01,0.01,72836.52
1775885455.336,55.336,0.48,0.49,0.51,0.52,0.01,0.01,72836.52
1775885456.711,56.711,0.48,0.5,0.51,0.52,0.02,0.01,72836.98
1775885457.518,57.518,0.5,0.51,0.5,0.51,0.01,0.01,72837.0
1775885458.172,58.172,0.5,0.51,0.49,0.5,0.01,0.01,72837.01
1775885458.631,58.631,0.5,0.51,0.49,0.5,0.01,0.01,72837.01
1775885459.181,59.181,0.5,0.51,0.49,0.5,0.01,0.01,72837.02
1775885459.551,59.551,0.51,0.52,0.48,0.49,0.01,0.01,72837.02
1775885460.105,60.105,0.51,0.52,0.48,0.49,0.01,0.01,72837.02
1775885460.495,60.495,0.51,0.52,0.48,0.49,0.01,0.01,72837.02
1775885460.874,60.874,0.51,0.53,0.47,0.48,0.02,0.01,72837.02
1775885461.367,61.367,0.52,0.53,0.47,0.48,0.01,0.01,72837.27
1775885462.597,62.597,0.52,0.53,0.47,0.48,0.01,0.01,72837.03
1775885464.201,64.201,0.52,0.53,0.47,0.48,0.01,0.01,72837.06
1775885465.202,65.202,0.52,0.53,0.47,0.48,0.01,0.01,72836.98
1775885466.563,66.563,0.52,0.53,0.47,0.48,0.01,0.01,72837.25
1775885466.982,66.982,0.51,0.52,0.48,0.49,0.01,0.01,72837.25
1775885467.734,67.734,0.5,0.51,0.48,0.49,0.01,0.01,72837.01
1775885468.2,68.2,0.5,0.51,0.49,0.5,0.01,0.01,72837.01
1775885469.342,69.342,0.51,0.52,0.49,0.5,0.01,0.01,72836.64
1775885469.692,69.692,0.52,0.53,0.48,0.49,0.01,0.01,72836.64
1775885470.403,70.403,0.5,0.51,0.47,0.48,0.01,0.01,72836.64
1775885470.911,70.911,0.47,0.48,0.52,0.53,0.01,0.01,72836.64
1775885471.489,71.489,0.47,0.48,0.52,0.53,0.01,0.01,72836.69
1775885472.387,72.387,0.47,0.48,0.52,0.53,0.01,0.01,72836.89
1775885473.035,73.035,0.47,0.48,0.52,0.53,0.01,0.01,72836.89
1775885473.45,73.45,0.47,0.48,0.52,0.53,0.01,0.01,72836.19
1775885473.941,73.941,0.47,0.48,0.52,0.53,0.01,0.01,72836.19
1775885474.339,74.339,0.47,0.48,0.52,0.53,0.01,0.01,72835.96
1775885474.871,74.871,0.47,0.48,0.52,0.53,0.01,0.01,72835.96
1775885475.512,75.512,0.47,0.48,0.52,0.53,0.01,0.01,72835.88
1775885476.003,76.003,0.49,0.5,0.5,0.53,0.01,0.03,72835.88
1775885476.652,76.652,0.49,0.5,0.5,0.51,0.01,0.01,72835.97
1775885476.997,76.997,0.49,0.5,0.5,0.51,0.01,0.01,72835.97
1775885477.51,77.51,0.49,0.5,0.5,0.51,0.01,0.01,72836.24
1775885477.843,77.843,0.49,0.5,0.5,0.51,0.01,0.01,72836.24
1775885478.456,78.456,0.49,0.51,0.5,0.51,0.02,0.01,72836.24
1775885478.967,78.967,0.5,0.51,0.49,0.5,0.01,0.01,72836.24
1775885479.441,79.441,0.5,0.51,0.49,0.5,0.01,0.01,72836.25
1775885479.818,79.818,0.5,0.51,0.49,0.5,0.01,0.01,72836.25
1775885480.171,80.171,0.51,0.52,0.48,0.49,0.01,0.01,72836.25
1775885480.678,80.678,0.52,0.53,0.47,0.48,0.01,0.01,72836.25
1775885481.116,81.116,0.51,0.52,0.47,0.48,0.01,0.01,72836.25
1775885481.585,81.585,0.52,0.53,0.48,0.49,0.01,0.01,72836.15
1775885482.1,82.1,0.52,0.55,0.47,0.48,0.03,0.01,72836.15
1775885482.501,82.501,0.55,0.56,0.44,0.45,0.01,0.01,72836.15
1775885482.982,82.982,0.55,0.56,0.44,0.45,0.01,0.01,72836.15
1775885483.352,83.352,0.56,0.57,0.43,0.45,0.01,0.02,72836.15
1775885483.768,83.768,0.56,0.57,0.43,0.44,0.01,0.01,72836.6
1775885484.421,84.421,0.56,0.59,0.43,0.44,0.03,0.01,72836.89
1775885484.769,84.769,0.57,0.58,0.42,0.43,0.01,0.01,72836.89
1775885485.32,85.32,0.57,0.58,0.42,0.43,0.01,0.01,72838.63
1775885485.944,85.944,0.57,0.58,0.42,0.43,0.01,0.01,72838.63
1775885486.573,86.573,0.57,0.58,0.42,0.43,0.01,0.01,72838.65
1775885487.106,87.106,0.57,0.58,0.42,0.43,0.01,0.01,72838.65
1775885487.915,87.915,0.57,0.58,0.42,0.43,0.01,0.01,72838.49
1775885488.397,88.397,0.57,0.58,0.42,0.43,0.01,0.01,72838.5
1775885488.783,88.783,0.57,0.58,0.42,0.43,0.01,0.01,72838.5
1775885489.193,89.193,0.57,0.58,0.42,0.43,0.01,0.01,72838.9
1775885489.65,89.65,0.57,0.58,0.42,0.43,0.01,0.01,72838.9
1775885490.794,90.794,0.56,0.58,0.42,0.43,0.02,0.01,72839.19
1775885491.517,91.517,0.56,0.57,0.43,0.44,0.01,0.01,72839.16
1775885491.946,91.946,0.56,0.57,0.43,0.44,0.01,0.01,72839.16
1775885492.434,92.434,0.56,0.57,0.43,0.44,0.01,0.01,72838.97
1775885492.979,92.979,0.56,0.57,0.43,0.44,0.01,0.01,72838.97
1775885493.824,93.824,0.55,0.56,0.43,0.44,0.01,0.01,72839.16
1775885494.795,94.795,0.55,0.56,0.44,0.45,0.01,0.01,72838.97
1775885495.814,95.814,0.55,0.56,0.43,0.45,0.01,0.02,72838.66
1775885496.364,96.364,0.55,0.56,0.43,0.45,0.01,0.02,72838.47
1775885496.833,96.833,0.55,0.56,0.44,0.45,0.01,0.01,72838.47
1775885497.22,97.22,0.55,0.56,0.44,0.45,0.01,0.01,72838.28
1775885497.917,97.917,0.55,0.57,0.44,0.45,0.02,0.01,72838.28
1775885498.486,98.486,0.55,0.56,0.43,0.45,0.01,0.02,72838.65
